Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Quad,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,SAR,Price,Dual,Features_1,Single_1,Build,Talk time,Stand-by,Infrared port,Music play,SAR EU,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,_1,_1_1,Keyboard,Browser
b'micromax',b'Micromax Canvas Win W121',b'https://fdn2.gsmarena.com/vv/bigpic/MicroMax-Canvas-Win-W121.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, June. Released 2014, August'",b'Discontinued',b'-',b'-',b'Dual SIM (Dual stand-by)',b'IPS LCD',"b'5.0 inches, 68.9 cm2'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Microsoft Windows Phone 8.1',b'Qualcomm MSM8212 Snapdragon 200 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 302',b'microSDHC',b'8GB 1GB RAM',b'eMMC 4.5',,"b'LED flash, panorama'",b'Yes',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,b'Black',,,b'About 120 EUR',,,b'2 MP',,b'Up to 8 h',b'Up to 150 h',,,,,,,,,,,,,,
b'micromax',b'Micromax Canvas Win W092',b'https://fdn2.gsmarena.com/vv/bigpic/MicroMax-Canvas-Win-W091.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, June. Released 2014, August'",b'Discontinued',b'-',b'-',b'Dual SIM (Dual stand-by)',b'IPS LCD',"b'4.0 inches, 45.5 cm2'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Microsoft Windows Phone 8.1',b'Qualcomm Snapdragon 200 (45 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 302',b'microSDHC',b'8GB 1GB RAM',b'eMMC 4.5',,"b'LED flash, panorama'",b'Yes',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1500 mAh, removable'",,b'Black',,,b'About 80 EUR',,,b'VGA',,,,,,,,,,,,,,,,,
b'micromax',b'Micromax A089 Bolt',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a089.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, May. Released 2014, May'",b'Discontinued',b'-',b'-',b'Dual SIM',b'TFT',"b'4.0 inches, 45.5 cm2'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',,,,b'720p@15fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2100 mAh, removable'",,"b'Black, White'",,,b'About 60 EUR',,,b'VGA',,b'Up to 7 h',b'Up to 190 h',,,b'0.49 W/kg (head) \xc2\xa0 \xc2\xa0 1.18 W/kg (body)',,,,,,,,,,,
b'micromax',b'Micromax A106 Unite 2',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a106-unite-2.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, May. Released 2014, May'",b'Discontinued',b'138.9 x 71.9 x 9.4 mm (5.47 x 2.83 x 0.37 in)',b'158 g (5.57 oz)',b'Dual SIM',b'IPS LCD',"b'4.7 inches, 62.9 cm2 (~63.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~199 ppi density)'",,"b'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)'",b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',"b'4GB 1GB RAM, 8GB 1GB RAM'",,,b'LED flash',b'720p',"b'5 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'Pristine White, Balmy Green, Mystic Grey, Raging Red'",b'A106',,b'About 90 EUR',,,b'2 MP',,b'Up to 8 h',b'Up to 190 h',,,,,,,,,,,,,,
b'micromax',b'Micromax A105 Canvas Entice',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a105.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, June. Released 2014, June'",b'Discontinued',b'147.5 x 77.3 x 10.5 mm (5.81 x 3.04 x 0.41 in)',b'180 g (6.35 oz)',b'Dual SIM',b'TFT',"b'5.0 inches, 71.2 cm2 (~62.4% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~187 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Broadcom BCM23550',b'Quad-core 1.2 GHz Cortex-A7',b'Broadcom VideoCore IV',b'microSDHC',b'4GB 512MB RAM',,,b'LED flash',b'720p',"b'5 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1900 mAh, removable'",,b'Black',,,b'About 90 EUR',,,b'VGA',,b'Up to 5 h',b'Up to 150 h',,,,,,,,,,,,,,
b'micromax',b'Micromax X352',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x352.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2014, May. Released 2014, May'",b'Discontinued',b'125 x 56 x 16 mm (4.92 x 2.20 x 0.63 in)',b'-',b'Dual SIM',"b'TFT, 65K colors'","b'2.8 inches, 24.3 cm2 (~34.7% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",,,,,,b'microSDHC',,b'No',,,b'Yes',b'VGA',,b'Yes',b'TBD',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 3000 mAh, removable'",,b'Silver',,,b'About 20 EUR',,,,,b'Up to 11 h',b'Up to 700 h',,,,b'Yes',b'No',b'500 entries',b'Yes',b'SMS',b'Downloadable',b'No',b'Audio/video player',,,
b'micromax',b'Micromax A121 Canvas Elanza 2',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-elanza-2-a121.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, May. Released 2014, May'",b'Discontinued',b'-',b'159 g (5.61 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 4.3 (Jelly Bean)',b'Qualcomm MSM8212 Snapdragon 200 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 302',b'microSDHC',b'4GB 1GB RAM',b'eMMC 4.5',,b'LED flash',b'720p',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,b'Black',,,b'About 120 EUR',,,b'2 MP',,b'Up to 7 h',b'Up to 240 h',,,b'0.55 W/kg (head) \xc2\xa0 \xc2\xa0 0.76 W/kg (body)',,,,,,,,,,,
b'micromax',b'Micromax A120 Canvas 2 Colors',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-2-colors-a120.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, May. Released 2014, May'",b'Discontinued',b'146 x 74 x 9.2 mm (5.75 x 2.91 x 0.36 in)',b'168 g (5.93 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~63.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 4.2 (Jelly Bean)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'4GB 1GB RAM',,,b'LED flash',b'720p',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'Black, Blue, Green, Red, Yellow'",b'A120',,b'About 110 EUR',,,b'2 MP',,b'Up to 7 h',b'Up to 225 h',,,b'0.54 W/kg (head) \xc2\xa0 \xc2\xa0 0.92 W/kg (body)',,,,,,,,,,,
b'micromax',b'Micromax A102 Canvas Doodle 3',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-canvas-doodle-3-a102.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, April. Released 2014, April'",b'Discontinued',b'166.4 x 84.5 x 9.8 mm (6.55 x 3.33 x 0.39 in)',b'202 g (7.13 oz)',b'Dual SIM',b'TFT',"b'6.0 inches, 99.2 cm2 (~70.6% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~163 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC',b'8GB 1GB RAM',,,b'LED flash',b'720p',"b'5 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'3.0',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'",,"b'Blazing Blue, Pristine White'",b'A102',b'1.26 W/kg (head) \xc2\xa0 \xc2\xa0 0.21 W/kg (body)',b'About 100 EUR',,,b'VGA',,b'Up to 9 h',b'Up to 260 h',,,,,,,,,,,,,,
b'micromax',b'Micromax A47 Bolt',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-bolt-a47.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2014. Released 2014',b'Discontinued',b'125.3 x 65.5 x 12.3 mm (4.93 x 2.58 x 0.48 in)',b'-',b'Dual SIM',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~55.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.2 (Jelly Bean)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'512MB 256MB RAM',,,b'LED flash',b'480p',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'No',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1600 mAh, removable'",,"b'Black, White'",,,b'About 50 EUR',,,b'VGA',,b'Up to 6 h',b'Up to 160 h',,,,b'Yes',b'Yes',,,,,,,,,
b'micromax',b'Micromax X281',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x281.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2013. Released 2013',b'Discontinued',b'124.8 x 53 x 15.9 mm (4.91 x 2.09 x 0.63 in)',b'260 g (9.17 oz)',b'Dual SIM',b'TFT',"b'2.4 inches, 17.8 cm2 (~27.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'VGA',,b'Yes',b'Yes',b'No',b'Yes',b'No',b'No',b'FM radio',b'Proprietary',b'',"b'Li-Ion 2800 mAh, removable'",,b'Gray',,,b'About 20 EUR',,,,,b'Up to 11 h',b'Up to 545 h',,,,b'Yes',b'No',b'300 entries',b'Yes',b'SMS',b'Downloadable',b'No',b'Audio/video player',,,
b'micromax',b'Micromax X267',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x267.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2013. Released 2013',b'Discontinued',b'120.5 x 52 x 14.3 mm (4.74 x 2.05 x 0.56 in)',b'-',b'Dual SIM',"b'TFT, 256K colors'","b'2.3 inches, 16.4 cm2 (~26.1% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~174 ppi density)'",,,,,,b'microSDHC (dedicated slot)',,b'Flashlight',,,b'Yes',b'VGA',,b'Yes',b'Yes',b'No',b'Yes',b'No',b'No',b'FM radio',b'Proprietary',b'',"b'Li-Ion 1800 mAh, removable'",,"b'Silver, Black'",,b'1.15 W/kg (head) \xc2\xa0 \xc2\xa0 0.91 W/kg (body)',b'About 20 EUR',,,,,b'Up to 6 h',b'Up to 400 h',,,,b'Yes',b'No',b'Yes',b'Yes',b'SMS',b'Downloadable',b'No',b'No',b'Audio/video player',,
b'micromax',b'Micromax X098',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-x098.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2013. Released 2013',b'Discontinued',b'108.3 x 46 x 16.9 mm (4.26 x 1.81 x 0.67 in)',b'87.6 g (3.07 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'1.76 inches, 9.7 cm2 (~19.6% screen-to-body ratio)'",b'128 x 160 pixels (~116 ppi density)',,,,,,b'microSDHC (dedicated slot)',,b'No',,,b'Yes',b'Yes',,b'Yes',b'No',b'No',b'2.1',b'No',b'No',b'FM radio',b'1.1',b'',"b'Li-Ion 1750 mAh, removable'",,b'Black',,b'1.46 W/kg (head) \xc2\xa0 \xc2\xa0 1.16 W/kg (body)',b'About 10 EUR',,,,,b'Up to 7 h',b'Up to 480 h',,,,b'Yes',b'No',b'500 entries',b'Yes',b'SMS',b'Downloadable',b'No',b'Audio/video player',,,
b'micromax',b'Micromax A114R Canvas Beat',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a114r.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',b'2014. Released 2014',b'Discontinued',b'-',b'-',b'Dual SIM (Mini-SIM)',b'IPS LCD',"b'5.0 inches, 68.9 cm2'","b'540 x 960, 16:9 ratio (~220 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'Broadcom BCM23550',b'Quad-core 1.2 GHz Cortex-A7',b'Broadcom VideoCore IV',b'microSDHC (dedicated slot)',"b'4GB (1.5GB user available), 1GB RAM'",,,b'Dual-LED flash',b'720p',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, recording'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1900 mAh, removable'",,b'Black/White',,,b'About 190 EUR',,,b'2 MP',,b'Up to 5 h',b'Up to 150 h',,,,,,,,,,,,,,
b'micromax',b'Micromax A59 Bolt',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a59-bolt.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 7.2/5.76 Mbps',b'2014. Released 2014',b'Discontinued',b'-',b'-',b'Dual SIM (Mini-SIM)',b'TFT',"b'3.5 inches, 36.5 cm2'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",,b'Android 4.1.2 (Jelly Bean)',b'Spreadtrum SC7710',b'1.0 GHz',,b'microSDHC (dedicated slot)',b'512MB 256MB RAM',b'No',,b'LED flash',b'480p',b'1.3 MP',,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, EDR'",b'No',b'No',b'FM radio',b'microUSB',b'Accelerometer',"b'Li-Ion 1500 mAh, removable'",,b'Black',,b'1.16 W/kg (head) \xc2\xa0 \xc2\xa0 0.61 W/kg (body)',b'About 50 EUR',,,,,b'Up to 4 h 30 min',b'Up to 160 h',,,,,,,,,,,,,,
b'micromax',b'Micromax A36 Bolt',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a36-bolt.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2014. Released 2014',b'Discontinued',b'-',b'-',b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'4.0 inches, 45.5 cm2'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 2.3 (Gingerbread)',b'Spreadtrum SC6820',b'1.0 GHz',b'Mali-300',b'microSDHC (dedicated slot)',b'512MB 256MB RAM',b'Flashlight',,,b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP'",b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 1500 mAh, removable'",,b'Black',,,b'About 50 EUR',,,b'VGA',,b'Up to 4 h',b'Up to 177 h',,,b'1.01 W/kg (head) \xc2\xa0 \xc2\xa0 1.19 W/kg (body)',b'Class 12',b'Yes',,,,,,,,,
b'micromax',b'Micromax A28 Bolt',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a28-bolt.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2014. Released 2014',b'Discontinued',b'116.9 x 62.5 x 12.5 mm (4.60 x 2.46 x 0.49 in)',b'89 g (3.14 oz)',b'Dual SIM (Mini-SIM)',"b'TFT, 65K colors'","b'3.5 inches, 36.5 cm2 (~49.9% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",,b'Android 2.3 (Gingerbread)',,b'1.0 GHz Cortex-A5',b'Mali-300',b'microSDHC (dedicated slot)',b'512MB 256MB RAM',,,,b'320p',b'VGA',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP'",b'No',b'No',"b'FM radio, recording'",b'microUSB',b'',"b'Li-Ion 1500 mAh, removable'",,b'Black',,,b'About 40 EUR',,,b'VGA',,b'Up to 4 h',b'Up to 260 h',,,,b'Class 12',b'Yes',,,,,,,,,
b'micromax',b'Micromax A350 Canvas Knight',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a350.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2014, January. Released 2014, March'",b'Discontinued',b'145 x 72 x 9 mm (5.71 x 2.83 x 0.35 in)',b'154 g (5.43 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",b'Corning Gorilla Glass',b'Android 4.4.2 (KitKat)',b'Mediatek MT6592T',b'Octa-core 1.7 GHz Cortex-A7',b'Mali-450MP4',b'No',b'32GB 2GB RAM',,,b'LED flash',b'1080p@30fps',"b'16 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2350 mAh, non-removable'",,"b'Black, White/Gold, Black/Gold'",,,b'About 240 EUR',,,b'8 MP',,b'Up to 7 h 30 min',b'Up to 175 h',,,,,,,,,,,,,,
b'micromax',b'Micromax Canvas Turbo Mini',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a200.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, January. Released 2014, January'",b'Discontinued',b'137.5 x 67.5 x 7.8 mm (5.41 x 2.66 x 0.31 in)',b'110 g (3.88 oz)',b'Dual SIM',b'IPS LCD',"b'4.7 inches, 60.9 cm2 (~65.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',"b'4GB (1.6 user available), 1GB RAM'",,,b'LED flash',b'720p@30fps',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 1800 mAh, non-removable'",,"b'Black, White, Blue'",,,b'About 170 EUR',,,b'5 MP',,b'Up to 6 h 30 min',b'Up to 180 h',,,b'0.18 W/kg (head) \xc2\xa0 \xc2\xa0 0.23 W/kg (body)',,,,,,,,,,,
b'micromax',b'Micromax A94 Canvas MAd',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a94.jpg',b'GSM / HSPA',b'GSM 900 / 1800',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, January. Released 2014, January'",b'Discontinued',b'138 x 67.3 x 9.7 mm (5.43 x 2.65 x 0.38 in)',b'147 g (5.19 oz)',"b'Dual SIM (Mini-SIM, dual stand-by)'",b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~60.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'BCM23550',b'Quad-core 1.2 GHz',,b'microSDHC (dedicated slot)',"b'4GB (2.2GB user available), 512MB RAM'",,,b'LED flash',b'720p',"b'5 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1800 mAh, removable'",,b'Black',,,b'About 100 EUR',,,b'5 MP',,b'Up to 5 h',b'Up to 150 h',,,,,,,,,,,,,,
b'micromax',b'Micromax A119 Canvas XL',b'https://fdn2.gsmarena.com/vv/bigpic/Micromax-Canvas-XL-A119.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2014, January. Released 2014, January'",b'Discontinued',b'165 x 84.2 x 10.4 mm (6.50 x 3.31 x 0.41 in)',b'180 g (6.35 oz)',b'Dual SIM (Dual stand-by)',b'TFT',"b'6.0 inches, 99.2 cm2 (~71.4% screen-to-body ratio)'","b'540 x 960, 16:9 ratio (~184 ppi density)'",,b'Android 4.2 (Jelly Bean)',,b'Quad-core 1.3 GHz',,b'microSDHC (dedicated slot)',"b'4GB (2GB user available), 1GB RAM'",,,b'Dual-LED flash',b'Yes',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.1',"b'Yes, with A-GPS'",b'No',"b'FM radio, recording'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2450 mAh, removable'",,b'White',,,b'About 170 EUR',,,b'5 MP',,b'Up to 9 h 30 min',b'Up to 209 h',,,,,,,,,,,,,,
b'micromax',b'Micromax A114 Canvas 2.2',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a114.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 21.1/5.76 Mbps',"b'2013, December. Released 2013, December'",b'Discontinued',b'145 x 73 x 9.7 mm (5.71 x 2.87 x 0.38 in)',b'147 g (5.19 oz)',b'Dual SIM (Mini-SIM)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)'","b'540 x 960, 16:9 ratio (~220 ppi density)'",,b'Android 4.2 (Jelly Bean)',b'Mediatek MT6582M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',"b'4GB (2GB user available), 1GB RAM'",,,b'Dual-LED flash',b'1080p@30fps',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, recording'",b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,b'Black',,,b'About 150 EUR',,,b'2 MP',,b'Up to 7 h',b'Up to 290 h',,,,,,,,,,,,,,
b'micromax',b'Micromax A61 Bolt',b'https://fdn2.gsmarena.com/vv/bigpic/micromax-a61.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA 7.2/5.76 Mbps',"b'2013, November. Released 2013, December'",b'Discontinued',b'135 x 67 x 10 mm (5.31 x 2.64 x 0.39 in)',b'-',b'Dual SIM',b'TFT',"b'4.0 inches, 45.5 cm2 (~50.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.1 (Jelly Bean)',b'Spreadtrum SC7710',b'1.0 GHz',,b'microSDHC (dedicated slot)',b'512MB 256MB RAM',,,b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'No',"b'FM radio, recording'",b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1500 mAh, removable'",,b'Black',,,b'About 60 EUR',,,b'VGA',,b'Up to 4 h',b'Up to 160 h',,,,,,,,,,,,,,
