Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Quad,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,128GB 8GB RAM,256GB 8GB RAM,Single,Triple,Build,Penta,_1_1,Infrared port,256GB 12GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,512GB 8GB RAM,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,128GB 4GB RAM,Single_1,4GB 32MB RAM,128GB 6GB RAM,Dual_1,64GB 3GB RAM,32GB 2GB RAM,SAR EU,4GB,Five,64GB 4GB RAM,256GB 6GB RAM,32GB 3GB RAM,Protection,Audio quality,16GB 2GB RAM,Stand-by,32GB 4GB RAM,Talk time,Music play,SAR,Keyboard,Browser
b'huawei',b'Huawei nova 7 SE 5G Youth',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p40-lite-5g.jpg',b'GSM / CDMA / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800 & TD-SCDMA',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41'","b'1, 41, 77, 78 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, October 16'","b'Available. Released 2020, October 16'",b'162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in)',b'189 g (6.67 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'LTPS IPS LCD, HDR10'","b'6.5 inches, 102.0 cm2 (~83.8% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, EMUI 10.1, no Google Play Services'",b'MediaTek Dimensity 800U 5G (7 nm)',b'Octa-core (2x2.4 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G57 MC3',b'No',b'128GB 8GB RAM',,"b'64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.4, 17mm (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'LED flash, Panorama, HDR'","b'4K@30fps, 1080p@30fps'",,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'","b'Fast charging 40W, 70% in 30 min (advertised) Reverse charging 5W'","b'Crush Green, Space Silver, Midnight Black, Purple'",,b'About 290 EUR',,,"b'16 MP, f/2.0, (wide)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y7a',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2021.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, October 21'","b'Available. Released 2020, October 30'",b'165.7 x 76.9 x 9.3 mm (6.52 x 3.03 x 0.37 in)',b'206 g (7.27 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.67 inches, 107.4 cm2 (~84.3% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~395 ppi density)'","b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 710A (14 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'",,"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 120\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30/60fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, proximity'","b'Li-Po 5000 mAh, non-removable'","b'Fast charging 22.5W, 46% in 30 min (advertised)'","b'Crush Green, Blush Gold, Midnight Black'",,b'About 160 EUR',,,"b'8 MP, f/2.0, (wide)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei P smart 2021',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2021.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 28'","b'Available. Released 2020, September 28'",b'165.7 x 76.9 x 9.3 mm (6.52 x 3.03 x 0.37 in)',b'206 g (7.27 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.67 inches, 107.4 cm2 (~84.3% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~395 ppi density)'","b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 710A (14 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (dedicated slot)',b'128GB 4GB RAM',,"b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 120\xcb\x9a (ultrawide), 1/4.0"", 1.12\xc2\xb5m 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'LED flash, HDR, panorama'",b'1080p@30/60fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'FM radio, built-in antenna'","b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'","b'Fast charging 22.5W, 46% in 30 min (advertised)'","b'Crush Green, Blush Gold, Midnight Black'",b'PPA-LX2',b'\xe2\x82\xac\xe2\x80\x89167.00 / $\xe2\x80\x89233.31 / \xc2\xa3\xe2\x80\x89160.00',,,"b'8 MP, f/2.0, (wide)'",,,,,,,b'AnTuTu: 169253 (v8) GeekBench: 1334 (v5.1) GFXBench: 7fps (ES 3.1 onscreen)',b'Contrast ratio: 1252:1 (nominal)',b'Photo / Video',b'-28.8 LUFS (Average)',b'Endurance rating 119h',,,,,,,,,b'\xe2\x82\xac\xe2\x80\x89167.00',,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MatePad 5G',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-matepad-5g.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 850 / 900 / 1800 / 1900',b'Stylus support',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'","b'1, 3, 28, 38, 41, 77, 78, 79'","b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 16'","b'Available. Released 2020, October 13'",b'245.2 x 155 x 7.5 mm (9.65 x 6.10 x 0.30 in)',b'460 g (1.01 lb)',b'Nano-SIM',"b'IPS LCD, 470 nits (typ)'","b'10.4 inches, 307.9 cm2 (~81.0% screen-to-body ratio)'","b'1200 x 2000 pixels, 5:3 ratio (~224 ppi density)'","b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 820 5G (7nm)',b'Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55)',b'Mali-G57 (6-core)',b'microSDXC',b'128GB 6GB RAM',b'Tuned by Harman Kardon',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers (4 speakers)'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, GALILEO, BDS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 7250 mAh, non-removable'",b'Fast charging 22.5W',"b'White, Dark Blue'",b'BAH3-AN10',b'About 400 EUR',,,"b'8 MP, AF'",,"b'Glass front, aluminum back, aluminum frame'",,,,,,,,,,,,,,,,,,,b'8 MP',,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Watch GT 2 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-gt2-pro.jpg',b'No cellular connectivity',b'N/A',b'50m water resistant',b'N/A',b'N/A',,b'No',"b'2020, September 10'","b'Available. Released 2020, October 05'",b'46.7 x 46.7 x 11.4 mm (1.84 x 1.84 x 0.45 in)',b'52 g (1.83 oz)',b'No',b'AMOLED',"b'1.39 inches, 12.5 cm2 (~57.4% screen-to-body ratio)'","b'454 x 454 pixels, 1:1 ratio (~326 ppi density)'",b'Huawei Lite OS',b'Kirin A1',,,b'No',b'4GB 32MB RAM',b'eMMC',,,,,,,b'Yes',b'No',b'No',"b'5.1, LE, EDR'","b'Yes, with GLONASS, GALILEO'",b'Yes (China only)',b'No',b'No',"b'Accelerometer, gyro, heart rate, barometer, compass, SpO2, VO2max'","b'Li-Ion 455 mAh, non-removable'",b'Wireless charging',"b'Night Black, Nebula Gray'",b'VID-B19',b'\xe2\x82\xac\xe2\x80\x89219.00 / $\xe2\x80\x89459.69',,,,,"b'Glass front (Sapphire crystal), ceramic back, titanium frame'",,b'No',,,,,,,,,b'No',b'No',,,,,,,,b'\xe2\x82\xac\xe2\x80\x89219.00',,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Y9a',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-y9a.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41, 66 - FRL-L23'",b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 20, 28, 38, 40, 41 - FRL-L22'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, September 07'","b'Available. Released 2020, September 12'",b'163.5 x 76.5 x 9 mm (6.44 x 3.01 x 0.35 in)',b'197 g (6.95 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.63 inches, 106.1 cm2 (~84.8% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~397 ppi density)'","b'Android 10, EMUI 10.1, no Google Play Services'",b'Mediatek Helio G80 (12 nm)',b'Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)',b'Mali-G52 MC2',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 6GB RAM, 128GB 8GB RAM'",b'UFS 2.1',"b'64 MP, f/1.8, 26mm (wide), PDAF 8 MP, f/2.4, 120\xcb\x9a (ultrawide) 2 MP, f/2.4, (macro) 2 MP, f/2.4, (depth)'","b'Quad-LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps, gyro-EIS'",,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4200 mAh or 4300 mAh, non-removable (region dependent)'","b'Fast charging 22.5W or 40W (region dependent), 70% in 30 min (advertised)'","b'Space Silver, Sakura Pink, Midnight Black'","b'FRL-22, FRL-23, FRL-L22'",b'About 200 EUR',,,"b'Motorized pop-up  16 MP, f/2.2, (wide), 1/3.1"", 1.0\xc2\xb5m'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Enjoy 20 Plus 5G',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-20-plus.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'UFS 2.1',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'LTE (unspecified)',"b'1, 3, 38, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, September 03'","b'Available. Released 2020, September 10'",b'163.5 x 76.5 x 9 mm (6.44 x 3.01 x 0.35 in)',b'197 g (6.95 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 90Hz'","b'6.63 inches, 106.1 cm2 (~84.8% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~397 ppi density)'","b'Android 10, EMUI 10.1, no Google Play Services'",b'MediaTek MT6853V Dimensity 720 5G (7 nm)',b'Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G57 MC2',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 6GB RAM, 128GB 8GB RAM'",,,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4200 mAh, non-removable'",b'Fast charging 40W',"b'Black, Blue, Green, Pink'",b'FRL-AN00a',b'About 280 EUR',,,"b'Motorized pop-up  16 MP, f/2.2, (wide), 1/3.1"", 1.0\xc2\xb5m'","b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 120\xcb\x9a (ultrawide) 2 MP, f/2.4, (macro)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Enjoy 20 5G',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-20.jpg',b'GSM / CDMA / HSPA / EVDO / LTE / 5G',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'CDMA 800',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 8, 18, 19, 26, 34, 38, 39, 40, 41'","b'1, 3, 41, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, September 03'","b'Available. Released 2020, September 10'",b'165.2 x 76 x 9.2 mm (6.50 x 2.99 x 0.36 in)',b'188 g (6.63 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.6 inches, 105.2 cm2 (~83.8% screen-to-body ratio)'","b'720 x 1600 pixels, 20:9 ratio (~266 ppi density)'","b'Android 10, EMUI 10.1, no Google Play Services'",b'MediaTek MT6853V Dimensity 720 5G (7 nm)',b'Octa-core (2x2.0 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)',b'Mali-G57 MC2',b'microSDXC (uses shared SIM slot)',"b'128GB 4GB RAM, 128GB 6GB RAM'",b'CDMA2000 1xEV-DO',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Charging 10W',"b'Black, Gold, Green, Pink'",b'WKG-AN00',b'About 210 EUR',,,"b'8 MP, f/2.0'","b'13 MP, f/1.8, 26mm (wide), PDAF 5 MP, f/2.2, 120\xcb\x9a (ultrawide) 2 MP, f/2.4, (macro)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Watch Fit',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-fit.jpg',b'No cellular connectivity',b'N/A',b'5ATM water resistant',b'N/A',b'N/A',,b'No',"b'2020, August 31'","b'Available. Released 2020, September 03'",b'46 x 30 x 10.7 mm (1.81 x 1.18 x 0.42 in)',b'21 g (0.74 oz)',b'No',b'AMOLED',"b'1.64 inches, 7.7 cm2 (~56.1% screen-to-body ratio)'",b'280 x 456 pixels (~326 ppi density)',b'Huawei wearable platform',,,,b'No',b'4GB',b'eMMC',,,,,,,b'No',b'No',b'No',"b'5.0, LE'",b'Yes',b'No',b'No',b'No',"b'Accelerometer, gyro, heart rate, SpO2'","b'Li-Ion, non-removable'",,"b'Graphite Black, Sakura Pink, and Mint Green'",,b'About 90 EUR',,,,,"b'Glass front, plastic back, plastic frame'",,b'No',,,,,,,,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MatePad 10.8',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-matepad-108.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Stylus support',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2020, July 30'","b'Available. Released 2020, August 14'",b'257 x 170 x 7.2 mm (10.12 x 6.69 x 0.28 in)',b'500 g (1.10 lb)',b'Nano-SIM',b'IPS LCD',"b'10.8 inches, 338.2 cm2 (~77.4% screen-to-body ratio)'","b'1600 x 2560 pixels, 16:10 ratio (~280 ppi density)'","b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 990 (7 nm)',b'Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55)',b'Mali-G76 MP16',b'microSDXC',"b'64GB 6GB RAM, 128GB 6GB RAM'",b'Tuned by Harman Kardon',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers (4 speakers)'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'",b'Yes',b'No',b'No',b'USB Type-C 2.0; magnetic connector',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 7500 mAh, non-removable'",b'Fast charging 18W',"b'Gold, Gray, Black'","b'SCMR-W09, SCMR-AL00'",b'About 300 EUR',,,"b'13 MP, f/1.8, AF'",,,,,,,,,,,,,,,,,,,,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei MatePad T 10s',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-tablet2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'Stylus support',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2020, September 09'","b'Available. Released 2020, September 09'",b'240.2 x 159 x 7.9 mm (9.46 x 6.26 x 0.31 in)',b'450 g (0.99 lb)',b'Nano-SIM',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~77.4% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~224 ppi density)'","b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 710A (14 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC',"b'16GB 2GB RAM, 32GB 2GB RAM, 64GB 3GB RAM'",b'Tuned by Harman Kardon',,"b'HDR, panorama'",b'1080p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS (AGS3-L09 only), GLONASS, BDS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 5100 mAh, non-removable'",b'Charging 10W',"b'Gold, Deepsea Blue'","b'AGS3-L09, AGS3-W09'",b'About 200 EUR',,,"b'5 MP, f/2.2, PDAF'",,,,,,,,,,,,,,,,,,,,,"b'2 MP, f/2.4'",,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Enjoy Tablet 2',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-tablet2.jpg',b'No cellular connectivity',b'N/A',b'Stylus support',b'N/A',b'N/A',,b'No',"b'2020, July 30'","b'Available. Released 2020, August 16'",b'240.2 x 159 x 7.9 mm (9.46 x 6.26 x 0.31 in)',b'450 g (0.99 lb)',b'No',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~77.4% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~224 ppi density)'","b'Android 10, EMUI 10.1, no Google Play Services'",b'Kirin 710A (14 nm)',b'Octa-core (4x2.0 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC',"b'64GB 4GB RAM, 128GB 4GB RAM'",b'Tuned by Harman Kardon',,"b'HDR, panorama'",b'1080p@30fps',,,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'",b'Yes',b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 5100 mAh, non-removable'",b'Charging 10W',"b'Gold, Dark Blue'",b'AGS3-W00D',b'About 200 EUR',,,"b'5 MP, f/2.2, PDAF'",,,,,,,,,,,,,b'No',b'No',,,,,,,"b'2 MP, f/2.4'",,,,,,,,,,,,,,,,,,,,,
b'huawei',"b""Huawei Children's Watch 4X""",b'https://fdn2.gsmarena.com/vv/bigpic/huawei-childrens-watch-4x.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800',"b'2, 5, 7, 41 - North America'",b'HSDPA 2100',"b'1, 3, 7, 8, 38, 40 - Europe, Central Asia'",,"b'HSPA, LTE'","b'2020, July 30'","b'Available. Released 2020, August 20'",b'53 x 45.7 x 14.7 mm (2.09 x 1.80 x 0.58 in)',b'67.7 g (2.40 oz)',b'Nano-SIM',b'AMOLED',"b'1.41 inches, 6.4 cm2 (~26.3% screen-to-body ratio)'",b'320 x 360 pixels (~342 ppi density)',b'Huawei wearable platform',,,,b'No',b'16GB 1GB RAM',"b'2, 3, 5, 7, 38, 41 - LATAM'",,,b'',,,b'',b'Yes',b'No',b'Yes',b'Yes',"b'Yes, with dual-band A-GPS, GLONASS, GALILEO, QZSS, GNSS'",b'Yes',b'No',b'No',"b'Accelerometer, gyro'","b'Li-Ion 800 mAh, non-removable'","b'Wireless fast charging, 50% in 20 min (advertised)'","b'Blue, Pink, White'",b'NIK-AL00',b'About 170 EUR',,,"b'8 MP, f/2.0, 23mm (wide), AF'",,,,b'eMMC 4.5',,,,,,,,,,,,,,,,,"b'5 MP, f/2.2, (wide)'",,,,,,,,,,,,,,,,,,,,,
b'huawei',b'Huawei Enjoy 20 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-20-pro.jpg',b'GSM / HSPA / LTE / 5G',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'UFS 2.1',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100',b'LTE (unspecified)',"b'1, 38, 41, 77, 78, 79 SA/NSA'","b'HSPA 42.2/5.76 Mbps, LTE-A, 5G'","b'2020, June 19'","b'Available. Released 2020, June 24'",b'160 x 75.3 x 8.4 mm (6.30 x 2.96 x 0.33 in)',b'192 g (6.77 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'","b'IPS LCD, 90Hz'","b'6.5 inches, 102.0 cm2 (~84.7% screen-to-body ratio)'","b'1080 x 2400 pixels, 20:9 ratio (~405 ppi density)'","b'Android 10, EMUI 10.1, no Google Play Services'",b'MediaTek MT6873V Dimensity 800 5G (7 nm)',b'Octa-core (4x2.0 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55)',b'Mali-G57MP4',"b'NM (Nano Memory), up to 256GB (uses shared SIM slot)'","b'128GB 6GB RAM, 128GB 8GB RAM'",,,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",,b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Fast charging 22.5W',"b'Magic Night Black, Dark Blue, Galaxy Silver'",b'DVC-AN20',b'About 250 EUR',,,"b'16 MP, f/2.0'","b'48 MP, f/1.8, 26mm (wide), 1/2.0"", 0.8\xc2\xb5m, PDAF 8 MP, f/2.4, 120\xcb\x9a (ultrawide) 2 MP, f/2.4, (macro)'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
