Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Models,Triple,_1_1,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 8GB RAM,Protection,128GB 8GB RAM,256GB 12GB RAM,128GB 6GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,Talk time_1,SAR EU,Keyboard,Browser
b'zte',b'ZTE Axon 7s',b'https://fdn2.gsmarena.com/vv/bigpic/zte-axon-7s.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 & TD-SCDMA',"b'1, 2, 3, 4, 5, 7, 8, 12, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps'","b'2017, April'","b'Available. Released 2017, June'",b'151.7 x 75 x 7.9 mm (5.97 x 2.95 x 0.31 in)',b'170 g (6.00 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'5.5 inches, 83.4 cm2 (~73.3% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~534 ppi density)'","b'Android 7 (Nougat), MiFavor 4'",b'Qualcomm MSM8996 Snapdragon 821 (14 nm)',b'Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo)',b'Adreno 530',b'microSDXC (uses shared SIM slot)',b'128GB 6GB RAM',,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'",b'8 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'v4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'No',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3400 mAh, non-removable'",b'Fast charging 18W Quick Charge 3.0',b'Gold',b'About 450 EUR',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,,,,,,,,,b'24-bit/192kHz audio',,,,,,,,,,,,"b'12 MP, f/1.8, 1/2.8"", 1.0\xc2\xb5m, PDAF 20 MP'",,,,,,,,,,,,,
b'zte',b'ZTE Max XL',b'https://fdn2.gsmarena.com/vv/bigpic/zte-max-xl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA)'","b'2017, April'","b'Available. Released 2017, April'",b'165.1 x 83.8 x 9.4 mm (6.5 x 3.30 x 0.37 in)',b'180 g (6.35 oz)',,b'Nano-SIM',b'IPS LCD',"b'6.0 inches, 99.2 cm2 (~71.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'",b'Android 7.1.1 (Nougat)',b'Qualcomm MSM8940 Snapdragon 435 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM'",,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3990 mAh, non-removable'",b'Fast charging 18W Quick Charge 2.0',b'Black',b'About 120 EUR',b'eMMC 5.1',,,,,,,,,b'N9560',,,,,,,,,b'Corning Gorilla Glass (unspecified version)',,,,,,b'5 MP',,,,b'',,b'Up to 26 h 30 min (3G)',,,b'',,,
b'zte',b'ZTE nubia Z17 mini',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z17-mini.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, April'","b'Available. Released 2017, April'",b'146.7 x 72.5 x 7.5 mm (5.78 x 2.85 x 0.30 in)',b'155 g (5.47 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.2 inches, 74.5 cm2 (~70.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'","b'Android 6.1 (Marshmallow), nubia UI 4'",b'Qualcomm MSM8976 Snapdragon 652 (28 nm) - Standard editionQualcomm MSM8976 Pro Snapdragon 653 (28 nm) - High edition',b'Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53)',b'Adreno 510',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 64GB 6GB RAM'",,"b'Dual-LED flash, HDR'","b'4K@30fps, 1080p@30fps'","b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 2950 mAh, non-removable'",b'Fast charging 18W',"b'Elegant Black, Gold Black, Champagne Gold, Red'",b'About 170 EUR',b'eMMC 5.1',,,,,,,,,"b'NX569J, NX569H'",,,,,,,,,b'Corning Gorilla Glass (unspecified version)',,,,,,"b'16 MP, f/2.0'",,,,,,,,,,,,
b'zte',b'ZTE Blade A520',b'https://fdn2.gsmarena.com/vv/bigpic/zte-a520.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, March'","b'Available. Released 2017, May'",b'144 x 71 x 8.4 mm (5.67 x 2.80 x 0.33 in)',b'130 g (4.59 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.25 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (uses shared SIM slot)',"b'8GB 1GB RAM, 16GB 2GB RAM'",,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2400 mAh, removable'",,b'Gray',b'About 80 EUR',b'HSDPA 850 / 900 / 2100',b'eMMC 5.0',,,,,,,,"b'BLADE A520, BA520'",,,,,,,,,,,,,,,b'8 MP or 2 MP',,,,,,,,,,,,
b'zte',b'ZTE nubia N1 lite',b'https://fdn2.gsmarena.com/vv/bigpic/nubia-n1-lite.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 20'",,"b'HSPA 42/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, February'","b'Available. Released 2017, April'",b'153 x 77.5 x 8.4 mm (6.02 x 3.05 x 0.33 in)',b'171 g (6.03 oz)',,b'Hybrid Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6737 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',,"b'Dual-LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,b'Black',b'About 130 EUR',b'eMMC 5.0',,,,,,,,,b'NX597J',,,,,,,,,b'To be confirmed',,,,,,b'5 MP',,,,,,,,,,,,
b'zte',b'ZTE Blade V8 Mini',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-v8-mini.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, February'","b'Available. Released 2017, July'",b'143.5 x 70 x 8.9 mm (5.65 x 2.76 x 0.35 in)',b'141 g (4.97 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 7.0 (Nougat)',b'Qualcomm MSM8940 Snapdragon 435 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',,"b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 2800 mAh, non-removable'",,"b'Gold, Rose Gold'",b'About 160 EUR',b'eMMC 5.1',,,,,,,,,b'BLADE V0850',,,,,,,,,,,,,,"b'13 MP, AF 2 MP, (depth)'",,,,,,,,,,,,,
b'zte',b'ZTE Blade V8 Lite',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-v8-lite-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 7, 8, 20, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, February'","b'Available. Released 2017, June'",b'143 x 71 x 8 mm (5.63 x 2.80 x 0.31 in)',b'136 g (4.80 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 7.0 (Nougat)',b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',,"b'LED flash, panorama'",b'Yes',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity'","b'Li-Ion 2500 mAh, non-removable'",,b'Black',b'About 150 EUR',b'HSDPA 850 / 1700(AWS) / 1900 - USA',"b'2, 4, 7, 12, 13, 28 - USA'",,,,,,,,b'BLADE V0820',,b'eMMC 5.1',,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,
b'zte',b'ZTE Blade A2 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a2-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA 42.2/11.5 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2017, February'","b'Available. Released 2017, February'",b'155 x 76.2 x 9.8 mm (6.10 x 3.00 x 0.39 in)',b'189 g (6.67 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 6.0 (Marshmallow), MiFavor UI'",b'Mediatek MT6750T (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (uses shared SIM slot)',b'32GB 4GB RAM',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 5000 mAh, non-removable'",,b'Gold',b'About 150 EUR',b'eMMC 5.1',,,,,,,,,b'BLADE V0730',,,,,,,,,,,,,,,b'8 MP',,,,,,b'Up to 24 h (mixed usage)',,,,,,
b'zte',b'ZTE Hawkeye',b'https://fdn2.gsmarena.com/vv/bigpic/zte-hawkeye-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900 / 2100',"b'2, 4, 5, 7, 12, 13'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2017, January'",b'Cancelled',b'154 x 76 x 7.9 mm (6.06 x 2.99 x 0.31 in)',b'-',,"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.3% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 7.0 (Nougat)',b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',b'microSDXC',b'32GB 3GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',b'8 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'To be confirmed',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",b'Li-Ion 3000 mAh battery',b'Fast charging 18W Quick Charge 2.0',b'Black',b'About 190 EUR',b'eMMC 5.1',b'24-bit/192kHz audio',,,,,,,,,,b'Eye tracking',,,,,,,,,,,,"b'13 MP, AF 12 MP'",,,,,,,,,,,,,
b'zte',b'ZTE Blade V8 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-v8-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900 / 2100',"b'2, 4, 5, 7, 12'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, January'","b'Available. Released 2017, February'",b'156 x 77 x 9.1 mm (6.14 x 3.03 x 0.36 in)',b'185 g (6.53 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~69.4% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 6.0.1 (Marshmallow)',b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',,"b'Dual-LED flash, panorama'","b'4K@30fps, 1080p@30fps'","b'13 MP, AF 2 MP, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'FM radio',b'USB Type-C 2.0',"b'Fingerprint (front-mounted), accelerometer, proximity, compass'","b'Li-Ion 3140 mAh, non-removable'",b'Fast charging 18W Quick Charge 2.0',b'Black',b'About 200 EUR',b'eMMC 5.1',b'24-bit/192kHz audio',,,,,,,,b'Z978',,,b'GFXBench: 3.4fps (ES 3.1 onscreen)',,,,,,b'Corning Gorilla Glass 3',,,,,,b'8 MP',,,,b'Up to 552 h (3G)',,b'Up to 24 h (3G)',,,,,,
b'zte',b'ZTE Blade V8',b'https://fdn2.gsmarena.com/vv/bigpic/zte-balde-v8-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, January'","b'Available. Released 2017, March'",b'148.4 x 71.5 x 7.7 mm (5.84 x 2.81 x 0.30 in)',b'141 g (4.97 oz)',,"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~70.3% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'","b'Android 7.0 (Nougat), MiFavor 4.2'",b'Qualcomm MSM8940 Snapdragon 435 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC',"b'16GB 2GB RAM, 32GB 3GB RAM'",,"b'LED flash, panorama, HDR'",b'1080p@30fps',b'13 MP',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 2730 mAh, non-removable'",,"b'Rose Gold, Silver, Dark Grey, Champagne Gold'",b'About 250 EUR',b'eMMC 5.1',,,,,,,,,"b'BV0800, BLADE V0800'",,,,,,,,,,,,,,"b'13 MP, AF 2 MP, (depth)'",,,,,,,,,,,,,
b'zte',b'ZTE Axon 7 Max',b'https://fdn2.gsmarena.com/vv/bigpic/zte-axon7-max.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 & TD-SCDMA',"b'1, 3, 7, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps'","b'2016, October'","b'Available. Released 2017, February'",b'157 x 80.4 x 8.2 mm (6.18 x 3.17 x 0.32 in)',b'196 g (6.91 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 99.2 cm2 (~78.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'","b'Android 6 (Marshmallow), MiFavor UI 4'",b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',b'microSDXC (uses shared SIM slot)',"b'16GB 2GB RAM (USA), 64GB 4GB RAM'",,"b'Dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'","b'13 MP, f/2.0, PDAF, Laser AF 2 MP, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4100 mAh, non-removable'",b'Fast charging 18W Quick Charge 3.0',b'Gold',b'About 350 EUR',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,,,,,,,,,b'24-bit/192kHz audio',,,,,,,,,,,,,"b'5 MP (USA) 13 MP, f/2.2 (all other regions)'",,,,b'Up to 660 h (3G)',,b'Up to 40 h (3G)',,,,,,
b'zte',b'ZTE Grand X4',b'https://fdn2.gsmarena.com/vv/bigpic/zte-grand-x4-z596.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, September'","b'Available. Released 2016, September'",b'155.2 x 77 x 9.1 mm (6.11 x 3.03 x 0.36 in)',b'162 g (5.71 oz)',,b'Nano-SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~69.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 6.0.1 (Marshmallow)',b'Qualcomm MSM8917 Snapdragon 425 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 3140 mAh, non-removable'",,b'Black',b'About 200 EUR',b'eMMC 5.1',,,,,,,,,"b'Z956, Z957'",,,,,,,,,b'Corning Gorilla Glass 3',,,,,,b'5 MP',,,,b'Up to 715 h (3G)',b'0.88 W/kg (head) \xc2\xa0 \xc2\xa0 0.19 W/kg (body)',b'Up to 26 h (3G)',,,,,,
b'zte',b'ZTE Blade V7 Max',b'https://fdn2.gsmarena.com/vv/bigpic/zte-v7max.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, April'","b'Available. Released 2016, August'",b'154 x 76.5 x 7.2 mm (6.06 x 3.01 x 0.28 in)',b'-',,"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Android 6.0.1 (Marshmallow)',,b'Octa-core 1.8 GHz',,b'microSDXC',"b'32GB 3GB RAM, 32GB 4GB RAM'",,"b'Dual-LED dual-tone flash, panorama, HDR'",b'Yes',"b'16 MP, f/2.0, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'USB Type-C',"b'Fingerprint (side-mounted), accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Black, Silver, Gold'",b'About 280 EUR',,,,,,,,,,b'BLADE V0710',,,,,,,,,,,,,,,b'8 MP',,,,,,,,,,,,
b'zte',b'ZTE nubia Z11 mini S',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z11-mini-r1.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2016, October'","b'Available. Released 2016, October'",b'146.1 x 72.1 x 7.6 mm (5.75 x 2.84 x 0.30 in)',b'158 g (5.57 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~70.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'","b'Android 6 (Marshmallow), nubia UI 4'",b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 128GB 4GB RAM'",,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'23 MP, f/2.0, 1/2.6"", 1.0\xc2\xb5m, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",b'Fast charging 18W',"b'Black, White, Gold'",b'About 220 EUR',b'CDMA 800',b'TD-SCDMA',,,,,,,,b'NX549J',,b'eMMC 5.1',,,,,,,,,,,,,"b'13 MP, f/2.2, 1/3"", 1.22\xc2\xb5m, PDAF'",,,,,,,,,,,,
