Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Quad,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,,_1,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Models,Triple,_1_1,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 8GB RAM,Protection,128GB 8GB RAM,256GB 12GB RAM,128GB 6GB RAM,128GB 12GB RAM,Dual,Single_1,Audio quality,Dual_1,Triple_1,Stand-by,SAR,Talk time,Music play,Infrared port,Talk time_1,SAR EU,Keyboard,Browser
b'zte',b'ZTE nubia Z17s',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z17s.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'HSDPA 850 / 900 / 1900 / 2100 - Europe, China'","b'1, 3, 4, 5, 7, 8, 12, 20, 34, 38, 39, 40, 41 - China'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps'","b'2017, October'","b'Available. Released 2017, October'",b'147.5 x 72.7 x 8.5 mm (5.81 x 2.86 x 0.33 in)',b'170 g (6.00 oz)',"b'Glass front (Gorilla Glass), glass back, aluminum frame'","b'Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.73 inches, 87.6 cm2 (~81.7% screen-to-body ratio)'","b'1080 x 2040 pixels, 17:9 ratio (~403 ppi density)'","b'Android 7.1.1 (Nougat), nubia UI 5.1'",b'Qualcomm MSM8998 Snapdragon 835 (10 nm)',b'Octa-core (4x2.45 GHz Kryo & 4x1.9 GHz Kryo)',b'Adreno 540',b'No',"b'64GB 6GB RAM, 128GB 8GB RAM'",,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'","b'5 MP, f/2.2 5 MP'",,b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'No',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3100 mAh, non-removable'","b'Fast charging 26W, 50% in 25 min (advertised) Quick Charge 4+'","b'Aurora Blue, Black Gold'",b'About 360 EUR',b'CDMA 800 & TD-SCDMA - China',b'CDMA2000 1xEV-DO - China',,,,,,,,b'NX595J',,b'32-bit/384kHz audio',,,,,,,b'Corning Gorilla Glass (unspecified version)',,,,,"b'12 MP, f/1.8, 1/2.55"", 1.4\xc2\xb5m, PDAF 23 MP, f/2.0, AF, 2x lossless zoom'",,,,,,,,,,,,,
b'zte',b'ZTE nubia Z17 miniS',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z17-minis.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 19, 20, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/100 Mbps'","b'2017, October'","b'Available. Released 2017, October'",b'147.5 x 71.2 x 7.6 mm (5.81 x 2.80 x 0.30 in)',b'155 g (5.47 oz)',"b'Glass front (Gorilla Glass 3), glass back, aluminum frame'","b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~71.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'","b'Android 7.1 (Nougat), nubia UI 5'",b'Qualcomm MSM8976 Pro Snapdragon 653 (28 nm)',b'Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53)',b'Adreno 510',b'microSDXC (uses shared SIM slot)',b'64GB 6GB RAM',,"b'Dual-LED dual-tone flash, HDR'","b'4K@30fps, 1080p@30fps'","b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, PDAF 2 MP, (depth)'",,b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',b'USB Type-C',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3200 mAh, non-removable'",b'Fast charging 18W',"b'Black Gold, Deep Blue, Aegean Blue'",b'About 200 EUR',b'CDMA 800 & TD-SCDMA',b'CDMA2000 1xEV-DO',,,,,,,,b'NX589J',,b'24-bit/192kHz audio',,,,,,,b'Corning Gorilla Glass 3',,,,,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m 5 MP, f/2.2, depth sensor'",,,,,,,,,,,,,
b'zte',b'ZTE nubia Z17 lite',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z17-lite.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, August'","b'Available. Released 2017, September'",b'153 x 72.6 x 7.6 mm (6.02 x 2.86 x 0.30 in)',b'168 g (5.93 oz)',,"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~75.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 7.1 (Nougat), nubia UI 5'",b'Qualcomm MSM8976 Pro Snapdragon 653 (28 nm)',b'Octa-core (4x1.95 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53)',b'Adreno 510',b'No',b'64GB 6GB RAM',,"b'Dual-LED dual-tone flash, HDR'","b'4K@30fps, 1080p@30fps'","b'13 MP, f/2.2, PDAF 2 MP, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3200 mAh, non-removable'",b'Fast charging 18W Quick Charge 3.0',"b'Black, Black/Gold, Blue'",b'About 250 EUR',b'CDMA 800 & TD-SCDMA',b'eMMC 5.1',,,,,,,,b'NX591J',,,,,,,,,,,,,,,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",,,,,,,,,,,,
b'zte',b'ZTE Blade Z Max',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-z-max.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 12, 66'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2017, August'","b'Available. Released 2017, August'",b'166.1 x 84.6 x 8.4 mm (6.54 x 3.33 x 0.33 in)',b'175 g (6.17 oz)',,b'Nano-SIM',b'IPS LCD',"b'6.0 inches, 99.2 cm2 (~70.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'",b'Android 7.1.1 (Nougat)',b'Qualcomm MSM8940 Snapdragon 435 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',b'8 MP',,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, SUPL'",b'No',b'FM radio',b'USB Type-C',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4080 mAh, non-removable'",b'Fast charging 18W Quick Charge 2.0',b'Black',b'About 130 USD',b'eMMC 5.1',,,,,,,,,b'Z982',,,,,,,,,b'Asahi Dragontrail Glass',,,,,"b'16 MP, PDAF 2 MP, (depth)'",,,,,b'Up to 528 h (3G)',,b'Up to 31 h (3G)',,,,,,
b'zte',b'ZTE Blade Force',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-force.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, October'","b'Available. Released 2017, October'",b'156 x 78 x 9.1 mm (6.14 x 3.07 x 0.36 in)',b'170.1 g (6.00 oz)',,b'Nano-SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~68.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 7.1.1 (Nougat)',b'Qualcomm MSM8920 Snapdragon 427 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 3000 mAh, non-removable'",,b'Blue',b'About 130 USD',b'CDMA 800 / 1900',b'eMMC 5.1',,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,
b'zte',b'ZTE Tempo X',b'https://fdn2.gsmarena.com/vv/bigpic/zte-tempo-x.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 12, 13, 25, 26, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, September'","b'Available. Released 2017, September'",b'145.5 x 71.9 x 9.1 mm (5.73 x 2.83 x 0.36 in)',b'141.8 g (5.01 oz)',,b'Nano-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 7.1.1 (Nougat)',b'Qualcomm MSM8909 Snapdragon 210 (28 nm)',b'Quad-core 1.1 GHz Cortex-A7',b'Adreno 304',b'microSDHC',b'8GB 1GB RAM',,b'LED flash',b'720p@30fps',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2200 mAh, removable'",,b'Black',b'About 80 USD',b'CDMA 800 / 1900',b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
b'zte',b'ZTE Blade A601',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-a601.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, June'","b'Available. Released 2016, July'",b'145 x 71.2 x 9.5 mm (5.71 x 2.80 x 0.37 in)',b'152 g (5.36 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 6.0 (Marshmallow)',,b'Quad-core 1.0 GHz Cortex-A53',,b'microSDHC',b'8GB 1GB RAM',,"b'LED flash, HDR, panorama'",b'720p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 4000 mAh, non-removable'",,"b'Black, Gold'",b'About 80 EUR',,,,,,,,,,b'BLADE A601',,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
b'zte',b'ZTE Grand X View 2',b'https://fdn2.gsmarena.com/vv/bigpic/zte-grand-x-view2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 5, 7, 12, 25'",,"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2017, July'","b'Available. Released 2017, July'",b'215 x 125 x 9.4 mm (8.46 x 4.92 x 0.37 in)',b'330 g (11.64 oz)',,b'Micro-SIM',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~69.1% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~189 ppi density)'",b'Android 7.1.1 (Nougat)',b'Qualcomm MSM8909 Snapdragon 210 (28 nm)',b'Quad-core 1.3 GHz Cortex-7',b'Adreno 304',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',,,b'720p@30fps',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 4620 mAh, non-removable'",,b'Black',b'About 180 USD',b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,
b'zte',b'ZTE Blade V7 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/zte-blade-v7-plus-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100 - Russia',"b'1, 3, 7, 8, 20 - Russia'",,"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, July'","b'Available. Released 2017, August'",b'146 x 72.5 x 8 mm (5.75 x 2.85 x 0.31 in)',b'136 g (4.80 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'S-IPS LCD',"b'5.2 inches, 74.5 cm2 (~70.4% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'",b'Android 6.0 (Marshmallow)',b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (uses shared SIM slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'",,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, PDAF'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 2540 mAh, non-removable'",,"b'Platinum Grey, Ion Gold, Deep Gray'",b'About 180 EUR',b'HSDPA 850 / 900 / 2100 - Australia',"b'1, 3, 5, 7, 28 - Australia'",,,,,,,,,,,,,,,,,,,,,,,"b'5 MP, f/2.2'",,,,,,,,,,,,
b'zte',b'ZTE Quartz',b'https://fdn2.gsmarena.com/vv/bigpic/zte-quartz-r.jpg',b'GSM / HSPA',b'GSM 850 / 1900',b'HSDPA 850 / 1700(AWS) / 1900 / 2100',,,b'HSPA',"b'2017, April'","b'Available. Released 2017, April'",b'45.7 x 45.7 x 14.5 mm (1.80 x 1.80 x 0.57 in)',b'89 g (3.14 oz)',"b'Glass front (Gorilla Glass 3), stainless steel frame'",b'Nano-SIM',b'AMOLED',"b'1.4 inches, 6.3 cm2 (~30.3% screen-to-body ratio)'","b'400 x 400 pixels, 1:1 ratio (~404 ppi density)'","b'Android Wear 2.0, upgradable to 2.1'",b'Qualcomm MSM8909W Snapdragon Wear 2100',b'Quad-core 1.1 GHz Cortex-A7',b'Adreno 304',b'No',b'4GB 768MB RAM',,,,,,,b'Yes',b'No',b'Wi-Fi 802.11 b/g/n',"b'4.1, LE'","b'Yes, with A-GPS'",b'No',b'No',b'No',"b'Accelerometer, gyro, barometer'","b'Li-Ion 500 mAh, non-removable'",,b'Silver',b'About 200 EUR',b'IP67 dust/water resistant (up to 1m for 30 mins)',b'eMMC 4.5',,,,,,,,,,b'MP3 player Photo viewer Voice dial/commands',,,,,,,b'Corning Gorilla Glass 3',,,,,,,,,,b'Up to 24 h (mixed usage)',,,,,,,,
b'zte',b'ZTE nubia N2',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-n2.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, March'","b'Available. Released 2017, June'",b'155 x 75 x 7.9 mm (6.10 x 2.95 x 0.31 in)',b'180 g (6.35 oz)',,b'Hybrid Dual SIM',b'AMOLED',"b'5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 6 (Marshmallow), nubia UI 4'",b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',b'USB Type-C',"b'Fingerprint (front-mounted), accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 18W',"b'Black Gold, Champagne Gold'",b'About 260 EUR',b'CDMA 800 & TD-SCDMA',b'eMMC 5.1',,,,,,,,b'NX575J',,,,,,,,,,,,,,,"b'16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",,,,,,b'Up to 60 h (3G)',b'Up to 42 h',,,,,
b'zte',b'ZTE nubia M2',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-m2.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 39, 40, 41'",,"b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2017, March'","b'Available. Released 2017, June'",b'154.5 x 75.9 x 7 mm (6.08 x 2.99 x 0.28 in)',b'168 g (5.93 oz)',"b'Glass front (Gorilla Glass), aluminum back, aluminum frame'","b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'5.5 inches, 83.4 cm2 (~71.1% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 6 (Marshmallow), nubia UI 4'",b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'","b'13 MP, f/2.2, 1/2.9"", 1.25\xc2\xb5m, AF 2 MP, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3630 mAh, non-removable'",b'Fast charging 18W',"b'Black Gold, Champagne Gold'",b'About 300 EUR',b'CDMA 800 & TD-SCDMA',b'eMMC 5.1',,,,,,,,"b'NX551J, Nubia M2'",,,,,,,,,b'Corning Gorilla Glass (unspecified version)',,,,,,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",,,,,,,,,,,,
b'zte',b'ZTE nubia M2 lite',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-m2-lite.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, March'","b'Available. Released 2017, June'",b'155.7 x 76.7 x 7.5 mm (6.13 x 3.02 x 0.30 in)',b'164 g (5.78 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~69.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 6 (Marshmallow), nubia UI 4'",b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',b'USB Type-C',"b'Fingerprint (front-mounted), accelerometer, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",b'Fast charging 18W',"b'Black Gold, Champagne Gold'",b'About 120 EUR',b'CDMA 800 & TD-SCDMA',b'eMMC 5.1',,,,,,,,"b'NX573J, LS032M'",,,,,,,,,,,,,,,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",,,,,,,,,,,,
b'zte',b'ZTE nubia M2 Play',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-m2-play.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2017, June'","b'Available. Released 2017, July'",b'154.5 x 68.5 x 7.9 mm (6.08 x 2.70 x 0.31 in)',b'-',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'TFT',"b'5.5 inches, 83.4 cm2 (~78.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 7.1 (Nougat), nubia UI 5'",b'Qualcomm MSM8940 Snapdragon 435 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.x, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, proximity'","b'Li-Po 3000 mAh, non-removable'",,"b'Black, Gold'",b'About 230 EUR',b'CDMA 800 & TD-SCDMA',b'eMMC 5.1',,,,,,,,b'NX907J',,,,,,,,,,,,,,,"b'5 MP, f/2.4'",,,,,,,,,,,,
b'zte',b'ZTE nubia Z17',b'https://fdn2.gsmarena.com/vv/bigpic/zte-nubia-z17-n.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 4, 5, 7, 8, 12, 20, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9 450/50 Mbps'","b'2017, June'","b'Available. Released 2017, June'",b'152.6 x 72.4 x 7.6 mm (6.01 x 2.85 x 0.30 in)',b'173 g (6.10 oz)',"b'Glass front (Gorilla Glass), aluminum back, aluminum frame'","b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 82.6 cm2 (~74.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'","b'Android 7.1.1 (Nougat), nubia UI 5'",b'Qualcomm MSM8998 Snapdragon 835 (10 nm)',b'Octa-core (4x2.35 GHz Kryo & 4x1.9 GHz Kryo)',b'Adreno 540',b'No',"b'64GB 6GB RAM, 64GB 8GB RAM, 128GB 6GB RAM, 128GB 8GB RAM'",,"b'Dual-LED dual-tone flash, HDR, panorama'","b'4K@30fps, 1080p@30fps'","b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",,b'1080p@30fps',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'No',"b'USB Type-C, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3200 mAh, non-removable'","b'Fast charging 18W, 50% in 25 min (advertised) Quick Charge 4'","b'Aurora Blue, Black Gold, Obsidian Black, Solar Gold, Flame Red'",b'About 300 EUR',b'CDMA 800 / 1900 & TD-SCDMA',b'24-bit/192kHz audio',,,,,,,,b'NX563J',,,b'GeekBench: 6622 (v4.4)GFXBench: 25fps (ES 3.1 onscreen)',"b'Contrast ratio: 1451 (nominal), 3.159 (sunlight)'",b'Photo / Video',b'Voice 62dB / Noise 71dB / Ring 73dB',b'Endurance rating 81h',,b'Corning Gorilla Glass (unspecified version)',,,,,"b'12 MP, f/1.8, 1/2.55"", 1.4\xc2\xb5m, PDAF, 2x lossless zoom 23 MP, f/2.0, AF'",,b'Noise -94.1dB / Crosstalk -84.1dB',,,,,,,b'Yes',,,,
