Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,Card slot,Phonebook,Call records,Single,Video,_1,Loudspeaker,Alert types,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1_1,Type_1,Stand-by,Talk time,Colors,Infrared port,Clock,Alarm,3G bands,Speed,OS,Chipset,CPU,GPU,Internal,Features,Single_1,Video_1,NFC,4G bands,Keyboard,5G bands,Build,Quad,Features_1,Charging,Price,Triple,Dual,Models,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Music play
b'meizu',b'Meizu V8',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-v8.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, September'","b'Available. Released 2018, September'",b'148 x 73 x 8.4 mm (5.83 x 2.87 x 0.33 in)',b'145 g (5.11 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~77.6% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'CDMA 800 & TD-SCDMA - China',b'microSDXC',,,"b'13 MP, f/2.2, AF'",b'1080p@30fps',b'eMMC 5.1',b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,,,,"b'Li-Ion 3200 mAh, non-removable'",,,"b'Black, White'",,,,b'HSDPA 850 / 900 / 2100 - China',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'Android 8.0 (Oreo), Flyme UI'",b'Mediatek MT6739 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',b'32GB 3GB RAM',"b'Dual-LED dual-tone flash, panorama'","b'5 MP, f/1.9'",b'',b'No',"b'1, 3, 5, 7, 8, 38, 39, 40, 41 - China'",,,,,,,b'About 100 EUR',,,,,,,,,,,
b'meizu',b'Meizu 16X',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m16x-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, September'","b'Available. Released 2018, September'",b'151 x 73.5 x 7.5 mm (5.94 x 2.89 x 0.30 in)',b'154 g (5.43 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'6.0 inches, 92.9 cm2 (~83.7% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~402 ppi density)'",b'CDMA 800 & TD-SCDMA - China',b'No',,,"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'","b'4K@30fps, 1080p@30fps (gyro-EIS)'",,"b'Yes, with stereo speakers'",,b'Yes',"b'Wi-Fi 802.11 \xd0\xb0/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'USB Type-C 2.0',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3100 mAh, non-removable'",,,"b'Black, White, Gold'",,,,b'HSDPA 850 / 900 / 1900 / 2100 - China',"b'HSPA 42.2/5.76 Mbps, LTE-A Cat15 800/150 Mbps'","b'Android 8.0 (Oreo), Flyme UI'",b'Qualcomm SDM710 Snapdragon 710 (10 nm)',b'Octa-core (2x2.2 GHz 360 Gold & 6x1.7 GHz Kryo 360 Silver)',b'Adreno 616',"b'64GB 6GB RAM, 128GB 6GB RAM'","b'Six-LED dual-tone flash, Auto-HDR, panorama'",,b'1080p@30fps',b'No',"b'1, 3, 4, 5, 8, 34, 38, 39, 40, 41 - China'",,,,,,,b'About 300 EUR',,"b'12 MP, f/1.8, 1/2.3"", 1.55\xc2\xb5m, dual pixel PDAF, Laser AF, 4-axis OIS 20 MP, f/2.6, 1/2.6"", 1.0\xc2\xb5m, AF'",,,,,,,,,
b'meizu',b'Meizu 16',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-16.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, August'","b'Available. Released 2018, August'",b'150.5 x 73.2 x 7.3 mm (5.93 x 2.88 x 0.29 in)',b'152 g (5.36 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'6.0 inches, 92.9 cm2 (~84.3% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~402 ppi density)'",b'CDMA 800 & TD-SCDMA - China',b'No',,,"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'","b'4K@30fps, 1080p@30fps (gyro-EIS)'",b'HSDPA 850 / 900 / 1900 / 2100 - China',"b'Yes, with stereo speakers'",,b'Yes',"b'Wi-Fi 802.11 \xd0\xb0/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO, SBAS, QZSS'",b'No',b'USB Type-C 2.0',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'",,,,,b'UFS 2.1',"b'Li-Ion 3010 mAh, non-removable'",,,"b'Black, White'",,,,b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global',"b'HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps'","b'Android 8.1 (Oreo), Flyme UI'",b'Qualcomm SDM845 Snapdragon 845 (10 nm)',b'Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)',b'Adreno 630',"b'64GB 6GB RAM, 128GB 8GB RAM'","b'Six-LED dual-tone flash, Auto-HDR, panorama'",,b'1080p@30fps',b'No',"b'1, 2, 3, 4, 5, 7, 8, 20, 40 - Global'",,,,,,b'Fast charging 24W mCharge 4',b'About 410 EUR',,"b'12 MP, f/1.8, 1/2.3"", 1.55\xc2\xb5m, dual pixel PDAF, Laser AF, 4-axis OIS 20 MP, f/2.6, 1/2.6"", 1.0\xc2\xb5m, Laser AF'",,,,,,,,,
b'meizu',b'Meizu 16 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-16-plus.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, August'","b'Available. Released 2018, August'",b'160.4 x 78.2 x 7.3 mm (6.31 x 3.08 x 0.29 in)',b'182 g (6.42 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'6.5 inches, 107.9 cm2 (~86.0% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~374 ppi density)'",b'CDMA 800 & TD-SCDMA - China',b'No',,,"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'","b'4K@30fps, 1080p@30fps (gyro-EIS)'",b'HSDPA 850 / 900 / 1900 / 2100 - China',"b'Yes, with stereo speakers'",,b'Yes',"b'Wi-Fi 802.11 \xd0\xb0/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO, SBAS, QZSS'",b'No',b'USB Type-C 2.0',"b'Fingerprint (under display, optical), accelerometer, gyro, proximity, compass'",,,,,"b'1, 3, 4, 5, 8, 34, 38, 39, 40, 41 - China'","b'Li-Ion 3570 mAh, non-removable'",,,"b'Black, White'",,,,b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - Global',"b'HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps'","b'Android 8.0 (Oreo), Flyme UI'",b'Qualcomm SDM845 Snapdragon 845 (10 nm)',b'Octa-core (4x2.8 GHz Kryo 385 Gold & 4x1.7 GHz Kryo 385 Silver)',b'Adreno 630',"b'128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM'","b'Six-LED dual-tone flash, Auto-HDR, panorama'",,b'1080p@30fps',b'No',"b'1, 2, 3, 4, 5, 7, 8, 20, 40 - Global'",,,,,,b'Fast charging 24W mCharge 4',b'About 480 EUR',,"b'12 MP, f/1.8, 1/2.3"", 1.55\xc2\xb5m, dual pixel PDAF, Laser AF, 4-axis OIS 20 MP, f/2.6, 1/2.6"", 1.0\xc2\xb5m, AF'",,,,,,,,,
b'meizu',b'Meizu M6T',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m6t.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, May'","b'Available. Released 2018, June'",b'152.3 x 73 x 8.4 mm (6.00 x 2.87 x 0.33 in)',b'145 g (5.11 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~75.4% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'CDMA 800 & TD-SCDMA',b'microSDXC (uses shared SIM slot)',,,"b'8 MP, f/2.0'",b'1080p@30fps',b'eMMC 5.1',b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'",,,,,,"b'Li-Ion 3300 mAh, non-removable'",,,"b'Black, Champagne Gold, Coral Red'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'Android 7.0 (Nougat), Flyme UI'",b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',"b'32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM'","b'LED flash, panorama'",,b'',b'No',"b'1, 3, 8, 34, 38, 39, 40, 41'",,,"b'Glass front, plastic back, plastic frame'",,,,b'About 130 EUR',,"b'13 MP, f/2.2, PDAF 2 MP, f/2.4, (depth)'",b'M6T',,,,,,,,
b'meizu',b'Meizu M8c',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m8c.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, May'","b'Available. Released 2018, June'",b'146.4 x 70 x 8.5 mm (5.76 x 2.76 x 0.33 in)',b'140 g (4.94 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.45 inches, 76.7 cm2 (~74.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~295 ppi density)'",b'eMMC 5.1',b'microSDXC (uses shared SIM slot)',,,"b'13 MP, f/2.2, PDAF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",,,,,,"b'Li-Ion 3070 mAh, non-removable'",,,"b'Black, Gold, Blue, Red'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'Android 7.0 (Nougat), Flyme UI'",b'Qualcomm MSM8917 Snapdragon 425 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',"b'16GB 2GB RAM, 32GB 2GB RAM'",b'LED flash',"b'8 MP, f/2.0'",b'',b'No',"b'1, 3, 5, 7, 8, 20, 40'",,,,,,,b'About 140 EUR',,,,,,,,,,,
b'meizu',b'Meizu 15 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-15-plus-.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, April'","b'Available. Released 2018, April'",b'153.8 x 78.3 x 7.3 mm (6.06 x 3.08 x 0.29 in)',b'177 g (6.24 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'5.95 inches, 97.6 cm2 (~81.0% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~494 ppi density)'",b'CDMA 800 & TD-SCDMA',b'No',,,"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'","b'4K@30fps, 1080p@30fps (gyro-EIS)'","b'1, 3, 4, 5, 8, 34, 38, 39, 40, 41'","b'Yes, with stereo speakers'",,b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO, SBAS, QZSS'",b'No',b'USB Type-C 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer'",,,,,b'UFS 2.1',"b'Li-Ion 3500 mAh, non-removable'",,,"b'Gray, Yakin, Ink'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'Android 7.1.2 (Nougat), Flyme 7.3'",b'Exynos 8895 (10 nm)',b'Octa-core (4x2.5 GHz Mongoose M2 & 4x1.7 GHz Cortex-A53)',b'Mali-G71 MP20',"b'64GB 6GB RAM, 128GB 6GB RAM'","b'Six-LED dual-tone flash, HDR, panorama'",,b'1080p@30fps',b'No',"b'1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'",,,,,,b'Fast charging 24W mCharge 4',b'About 480 EUR',,"b'12 MP, f/1.8, 1/2.3"", 1.55 \xc2\xb5m, dual pixel PDAF, Laser AF, 4-axis OIS 20 MP, 1/2.8"", 1.0 \xc2\xb5m, AF, portraits only'",,b'GeekBench: 6122 (v4.4)',,,,,,,
b'meizu',b'Meizu 15',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-15.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, April'","b'Available. Released 2018, April'",b'143 x 72 x 7.3 mm (5.63 x 2.83 x 0.29 in)',b'152 g (5.36 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'Super AMOLED',"b'5.46 inches, 82.2 cm2 (~79.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',b'No',,,"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'","b'4K@30fps, 1080p@30fps'","b'1, 3, 4, 5, 8, 34, 38, 39, 40, 41'","b'Yes, with stereo speakers'",,b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'USB Type-C 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer'",,,,,b'eMMC 5.1',"b'Li-Ion 3000 mAh, non-removable'",,,"b'Ink, Yakin, Indigo, White'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'Android 7.1.2 (Nougat), Flyme 7.3'",b'Qualcomm SDM660 Snapdragon 660 (14 nm)',b'Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 512',"b'64GB 4GB RAM, 128GB 4GB RAM'","b'Six-LED dual-tone flash, HDR, panorama'",,b'1080p@30fps',b'No',"b'1, 3, 4, 5, 7, 8, 34, 38, 39, 40, 41'",,,,,,b'Fast charging 24W mCharge 4',b'About 400 EUR',,"b'12 MP, f/1.8, 1/2.3"", 1.55 \xc2\xb5m, dual pixel PDAF, Laser AF, 4-axis OIS 20 MP, 1/2.8"", 1.0 \xc2\xb5m, AF, portraits only'",,b'AnTuTu: 128680 (v7)GeekBench: 5770 (v4.4)GFXBench: 9.2fps (ES 3.1 onscreen)',"b'Contrast ratio: Infinite (nominal), 4.082 (sunlight)'",b'Photo / Video',b'Voice 77dB / Noise 74dB / Ring 80dB',b'Noise -93.2dB / Crosstalk -93.9dB',b'Endurance rating 77h',,
b'meizu',b'Meizu 15 Lite',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m15.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, April'","b'Available. Released 2018, May'",b'143.6 x 72.4 x 7.5 mm (5.65 x 2.85 x 0.30 in)',b'145 g (5.11 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'5.46 inches, 82.2 cm2 (~79.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',b'microSDXC (uses shared SIM slot)',,,"b'12 MP, f/1.9, 1.4 \xc2\xb5m, dual pixel PDAF'",b'1080p@30fps',b'eMMC 5.1',b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'USB Type-C 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3000 mAh, non-removable'",,,"b'Black, Gold, Red'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'Android 7.1.2 (Nougat), Flyme 7'",b'Qualcomm MSM8953-Pro Snapdragon 626 (14 nm)',b'Octa-core 2.2 GHz Cortex-A53',b'Adreno 506',b'64GB 4GB RAM',"b'Six-LED dual-tone flash, HDR, panorama'","b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m'",b'1080p@30fps',b'No',"b'1, 3, 5, 8, 34, 38, 39, 40, 41'",,,,,,b'Fast charging 18W',b'About 240 EUR',,,b'15 Lite',b'GeekBench: 4464 (v4.4)',,,,,,,
b'meizu',b'Meizu E3',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-e3.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, March'","b'Available. Released 2018, April'",b'156.8 x 75 x 7.6 mm (6.17 x 2.95 x 0.30 in)',b'160 g (5.64 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.99 inches, 92.6 cm2 (~78.7% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~403 ppi density)'",b'CDMA 800 & TD-SCDMA',b'microSDXC (uses shared SIM slot)',,,"b'8 MP, f/2.0, 1/3.2"", 1.4\xc2\xb5m'",b'1080p@30fps',b'CDMA2000 1xEV-DO',b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'5.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'USB Type-C 2.0',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'",,,,,b'eMMC 5.1',"b'Li-Ion 3360 mAh, non-removable'",,,"b'Black Stone, Moonlight Silver, Champagne Gold'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'Android 7.1.2 (Nougat), Flyme 7'",b'Qualcomm SDM636 Snapdragon 636 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver)',b'Adreno 509',"b'64GB 6GB RAM, 128GB 6GB RAM'","b'Dual-LED dual tone flash, HDR, panorama'",,b'1080p@30fps',b'No',"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'",,,"b'Glass front, aluminum back, aluminum frame'",,,"b'Fast charging 24W, 53% in 30 min (advertised) mCharge 3'",b'About 280 EUR',,"b'12 MP, f/1.9, 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF 20 MP, f/2.6, 1/2.8"", 1.0\xc2\xb5m, PDAF'",,,,,,,,,
b'meizu',b'Meizu M6s',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m6s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2018, January'","b'Available. Released 2018, January'",b'152 x 72.5 x 8 mm (5.98 x 2.85 x 0.31 in)',b'160 g (5.64 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~76.1% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'eMMC 5.1',b'microSDXC (uses shared SIM slot)',,,"b'16 MP, f/2.0, PDAF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'FM radio',b'microUSB 2.0',"b'Fingerprint (side-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3000 mAh, non-removable'",,,"b'Black, Silver, Gold, Blue'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'Android 7.0 (Nougat), Flyme 6.2'",b'Exynos 7872 (14 nm)',b'Hexa-core (4x1.6 GHz Cortex-A53 & 2x2.0 GHz Cortex-A73)',b'Mali-G71 MP1',"b'32GB 3GB RAM, 64GB 3GB RAM'",b'Dual-LED dual-tone flash',"b'8 MP, f/2.0'",b'',b'No',"b'1, 3, 5, 7, 8, 20, 40'",,,"b'Glass front, aluminum back, aluminum frame'",,,b'Fast charging 18W',b'About 150 EUR',,,b'M6s',,,,,,,,
b'meizu',b'Meizu M6',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m6--.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2017, September'","b'Available. Released 2017, September'",b'148.2 x 72.8 x 8.3 mm (5.83 x 2.87 x 0.33 in)',b'143 g (5.04 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~69.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",b'eMMC 5.1',b'microSDXC (uses shared SIM slot)',,,"b'13 MP, f/2.2, PDAF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 3070 mAh, non-removable'",,,"b'Moonlight Silver, Champagne Gold, Matte Black, Electric Light Blue'",,,,b'HSDPA 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'Android 7 (Nougat), Flyme 7.3'",b'Mediatek MT6750 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Mali-T860MP2',"b'16GB 2GB RAM, 32GB 3GB RAM'",b'Dual-LED dual-tone flash',"b'8 MP, f/2.0'",b'',b'No',b'LTE (unspecified)',,,,,,b'Fast charging 24W mCharge',b'About 130 EUR',,,"b'M6, MZ-MEIZU M6'",,,,,,,,
b'meizu',b'Meizu M6 Note',b'https://fdn2.gsmarena.com/vv/bigpic/meizu-m6-note.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2017, August'","b'Available. Released 2017, September'",b'154.6 x 75.2 x 8.4 mm (6.09 x 2.96 x 0.33 in)',b'173 g (6.10 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 82.6 cm2 (~71.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'",b'CDMA 800',b'microSDXC',,,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',b'eMMC 5.1',b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'microUSB 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 4000 mAh, non-removable'",,,"b'Black, Blue, Gold'",,,,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE'","b'Android 7.1.2 (Nougat), Flyme 7.3'",b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',"b'16GB 4GB RAM, 32GB 3GB RAM, 64GB 4GB RAM'","b'quad-LED dual-tone flash, HDR, panorama'",,b'1080p@30fps',b'No',"b'1, 3, 5, 7, 8, 20, 38, 40'",,,"b'Glass front, aluminum back, aluminum frame'",,,b'Fast charging 24W mCharge',b'About 170 EUR',,"b'12 MP, f/1.9, 1/2.55"", 1.4\xc2\xb5m, dual pixel PDAF 5 MP, f/2.0, AF'","b'M6 Note, MZ-M6 Note'",,,,,,,,
