Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Price,Dual,Models,32GB 3GB RAM,_1,_1_1,SAR,Quad,64GB 4GB RAM,128GB 4GB RAM,128GB 6GB RAM,32GB 2GB RAM,Single_1,16GB 2GB RAM,Protection,GPRS,EDGE,8GB 1GB RAM,16GB 1GB RAM,Infrared port,Stand-by,Talk time,Music play,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1,SAR EU,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Keyboard,Browser,Alert types,Clock,Alarm,Languages
b'alcatel',b'alcatel Pixi 3 (10)',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi-3-10.jpg',b'No cellular connectivity',b'N/A',,,,"b'2015, September. Released 2015, Q4'",b'Discontinued',b'255.5 x 155 x 9.5 mm (10.06 x 6.10 x 0.37 in)',b'-',,b'No',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~74.7% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~149 ppi density)'",b'Android 5.0 (Lollipop)',b'Mediatek MT8127 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-450MP4',b'microSDXC (dedicated slot)',b'16GB 1GB RAM',,,,b'Yes',b'5 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.1, A2DP, LE'",b'Yes',b'No',b'No',"b'microUSB 2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Ion 4060 mAh, non-removable'",,"b'Black, White'",,,,,,,,,,,,,b'2 MP',,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pop Up',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-up.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, September. Released 2015, Q4'",b'Discontinued',b'143 x 71.9 x 8.2 mm (5.63 x 2.83 x 0.32 in)',b'-',,"b'Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.0 (Lollipop)',b'Qualcomm MSM8929 Snapdragon 610 (28 nm)',b'Octa-core 1.4 GHz',b'Adreno 405',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,,b'LED flash',b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2000 mAh, removable'",,"b'Black, White, Red, Orange, Green'",,,b'6044D',,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pixi First',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi-first.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2015, September. Released 2015, Q4'",b'Discontinued',b'122.1 x 64.4 x 9.7 mm (4.81 x 2.54 x 0.38 in)',b'-',,"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)'",b'TFT',"b'4.0 inches, 45.5 cm2 (~57.9% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum 7731',b'Quad-core 1.2 GHz',,b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,b'LED flash',b'1080p@24fps',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'2.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Yes',"b'Li-Ion 1450 mAh, removable'",,"b'Gray, Silver, Gold, Pink'",,,b'4024D',,,,,,,,,,b'2 MP',,,,,,,,b'Up to 300 h (3G)',b'Up to 7 h (3G)',,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pop Star LTE',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-star.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, September. Released 2015, Q4'",b'Discontinued',b'142.5 x 71.5 x 8.6 mm (5.61 x 2.81 x 0.34 in)',b'-',,"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.0 (Lollipop)',b'Mediatek MT6735P (28 nm)',b'Quad-core 1.0 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,b'LED flash',b'Yes',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'Black, White, Silver, Gold'",,,,,,,,,,,,,b'5 MP',,,,,,,,b'Up to 400 h (2G) / Up to 425 h (3G)',b'Up to 18 h (2G) / Up to 11 h (3G)',,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pop Star',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-star.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 900 / 2100',,b'HSPA',"b'2015, September. Released 2015, Q4'",b'Discontinued',b'141 x 71.5 x 8.6 mm (5.55 x 2.81 x 0.34 in)',b'-',,"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.0 (Lollipop)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'Black, White, Silver, Gold'",,,b'5022D',,,,,,,,,,b'5 MP',,,,,,,,b'Up to 566 h (2G) / Up to 500 h (3G)',b'Up to 12 h (2G) / Up to 10 h (3G)',,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Go Play',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-go-play.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900 / 2100',"b'2, 4, 5, 7, 17'","b'HSPA, LTE'","b'2015, September. Released 2015, December'",b'Discontinued',b'143.3 x 73.3 x 9.2 mm (5.64 x 2.89 x 0.36 in)',b'-',,b'Micro-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.0 (Lollipop)',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'IP67 dust/water resistant (up to 1m for 30 mins)',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Yes',"b'Li-Ion 2500 mAh, removable'",,"b'Dark Grey, Dark Red, Dark Green, Orange Blue, Pink, Lime Green, Blue, Orange'",,,b'7048X',,b'eMMC 4.5',,,,,,,,b'5 MP',,,,,,,,b'Up to 500 h (3G)',b'Up to 8 h 30 min (3G)',,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Flash Plus',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-flash-plus1.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 38, 39, 40, 41'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2015, May. Released 2015, May'",b'Discontinued',b'152.3 x 76.4 x 8 mm (6.00 x 3.01 x 0.31 in)',b'147 g (5.19 oz)',,b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 4.4.4 (KitKat)',b'Mediatek MT6752M',b'Octa-core 1.5 GHz Cortex-A53',b'Mali-T760MP2',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 3500 mAh, non-removable'",,b'Slate/Gold',b'About 130 EUR',,,,,,,,,,,,"b'8 MP, AF'",,,,,,,,b'Up to 490 h (2G) / Up to 490 h (3G)',b'Up to 30 h (2G) / Up to 10 h (3G)',b'Up to 28 h',,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pop Astro',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-onetouch-pop-astro1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1700(AWS) / 1900',"b'2, 4, 12'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, April. Released 2015, April'",b'Discontinued',b'133.6 x 65.3 x 9.9 mm (5.26 x 2.57 x 0.39 in)',b'144.9 g (5.11 oz)',,b'Micro-SIM',b'TFT',"b'4.5 inches, 55.8 cm2 (~64.0% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6732 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'Mali-T760MP2',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',,,b'LED flash',b'1080p@30fps',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2000 mAh, removable'",,b'White',b'About 130 EUR',,,,,,,,,,,,b'VGA',,,,,,,,b'Up to 288 h (3G)',b'Up to 11 h (3G)',,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Flash',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-flash-2014.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA',"b'2014, September. Released 2014, September'",b'Discontinued',b'152.1 x 76.2 x 8.1 mm (5.99 x 3.00 x 0.32 in)',b'-',,b'Micro-SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 4.4 (KitKat)',b'Mediatek MT6592M (28 nm)',b'Octa-core 1.4 GHz Cortex-A7',b'Mali-450MP4',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 3200 mAh, removable'",,b'Slate/white',,,,,,,,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Idol 3 (5.5)',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-idol-3-55-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, March'","b'Available. Released 2015, June'",b'152.7 x 75.1 x 7.4 mm (6.01 x 2.96 x 0.29 in)',b'141 g (4.97 oz)',,"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 5.0.2 (Lollipop), upgradable to 6.0.1 (Marshmallow)'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot) - single-SIM model',"b'16GB 2GB RAM, 32GB 2GB RAM (DS)'",b'HSDPA 850 / 1700(AWS) / 1900 / 2100 - USA',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, AF'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'Yes',"b'FM radio, RDS'","b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 2910 mAh, non-removable'",,"b'Black, Sliver, Gold'",b'About 250 EUR',,"b'6045Y, 6045K, 6045O, 6045I'",,"b'2, 4, 5, 7, 12, 17 - USA'",b'eMMC 4.5',,,,,,,b'8 MP',,,,,,,,,b'Up to 13 h (2G) / Up to 13 h (3G)',,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Idol 3 (4.7)',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-idol-3-47-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100 - EMEA',"b'1, 3, 7, 8, 20 - EMEA'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, March'","b'Available. Released 2015, June'",b'134.6 x 65.9 x 7.6 mm (5.30 x 2.59 x 0.30 in)',b'110 g (3.88 oz)',,"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'4.7 inches, 60.9 cm2 (~68.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'","b'Android 5.0.2 (Lollipop), upgradable to 6.0.1 (Marshmallow)'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot) - single-SIM model',"b'8GB 1.5GB RAM, 16GB 1.5GB RAM (DS)'",b'HSDPA 850 / 1700(AWS) / 1900 / 2100 - USA',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, AF'",,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Yes',"b'FM radio, RDS'","b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 2000 mAh, non-removable'",,"b'Black, Sliver, Gold'",b'About 200 EUR',,"b'6039Y, 6039H, 6039K'",,"b'2, 4, 5, 7, 12, 17 - USA'",b'eMMC 4.5',,,,,,,b'5 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Orange Klif',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-klif.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional)',b'HSDPA',,b'HSPA 21.1/5.76 Mbps',"b'2015, March. Released 2015, May'",b'Discontinued',b'112.2 x 62 x 11.9 mm (4.42 x 2.44 x 0.47 in)',b'-',,b'Dual SIM',"b'TFT, 256K colors'","b'3.5 inches, 36.5 cm2 (~52.4% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Firefox 2.0',,b'Dual-core 1.0 GHz',,b'microSDHC (dedicated slot)',b'512MB 256MB RAM',b'No',,b'LED flash',b'Yes',b'2 MP',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.1',"b'Yes, with A-GPS'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1300 mAh, removable'",,b'Black',,,,,b'MP3/AAC+/WAV player MP4/H.264 player Photo viewer',,,,,,,,,,,b'Yes',b'Yes',,,,b'Up to 380 h (2G) / Up to 286 h (3G)',b'Up to 7 h (2G) / Up to 6 h 10 min (3G)',,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pixi 3 (5.5) LTE',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi3-55.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 8, 20 - EMEA'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, March. Released 2015, October'",b'Discontinued',b'-',b'-',,b'Micro-SIM',b'TFT',"b'5.5 inches, 83.4 cm2'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 5.0 (Lollipop)',,b'Quad-core',,b'microSDXC (dedicated slot)',b'8GB 1GB RAM',"b'1, 2, 4, 7, 28 - LATAM'",,b'LED flash',b'Yes',"b'5 MP or 8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2800 mAh, non-removable'",,"b'Volcano Black, White, Amber Orange, Tango Red, Neon Pink, Laser Yellow, Vivid Green, Sharp Blue, Metallic Silver'",b'About 120 EUR',,,,,,,,,,,,b'2 MP / 5 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pixi 3 (5.5)',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi3-55.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2015, March. Released 2015, October'",b'Discontinued',b'-',b'-',,b'Micro-SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2'","b'540 x 960 pixels, 16:9 ratio (~200 ppi density)'",b'Android 5.0 (Lollipop)',b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'HSDPA 900 / 2100',,b'LED flash',b'Yes',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS'",b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2910 mAh, non-removable'",,"b'Volcano Black, White, Amber Orange, Tango Red, Neon Pink, Laser Yellow, Vivid Green, Sharp Blue, Metallic Silver'",,,,,,,,,,,,,b'2 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pixi 3 (8) 3G',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi-3-8-3g.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA',,b'HSPA',"b'2015, March. Released 2014, August'",b'Discontinued',b'209 x 124 x 9.2 mm (8.23 x 4.88 x 0.36 in)',b'335 g (11.82 oz)',,b'Micro-SIM',b'TFT',"b'8.0 inches, 185.6 cm2 (~71.6% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~189 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT8312 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',,,,b'Yes',b'2 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Ion 3240 mAh, non-removable'",,"b'Yellow, Blue, Red, Black, White'",b'About 100 EUR',,,,,,,,,,,,b'VGA',,,b'Yes',b'Yes',,,b'Yes',,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pixi 3 (7) LTE',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi3-70.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE'","b'2015, March. Released 2015, August'",b'Discontinued',b'191 x 109 x 9.2 mm (7.52 x 4.29 x 0.36 in)',b'260 g (9.17 oz)',,b'Micro-SIM',b'TFT',"b'7.0 inches, 137.9 cm2 (~66.2% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 5.0 (Lollipop)',b'Qualcomm MSM8909 Snapdragon 210 (28 nm)',b'Quad-core 1.1 GHz Cortex-A7',b'Adreno 304',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',b'eMMC 4.5',,,b'Yes',b'2 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Ion 2820 mAh, non-removable'",,"b'Yellow, Blue, Red, Pink'",b'About 130 EUR',,,,,,,,,,,,b'VGA',,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pixi 3 (7) 3G',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi3-70.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA',,b'HSPA',"b'2015, March. Released 2015, May'",b'Discontinued',b'189 x 111 x 9.1 mm (7.44 x 4.37 x 0.36 in)',b'260 g (9.17 oz)',,b'Micro-SIM',b'TFT',"b'7.0 inches, 137.9 cm2 (~65.7% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT8312 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,,b'Yes',b'2 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'",b'Accelerometer',"b'Li-Ion 2820 mAh, non-removable'",,"b'Yellow, Blue, Red, Pink'",b'About 100 EUR',,,,,,,,,,,,b'VGA',,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pixi 3 (7)',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pixi3-70.jpg',b'No cellular connectivity',b'N/A',,,,"b'2015, March. Released 2015, June'",b'Discontinued',b'189 x 111 x 9.1 mm (7.44 x 4.37 x 0.36 in)',b'260 g (9.17 oz)',,b'No',b'TFT',"b'7.0 inches, 137.9 cm2 (~65.7% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT8127 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-450MP4',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,,b'Yes',b'2 MP',,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'No',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 2820 mAh, non-removable'",,"b'Yellow, Blue, Red, Pink'",b'About 80 EUR',,,,,,,,,,,,b'VGA',,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,,
b'alcatel',b'alcatel Pop 10',b'https://fdn2.gsmarena.com/vv/bigpic/alcatel-pop-10.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 2100 - EMEA',"b'1, 3, 7, 8, 20 - EMEA'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, January. Released 2015, April'",b'Discontinued',b'245.2 x 146.4 x 7.9 mm (9.65 x 5.76 x 0.31 in)',b'380 g (13.40 oz)',,b'Micro-SIM',b'IPS LCD',"b'9.6 inches, 267.2 cm2 (~74.4% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~157 ppi density)'",b'Android 5.0.1 (Lollipop)',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',"b'HSDPA 850 / 900 / 1900 / 2100 - LATAM, US'",,,b'1080p@30fps',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Ion 4600 mAh, non-removable'",,"b'White, Dark grey'",b'About 250 EUR',,,,"b'1, 2, 4, 5, 7, 28 - LATAM'",b'eMMC 4.5',,,,,,,b'2 MP',,,,,,,b'Yes',,,,,,,,,,,,,,,,,,,,,,
