Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser,Alert types,Clock,Alarm,SAR EU,SAR,Stand-by_1,Talk time_1,128GB 6GB RAM,Languages,Quad,5G bands,Camera,Loudspeaker_1,Audio quality,Battery life,Performance,Display
b'gionee',b'Gionee Marathon M5 lite',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-lite.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'1, 3, 7, 40'","b'HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps'","b'2015, December'","b'Available. Released 2016, January'",b'143 x 69.9 x 8.5 mm (5.63 x 2.75 x 0.33 in)',b'183 g (6.46 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1 (Lollipop), Amigo 3.1'",b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',"b'8 MP, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",,"b'Gold, Gray'",,b'About 170 EUR',,,b'Up to 450 h (2G) / Up to 400 h (3G)',b'Up to 33 h (2G) / Up to 19 h (3G)',,b'Asahi Dragontrail Glass',,,b'M5_lite',,,,,,,,,,,,,,,,,b'0.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.54 W/kg (body)',,,,,,,,,,,,,
b'gionee',b'Gionee Pioneer P5W',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-p5w-.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',,b'HSPA',"b'2015, December'","b'Available. Released 2016, January'",b'143.3 x 72 x 8.9 mm (5.64 x 2.83 x 0.35 in)',b'153 g (5.40 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.1 (Lollipop)',b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',"b'5 MP, AF'",b'LED flash',b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'White, Blue, Red, Yellow, Black'",,b'About 90 EUR',,,,,,,,,b'P5W',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S6',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s6.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, November. Released 2015, November'",b'Discontinued',b'151.9 x 74.6 x 6.9 mm (5.98 x 2.94 x 0.27 in)',b'147 g (5.19 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'AMOLED',"b'5.5 inches, 83.4 cm2 (~73.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 5.1.1 (Lollipop), Amigo 3.1'",b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (uses shared SIM slot)',b'32GB 3GB RAM',"b'13 MP, f/2.0, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',b'Yes',"b'Li-Ion 3150 mAh, non-removable'",,b'Gold',,b'About 290 EUR',,,,,,,,,b'S6',,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Elife S Plus',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-s-plus-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'3, 40'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, November. Released 2015, December'",b'Discontinued',b'155 x 76.4 x 7.5 mm (6.10 x 3.01 x 0.30 in)',b'158 g (5.57 oz)',b'Dual SIM',b'AMOLED',"b'5.5 inches, 83.4 cm2 (~70.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 5.1.1 (Lollipop), Amigo OS 3.1'",b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (dedicated slot)',b'16GB 3GB RAM',"b'13 MP, f/2.0, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'USB Type-C 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 3150 mAh, removable'",,"b'White, Gold, Dark Blue'",,,,,b'Up to 315 h (2G) / Up to 252 h (3G)',b'Up to 21 h (2G) / Up to 9 h (3G)',,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,b'0.80 W/kg (head) \xc2\xa0 \xc2\xa0 0.42 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee F103',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-f103.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'3, 40'","b'HSPA, LTE'","b'2015, September. Released 2015, October'",b'Discontinued',b'143 x 70.3 x 8 mm (5.63 x 2.77 x 0.31 in)',b'136.6 g (4.83 oz)',b'Dual SIM (dual stand-by)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5 (Lollipop), Amigo 3'",b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',"b'8 MP, AF'","b'LED flash, panorama, HDR'",b'720p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'2.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 2400 mAh, removable'",,"b'Pearl White, Dawn White & black'",,b'About 130 EUR',,,b'Up to 240 h (2G) / Up to 267 h (3G)',b'Up to 28 h (2G) / Up to 11 h (3G)',,,,,b'F103',,,,,,,,,,,,,,,,,,b'0.77 W/kg (head) \xc2\xa0 \xc2\xa0 0.85 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee Elife E8',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-elife-e8-new1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'1, 3, 7, 20, 38, 39, 40, 41'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, June. Released 2015, October'",b'Discontinued',b'164 x 82.3 x 9.6 mm (6.46 x 3.24 x 0.38 in)',b'210 g (7.41 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'AMOLED',"b'6.0 inches, 99.2 cm2 (~73.5% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~490 ppi density)'","b'Android 5.1 (Lollipop), Amigo 3.1'",b'Mediatek MT6795 Helio X10 (28 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'PowerVR G6200',b'microSDXC (dedicated slot)',b'64GB 3GB RAM',"b'24 MP, f/2.0, PDAF, OIS'","b'Dual-LED dual-tone flash, panorama, HDR'",b'4K@30fps',"b'8 MP, AF'",b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'Yes',"b'FM radio, recording'","b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3500 mAh, non-removable'",,b'Gold',,b'About 480 EUR',b'eMMC 5.0',,b'Up to 437 h (2G) / Up to 500 h (3G)',b'Up to 39 h (2G) / Up to 20 h (3G)',,,b'24-bit/192kHz audio',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee S5.1 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s51-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, September. Released 2015, November'",b'Discontinued',b'145.1 x 70 x 6.4 mm (5.71 x 2.76 x 0.25 in)',b'129 g (4.55 oz)',"b'Hybrid Dual SIM (Micro-SIM, nano-SIM, dual stand-by)'",b'AMOLED',"b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1.1 (Lollipop), Amigo 3'",b'Mediatek MT6753 (28 nm)',b'Octa-core 1.3 GHz Cortex-A53',b'Mali-T720MP3',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',"b'13 MP, f/2.0, AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',b'8 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, hotspot, Wi-Fi Direct'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2400 mAh, non-removable'",,b'White',,,b'TD-SCDMA',,,,,b'Corning Gorilla Glass 4',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Marathon M4',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m4.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'3, 40'","b'HSPA, LTE'","b'2015, August. Released 2015, August'",b'Discontinued',b'144.7 x 71.2 x 10.2 mm (5.70 x 2.80 x 0.40 in)',b'176 g (6.21 oz)',b'Dual SIM',b'Super AMOLED',"b'5.0 inches, 68.9 cm2 (~66.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5 (Lollipop), Amigo 3'",,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',"b'8 MP, AF'","b'LED flash, panorama'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'2.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 5000 mAh, non-removable'",,"b'Black, White'",,b'About 220 EUR',,,b'Up to 225 h (2G) / Up to 400 h (3G)',b'Up to 50 h (2G) / Up to 18 h (3G)',,,,,,,,,,,,,,,,,,,,,,,b'0.85 W/kg (head) \xc2\xa0 \xc2\xa0 0.73 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee Marathon M5',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-new.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 1900 / 2100',"b'1, 3, 7, 20, 38, 39, 40, 41'","b'HSPA, LTE'","b'2015, June. Released 2015, November'",b'Discontinued',b'152 x 76 x 8.6 mm (5.98 x 2.99 x 0.34 in)',b'211 g (7.44 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'AMOLED',"b'5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 5.1 (Lollipop), Amigo 3.1'",b'Mediatek MT6735 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',"b'13 MP, f/2.0, PDAF'","b'LED flash, panorama, HDR'",b'1080p@30fps',"b'5 MP, f/2.2'",b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',"b'FM radio, RDS, recording'","b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 6020 mAh, non-removable'",b'Reverse charging',"b'White, Gold, Black'",,b'About 330 EUR',b'CDMA 800',,b'Up to 684 h (2G) / Up to 557 h (3G)',b'Up to 62 h (2G) / Up to 28 h (3G)',,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,b'Yes',,,,,,b'0.32 W/kg (head) \xc2\xa0 \xc2\xa0 0.48 W/kg (body)',,,,,,,,,,,b'Endurance rating 148h',,
b'gionee',b'Gionee Pioneer P4S',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p4.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2015, April. Released 2015, May'",b'Discontinued',b'134.5 x 67.7 x 8.7 mm (5.30 x 2.67 x 0.34 in)',b'-',b'Dual SIM (Dual stand-by)',"b'TFT, 256K colors'","b'4.5 inches, 55.8 cm2 (~61.3% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.4 (KitKat)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',"b'5 MP, AF'",b'LED flash',b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',"b'Yes, with A-GPS'",b'No',"b'FM radio, recording'",b'microUSB',"b'Accelerometer, proximity, compass'","b'Li-Po 1800 mAh, removable'",,"b'Black, White'",,b'About 120 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Elife S7',b'https://fdn2.gsmarena.com/vv/bigpic/Gionee-Elife-S7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'3, 7, 38, 39, 40'","b'HSPA, LTE'","b'2015, March. Released 2015, April'",b'Discontinued',b'148.8 x 72.4 x 5.5 mm (5.86 x 2.85 x 0.22 in)',b'125.3 g (4.41 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'Super AMOLED',"b'5.2 inches, 74.5 cm2 (~69.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'","b'Android 5 (Lollipop), Amigo OS 3'",b'Mediatek MT6752 (28 nm)',b'Octa-core 1.7 GHz Cortex-A53',b'Mali-T760MP2',b'No',b'16GB 2GB RAM',"b'13 MP, f/2.0 AF'","b'LED flash, panorama, HDR'",b'1080p@30fps',"b'8 MP, 1/4""'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 2700 mAh, non-removable'",,"b'White, Black, Maldives Blue'",,b'About 400 EUR',,,b'Up to 270 h',b'Up to 24 h (2G) / Up to 15 h 30 min (3G)',,b'Corning Gorilla Glass 3',,,b'S7',,,,,,,,,,,,,,,,,,b'0.52 W/kg (head) \xc2\xa0 \xc2\xa0 0.64 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee Pioneer P3S',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p3s.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1900 / 2100',,b'HSPA',"b'2015, September. Released 2015, September'",b'Discontinued',b'133 x 67.4 x 11.2 mm (5.24 x 2.65 x 0.44 in)',b'161 g (5.68 oz)',b'Dual SIM',b'IPS LCD',"b'4.5 inches, 57.6 cm2 (~64.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~207 ppi density)'","b'Android 5.1 (Lollipop), Amigo 3.1'",b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',"b'5 MP, AF'","b'LED flash, panorama, HDR'",b'720p@30fps',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2000 mAh, removable'",,"b'White, Gray, Red, Gold'",,,,,b'Up to 240 h (2G) / Up to 200 h (3G)',b'Up to 22 h 30 min (2G) / Up to 9 h (3G)',,,,,,,,,,,,,,,,,,,,,,,b'0.51 W/kg (head) \xc2\xa0 \xc2\xa0 1.01 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee Pioneer P2M',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p2m.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA',"b'2015, June. Released 2015, June'",b'Discontinued',b'124 x 62.5 x 10.9 mm (4.88 x 2.46 x 0.43 in)',b'140 g (4.94 oz)',b'Dual SIM',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~58.8% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'","b'Android 5.1 (Lollipop), Amigo 3'",b'Mediatek MT6580 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',b'5 MP',"b'LED flash, HDR, panorama'",b'720p',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, removable'",,"b'White, Gray, Gold'",,,,,b'Up to 340 h (2G) / Up to 300 h (3G)',b'Up to 30 h (2G) / Up to 15 h (3G)',,,,,,,,,,,,,,,,,,,,,,,b'1.06 W/kg (head) \xc2\xa0 \xc2\xa0 1.36 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee Pioneer P2S',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p2s.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA',"b'2014, May. Released 2014, May'",b'Discontinued',b'126 x 64 x 9.3 mm (4.96 x 2.52 x 0.37 in)',b'124.8 g (4.41 oz)',b'Dual SIM',b'TFT',"b'4.0 inches, 45.5 cm2 (~56.5% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.2 (Jelly Bean)',b'Mediatek MT6572W',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',"b'5 MP, AF'","b'LED flash, panorama'",b'720p',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1600 mAh, removable'",,"b'Black, White, Blue, Pink'",,,,,b'Up to 346 h (3G)',b'Up to 12 h 30 min (2G) / Up to 9 h (3G)',,,,,,,,,,,,,,,,,,,,,,,b'0.68 W/kg (head) \xc2\xa0 \xc2\xa0 0.70 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee S96',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-s96.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2014, March. Released 2014, March'",b'Discontinued',b'128 x 52.8 x 7.4 mm (5.04 x 2.08 x 0.29 in)',b'81.3 g (2.86 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'2.6 inches, 20.9 cm2 (~31.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~154 ppi density)'",,b'Mediatek MT6260',b'360 MHz',b'No',b'microSDHC (dedicated slot)',"b'64MB RAM, 128MB'",b'2 MP',b'LED flash',b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 700 mAh, removable'",,"b'White, Gold, Grey'",,,b'No',,b'Up to 206 h',b'Up to 8 h 20 min',,,b'Audio/video player',,,,b'Yes',b'No',b'Yes',b'Yes',"b'SMS, MMS, IM'",b'Downloadable',b'No',,,,,,,,,,b'0.56 W/kg (head) \xc2\xa0 \xc2\xa0 0.52 W/kg (body)',,,,,,,,,,,,
b'gionee',b'Gionee L800',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-l800.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2015, May. Released 2015, May'",b'Discontinued',b'121 x 51 x 15.6 mm (4.76 x 2.01 x 0.61 in)',b'123.4 g (4.34 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'2.6 inches, 20.9 cm2 (~33.9% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~154 ppi density)'",,b'Mediatek MT6250',b'260 MHz',b'No',b'microSDHC (dedicated slot)',"b'8MB RAM, 16MB'",b'1.3 MP',,b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 3000 mAh, removable'",,"b'Black, Gold'",,,b'No',,b'Up to 675 h',b'Up to 45 h',,,b'Audio/video player',,,,b'Yes',b'No',b'Yes',b'Yes',"b'SMS, MMS, IM'",b'Downloadable',b'No',,,,,,,,,,b'0.88 W/kg (head)',,,,,,,,,,,,
b'gionee',b'Gionee L700',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-l700.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2015, May. Released 2015, May'",b'Discontinued',b'119.8 x 51.4 x 13.2 mm (4.72 x 2.02 x 0.52 in)',b'102.3 g (3.60 oz)',b'Dual SIM',"b'TFT, 256K colors'","b'2.6 inches, 20.9 cm2 (~34.0% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~154 ppi density)'",,b'Mediatek MT6250',b'260 MHz',b'No',b'microSDHC (dedicated slot)',"b'8MB RAM, 16MB'",b'1.3 MP',,b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 1700 mAh, removable'",,"b'Black, White'",,,b'No',,b'Up to 480 h',b'Up to 16 h',,,b'Audio/video player',,,,b'Yes',b'No',b'Yes',b'Yes',"b'SMS, IM'",b'Downloadable',b'No',,,,,,,,,,,,,,,,,,,,,,
b'gionee',b'Gionee Marathon M3',b'https://fdn2.gsmarena.com/vv/bigpic/gionee-marathon-m3.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2014, November. Released 2014, November'",b'Discontinued',b'144.5 x 71.5 x 10.4 mm (5.69 x 2.81 x 0.41 in)',b'180.3 g (6.35 oz)',b'Dual SIM (dual stand-by)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',,b'Quad-core 1.3 GHz',b'Mali-450',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',"b'8 MP, f/2.2, AF'","b'LED flash, panorama'",b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 5000 mAh, non-removable'",,"b'Black, White'",,b'About 170 EUR',,,b'Up to 792 h',b'Up to 51 h (2G) / Up to 32 h 30 min (3G)',,,,,,,,,,,,,,,,,,,,,,,b'0.29 W/kg (head) \xc2\xa0 \xc2\xa0 0.73 W/kg (body)',,,,,,,,,,,,
