Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,,Speed,Announced,Status,Dimensions,Weight,Keyboard,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Dual,Features,Video,Single,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Models,SAR,SAR EU,Price,Performance,64GB 4GB RAM,32GB 4GB RAM,Features_1,Charging,_1_1,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Single_1,Stand-by,Talk time,Music play,Browser,GPRS,EDGE,Stand-by_1,Talk time_1,Alert types
b'blackberry',b'BlackBerry 8820',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-8820.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'Trackball',,"b'2007, July'",b'Discontinued',b'114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)',b'134 g (4.73 oz)',b'QWERTY',,b'Mini-SIM',b'65K colors',"b'2.5 inches, 19.4 cm2 (~25.7% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~160 ppi density)'",,b'BlackBerry OS',,b'32-bit Intel XScale PXA272 312 MHz',,b'microSD (dedicated slot)',b'64MB 16MB RAM',b'No',,,,,,b'Yes',b'No',b'Wi-Fi 802.11b/g',"b'2.0, A2DP'",b'Yes',,b'No',b'miniUSB',b'',b'Removable Li-Ion 1400 mAh battery',b'Silver',,b'1.28 W/kg (head) \xc2\xa0 \xc2\xa0 1.58 W/kg (body)',b'1.00 W/kg (head) \xc2\xa0 \xc2\xa0 0.83 W/kg (body)',b'About 110 EUR',,,,,,"b'BlackBerry maps Media player Organizer Document viewer (Word, Excel, PowerPoint, PDF) Voice dial'",,,,,,,b'Up to 520 h',b'Up to 5 h',,"b'WAP 2.0/xHTML, HTML'",b'Yes',b'Yes',,,"b'Vibration; MP3, WAV ringtones'"
b'blackberry',b'BlackBerry 8830 World Edition',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-8830.gif',b'GSM',b'GSM 900 / 1800 / CDMA2000 1x EV-DO',,,b'Trackball',,"b'2007, April'",b'Discontinued',b'114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)',b'132 g (4.66 oz)',b'QWERTY',,b'Mini-SIM',"b'TFT, 65K colors'","b'2.5 inches, 19.4 cm2 (~25.7% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~160 ppi density)'",,b'BlackBerry OS',b'Qualcomm MSM6550',,,b'microSD (dedicated slot)',b'64MB 16MB RAM',b'No',,,,,,b'Yes',b'No',b'No',b'2.0',b'Yes',,b'No',b'miniUSB',b'',b'Removable Li-Ion 1400 mAh battery',b'Black',,,b'0.86 W/kg (head) \xc2\xa0 \xc2\xa0 0.51 W/kg (body)',b'About 100 EUR',,,,,,"b'BlackBerry maps Media player Organizer Organizer Document viewer (Word, Excel, PowerPoint, PDF) Voice dial'",,,,,,,,,,b'HTML',b'Yes',b'Yes',,,"b'Vibration; MP3, WAV ringtones'"
b'blackberry',b'BlackBerry 8800',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-8800.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'Trackball',,"b'2007, February'",b'Discontinued',b'114 x 66 x 14 mm (4.49 x 2.60 x 0.55 in)',b'134 g (4.73 oz)',b'QWERTY',,b'Mini-SIM',b'65K colors',"b'2.5 inches, 19.4 cm2 (~25.7% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~160 ppi density)'",,b'BlackBerry OS',,b'32-bit Intel XScale PXA272 312 MHz',,b'microSD (dedicated slot)',b'64MB 16MB RAM',b'No',,,,,,b'Yes',b'No',b'No',b'2.0',b'Yes',,b'No',b'miniUSB',b'',b'Removable Li-Ion battery',b'Silver',,b'1.16 W/kg (head) \xc2\xa0 \xc2\xa0 0.51 W/kg (body)',b'0.91 W/kg (head) \xc2\xa0 \xc2\xa0 0.43 W/kg (body)',b'About 120 EUR',,,,,,"b'BlackBerry maps Media player Organizer Organizer Document viewer (Word, Excel, PowerPoint, PDF) Voice dial'",,,,,,,b'Up to 530 h',b'Up to 5 h',,"b'WAP 2.0/xHTML, HTML'",b'Yes',b'Yes',,,"b'Vibration; MP3, WAV ringtones'"
b'blackberry',b'BlackBerry Pearl 8100',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-8100.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'Wallpapers',,"b'2006, September'",b'Discontinued',b'107 x 50 x 14.5 mm (4.21 x 1.97 x 0.57 in)',b'89.5 g (3.14 oz)',b'QWERTY',,b'Mini-SIM',b'65K colors',"b'2.2 inches, 15.6 cm2 (~29.1% screen-to-body ratio)'",b'240 x 260 pixels (~161 ppi density)',,b'BlackBerry OS',,b'32-bit Intel XScale PXA272 312 MHz',,b'microSD (dedicated slot)',b'64MB',b'No',,b'LED flash',b'No',b'1.3 MP',,b'Yes',b'No',b'No',b'2.0',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 900 mAh battery',"b'Black, White, Red'",,,,b'About 200 EUR',,,,,,"b'Document viewer (Word, Excel, PowerPoint, PDF) Media player SureType keyboard software Organizer'",,,,,,,b'Up to 360 h',b'Up to 3 h 30 min',,b'HTML',b'Yes',b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'"
b'blackberry',b'BlackBerry 7130g',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-7130g.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'Wallpapers',,"b'2006, June'",b'Discontinued',b'115 x 56 x 18 mm (4.53 x 2.20 x 0.71 in)',b'120 g (4.23 oz)',,,b'Mini-SIM',b'65K colors',"b'2.4 inches, 18.5 cm2 (~28.8% screen-to-body ratio)'",b'240 x 260 pixels (~147 ppi density)',,b'BlackBerry OS',,b'Intel XScale 312 MHz',,b'No',b'64MB 16MB RAM',b'No',,,,,,b'Yes',b'No',b'No',b'2.0',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 1100 mAh battery (C-S2)',b'',,,,,,,,,,"b'Document viewer (Word, Excel, PowerPoint, PDF) SureType keyboard software Organizer'",,,,,,,b'Up to 430 h',b'Up to 4 h',,b'HTML',b'Yes',b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'"
b'blackberry',b'BlackBerry 7130c',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-7130c.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'Wallpapers',,"b'2006, June'",b'Discontinued',b'115 x 56 x 18 mm (4.53 x 2.20 x 0.71 in)',b'120 g (4.23 oz)',,,b'Mini-SIM',b'65K colors',"b'2.4 inches, 18.5 cm2 (~28.8% screen-to-body ratio)'",b'240 x 260 pixels (~147 ppi density)',,b'BlackBerry OS',,b'Intel XScale 312 MHz',,b'No',b'64MB 16MB RAM',b'No',,,,,,b'Yes',b'No',b'No',b'2.0',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 1100 mAh battery (C-S2)',b'',,,,,,,,,,"b'Document viewer (Word, Excel, Powerpoint, PDF) SureType keyboard software Organizer'",,,,,,,b'Up to 430 h',b'Up to 4 h',,b'HTML',b'Yes',b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'"
b'blackberry',b'BlackBerry 7130v',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-7130v.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'Wallpapers',,"b'2006, June'",b'Discontinued',b'115 x 56 x 18 mm (4.53 x 2.20 x 0.71 in)',b'120 g (4.23 oz)',,,b'Mini-SIM',b'65K colors',"b'2.4 inches, 18.5 cm2 (~28.8% screen-to-body ratio)'",b'240 x 260 pixels (~147 ppi density)',,b'BlackBerry OS',,b'Intel XScale 312 MHz',,b'No',b'64MB 16MB RAM',b'No',,,,,,b'Yes',b'No',b'No',b'2.0',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 1100 mAh battery (C-S2)',b'',,,,,,,,,,"b'Document viewer (Word, Excel, PowerPoint, PDF) SureType keyboard software Organizer'",,,,,,,b'Up to 430 h',b'Up to 4 h',,b'HTML',b'Yes',b'Yes',,,"b'Vibration; Downloadable polyphonic, MP3 ringtones'"
b'blackberry',b'BlackBerry 8707v',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-8707v.gif',b'GSM / UMTS',b'GSM 850 / 900 / 1800 / 1900',b'UMTS 2100',,b'No',"b'Yes, 384 kbps'","b'2006, May'",b'Discontinued',b'110 x 69.5 x 19.5 mm (4.33 x 2.74 x 0.77 in)',b'139 g (4.90 oz)',b'QWERTY',,b'Mini-SIM',b'65K colors',"b'2.6 inches, 20.9 cm2 (~27.4% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~154 ppi density)'",,b'BlackBerry OS',,b'Intel PXA901 312 MHz',,b'No',b'64MB 16MB RAM',"b'Organizer Document viewer (Word, Excel, PowerPoint, PDF)'",,,,,,b'Yes',b'No',b'No',b'2.0',b'No',,b'No',b'miniUSB',b'',b'Removable Li-Ion 1500 mAh battery (C-S2)',b'Silver',,,,,,,,,,,,,,,,,b'Up to 400 h',b'Up to 4 h',,b'HTML',,,,,"b'Vibration; Polyphonic, MP3 ringtones'"
b'blackberry',b'BlackBerry 8700c',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-8700c.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'No',,"b'2004, Q4'",b'Discontinued',b'110 x 69.5 x 19.5 mm (4.33 x 2.74 x 0.77 in)',b'134 g (4.73 oz)',b'QWERTY',,b'Mini-SIM',b'65K colors',"b'2.6 inches, 20.9 cm2 (~27.4% screen-to-body ratio)'","b'320 x 240 pixels, 4:3 ratio (~154 ppi density)'",,b'BlackBerry OS',,b'Intel PXA901 312 MHz',,b'No',b'64MB 16MB RAM',b'Organizer',,,,,,b'Yes',b'No',b'No',b'Yes',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion 1100 mAh battery',b'',,,,,,,,,,,,,,,,,b'Up to 450 h',b'Up to 4 h',,b'HTML',b'Yes',b'Yes',,,"b'Vibration; Polyphonic, MP3 ringtones'"
b'blackberry',b'BlackBerry 7100x',b'https://fdn2.gsmarena.com/vv/bigpic/bb7100x.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'Wallpapers',,"b'2005, Q1'",b'Discontinued',b'114 x 56 x 20 mm (4.49 x 2.20 x 0.79 in)',b'120 g (4.23 oz)',b'QWERTY',,b'Mini-SIM',b'65K colors',"b'2.2 inches, 15.6 cm2 (~24.4% screen-to-body ratio)'",b'240 x 260 pixels (~161 ppi density)',,b'BlackBerry OS',,,,b'No',b'32MB 4MB RAM',b'32 MB flash memory 4 MB SRAM',,,,,,b'Yes',b'No',b'No',b'Yes',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion battery',b'',,,,,,,,,,b'Organizer',,,,,,,b'Up to 190 h',b'Up to 4 h',,b'HTML',b'Yes',b'No',,,b'Vibration; Downloadable polyphonic ringtones'
b'blackberry',b'BlackBerry 7100t',b'https://fdn2.gsmarena.com/vv/bigpic/bb7100t.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'Wallpapers',,"b'2004, Q4'",b'Discontinued',b'119 x 58 x 19 mm (4.69 x 2.28 x 0.75 in)',b'120 g (4.23 oz)',b'QWERTY',,b'Mini-SIM',b'65K colors',"b'2.36 inches, 17.9 cm2 (~25.9% screen-to-body ratio)'",b'240 x 260 pixels (~150 ppi density)',,b'BlackBerry OS',,,,b'No',b'32MB 4MB RAM',b'No',,,,,,b'Yes',b'No',b'No',b'Yes',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion battery',b'',,,,,,,,,,b'Organizer',,,,,,,b'Up to 200 h',b'Up to 5 h',,b'HTML',b'Yes',b'No',,,b'Vibration; Downloadable polyphonic ringtones'
b'blackberry',b'BlackBerry 7100v',b'https://fdn2.gsmarena.com/vv/bigpic/bb7100v.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'Wallpapers',,"b'2004, Q4'",b'Discontinued',b'114 x 56 x 20 mm (4.49 x 2.20 x 0.79 in)',b'120 g (4.23 oz)',b'QWERTY',,b'Mini-SIM',b'65K colors',"b'2.37 inches, 18.1 cm2 (~28.3% screen-to-body ratio)'",b'240 x 260 pixels (~149 ppi density)',,b'BlackBerry OS',,,,b'No',b'32MB 4MB RAM',b'32 MB flash memory 4 MB SRAM',,,,,,b'Yes',b'No',b'No',b'Yes',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion battery',b'',,,,,,,,,,b'Organizer',,,,,,,b'Up to 200 h',b'Up to 5 h',,b'HTML',b'Yes',b'No',,,b'Vibration; Downloadable polyphonic ringtones'
b'blackberry',b'BlackBerry 7290',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-7290.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,b'No',,"b'2004, Q4'",b'Discontinued',b'113 x 74.5 x 22 mm (4.45 x 2.93 x 0.87 in)',b'139 g (4.90 oz)',b'QWERTY',,b'Mini-SIM',b'65K colors',"b'2.6 inches, 20.1 cm2 (~23.9% screen-to-body ratio)'","b'240 x 160 pixels, 3:2 ratio (~111 ppi density)'",,b'BlackBerry OS',,,,b'No',b'32MB 4MB RAM',b'Organizer',,,,,,b'No',b'No',b'No',b'Yes',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion battery',"b'Cosmos Black, Satin Blue, Steel Blue'",,,,,,,,,,,,,,,,,b'Up to 210 h',b'Up to 4 h',,b'HTML',b'Yes',b'No',,,b'Vibration; Monophonic ringtones'
b'blackberry',b'BlackBerry 7730',b'https://fdn2.gsmarena.com/vv/bigpic/bb7730.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,b'No',,"b'2004, Q1'",b'Discontinued',b'121 x 77 x 18 mm (4.76 x 3.03 x 0.71 in)',b'142 g (5.01 oz)',b'QWERTY',,b'Mini-SIM',b'65K colors',"b'3.0 inches, 29.0 cm2 (~31.2% screen-to-body ratio)'","b'240 x 240 pixels, 1:1 ratio (~113 ppi density)'",,b'BlackBerry OS',,,,b'No',b'16MB 2MB RAM',b'Organizer',,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion battery',b'',,,,,,,,,,,,,,,,,b'Up to 200 h',b'Up to 5 h',,b'HTML',b'Yes',b'No',,,b'Vibration; Monophonic ringtones'
b'blackberry',b'BlackBerry 7230',b'https://fdn2.gsmarena.com/vv/bigpic/bb7230.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,b'No',,"b'2003, Q3'",b'Discontinued',b'113 x 74 x 20 mm (4.45 x 2.91 x 0.79 in)',b'136 g (4.80 oz)',b'QWERTY',,b'Mini-SIM',b'65K colors',"b'2.6 inches, 20.1 cm2 (~24.1% screen-to-body ratio)'","b'240 x 160 pixels, 3:2 ratio (~111 ppi density)'",,b'BlackBerry OS',,,,b'No',b'16MB 1MB RAM',b'Organizer',,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion battery',b'',,,,b'About 110 EUR',,,,,,,,,,,,,b'Up to 240 h',b'Up to 5 h',,b'HTML',b'Yes',b'No',,,b'Vibration; Monophonic ringtones'
b'blackberry',b'BlackBerry 6720',b'https://fdn2.gsmarena.com/vv/bigpic/bb6720.gif',b'GSM',b'GSM 900 / 1800',,,b'No',,"b'2003, Q2'",b'Discontinued',b'121 x 77 x 18 mm (4.76 x 3.03 x 0.71 in)',b'138 g (4.87 oz)',b'QWERTY',,b'Mini-SIM',b'Monochrome',"b'3.0 inches, 29.0 cm2 (~31.2% screen-to-body ratio)'","b'160 x 160 pixels, 1:1 ratio (~75 ppi density)'",,b'BlackBerry OS',,,,b'No',b'16MB 1MB RAM',b'Organizer',,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion battery',b'',,,,,,,,,,,,,,,,,b'Up to 240 h',b'Up to 4 h',,b'HTML',b'',b'No',,,b'Vibration; Monophonic ringtones'
b'blackberry',b'BlackBerry 6230',b'https://fdn2.gsmarena.com/vv/bigpic/bb6230.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,b'No',,"b'2003, Q2'",b'Discontinued',b'113 x 75 x 20 mm (4.45 x 2.95 x 0.79 in)',b'136 g (4.80 oz)',b'QWERTY',,b'Mini-SIM',b'Monochrome',b'2.6 inches',b'',,b'BlackBerry OS',,,,b'No',b'16MB 1MB RAM',b'Organize',,,,,,b'Yes',b'No',b'No',b'No',b'No',,b'No',b'Proprietary',b'',b'Removable Li-Ion battery',b'',,,,,,,,,,,,,,,,,b'Up to 380 h',b'Up to 5 h',,b'HTML',b'',b'No',,,b'Vibration; Monophonic ringtones'
b'blackberry',b'BlackBerry Z20',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-z20r.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 1900 / 2100',b'LTE (unspecified)',b'MP3/WAV/eAAC+/WMA/Flac player MP4/H.264/WMV player Photo/video editor Document viewer',"b'HSPA, LTE'",b'',b'Cancelled',b'9.5 mm thickness',b'-',,,b'Yes',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'BlackBerry OS 10.3',b'Qualcomm MSM8960 Snapdragon S4 Plus',b'Dual-core 1.5 GHz Krait',b'Adreno 225',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, DLNA, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2800 mAh, non-removable'","b'Black, White'",,,,,,,,,,,,,,,,b'2 MP',,,,,,,,,
b'blackberry',b'BlackBerry A10',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-a10.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA',b'LTE - all versions',b'CDMA 800 / 1900 - for Verizon',"b'HSPA 21.1/5.76 Mbps, LTE, EV-DO Rev.A 3.1 Mbps'",b'',b'Cancelled',b'140.7 x 72 x 9.4 mm (5.54 x 2.83 x 0.37 in)',b'-',,,b'Micro-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'BlackBerry OS 10.2',b'Qualcomm MSM8960Pro Snapdragon S4 Pro',b'Dual-core 1.7 GHz Krait',b'Adreno 225',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',b'CDMA2000 1xEV-DO - for Verizon',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",b'720p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual band, DLNA'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Ion 2800 mAh, removable'",b'Black',,,,,,,,,,b'HDMI port BlackBerry maps Organizer Document viewer Photo viewer MP3/WMA/WAV/eAAC+/FlAC player DivX/XviD/MP4/WMV/H.264 player Voice memo/dial Predictive text input',,,,,,b'2 MP',,,,,b'Yes',b'Yes',,,
b'blackberry',"b""BlackBerry Porsche Design P'9531""",b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-porsche-design-p9531.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,b'Optical trackpad',b'EV-DO Rev.A 3.1 Mbps',b'Not officially announced yet',b'Discontinued',b'115 x 67 x 11.3 mm (4.53 x 2.64 x 0.44 in)',b'155 g (5.47 oz)',b'QWERTY',,b'Mini-SIM',b'TFT',"b'2.8 inches, 24.3 cm2 (~31.5% screen-to-body ratio)'","b'640 x 480 pixels, 4:3 ratio (~286 ppi density)'",,b'BlackBerry OS 7.0',b'Qualcomm MSM8655 Snapdragon S2',b'1.2 GHz',b'Adreno 205',b'microSDHC (dedicated slot)',b'8GB 768MB RAM',b'No',,b'LED flash',b'720p',"b'5 MP, AF'",,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'2.1, A2DP, EDR'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",b'Removable Li-Ion 1000 mAh battery',b'Black',,,,,,,,,,b'MP3/eAAC+/Flac/WAV player MP4/H.264 player Organizer Document viewer Voice memo/dial Predictive text input',,,,,,,,,,,,,,,
b'blackberry',b'BlackBerry Playbook 2012',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-playbook-2012.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',,b'Micro HDMI port Document viewer Media player MP3/WMA/AAC+ Video player DivX/WMV/XviD/3gp Organizer Predictive text input',b'HSPA 42.2/5.76 Mbps',b'Not officially announced yet',b'Cancelled',b'194 x 130 x 10 mm (7.64 x 5.12 x 0.39 in)',b'425 g (14.99 oz)',,,b'Micro-SIM',b'TFT',"b'7.0 inches, 137.9 cm2 (~54.7% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,b'BlackBerry Tablet 2.0',b'TI OMAP 4460',b'Dual-core 1.5 GHz',,b'No',,,,,b'1080p@30fps',"b'5 MP, AF'",b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band'","b'2.1, EDR'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, compass'",b'Non-removable Li-Po 4800 mAh battery',b'Black',,,,,,,,,,,,,,,,b'3 MP',,b'Up to 10 h (multimedia)',,,,,,,
b'blackberry',b'BlackBerry Curve Touch',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-touch-gsm.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',,b'Optical trackpad',b'HSPA',b'Not officially announced yet',b'Discontinued',b'-',b'-',,,b'Mini-SIM',b'TFT',"b'3.25 inches, 32.7 cm2'","b'480 x 360 pixels, 4:3 ratio (~185 ppi density)'",,b'BlackBerry OS 6.1',b'Qualcomm MSM8655 Snapdragon S2',b'800 MHz Scorpion',b'Adreno 205',b'microSDHC (dedicated slot)',"b'1GB ROM, 512MB RAM'",b'No',,b'LED flash',b'720p',b'5 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11b/g/n',"b'2.1, A2DP'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',b'Accelerometer',b'Removable Li-Ion battery',b'Black',,,,,,,,,,b'MP3/eAAC+/WMA/WAV player MP4/H.264/WMV player Organizer Document viewer Voice memo/dial Predictive text input',,,,,,,,,,b'HTML',,,,,
b'blackberry',b'BlackBerry Curve Touch CDMA',b'https://fdn2.gsmarena.com/vv/bigpic/blackberry-curve-touch.jpg',b'CDMA / EVDO',b'CDMA 800 / 1900',b'CDMA2000 1xEV-DO',,b'Optical trackpad',b'EV-DO Rev.A 3.1 Mbps',b'Not officially announced yet',b'Cancelled',b'-',b'-',,,b'Mini-SIM',b'TFT',"b'3.25 inches, 32.7 cm2'","b'480 x 360 pixels, 4:3 ratio (~185 ppi density)'",,b'BlackBerry OS 6.1',b'Qualcomm MSM8655 Snapdragon S2',b'800 MHz Scorpion',b'Adreno 205',b'microSDHC (dedicated slot)',"b'1GB ROM, 512MB RAM'",b'No',,b'LED flash',b'720p',b'5 MP',,b'Yes',b'Yes',b'Wi-Fi 802.11b/g/n',"b'2.1, A2DP'","b'Yes, with A-GPS'",b'Yes',b'No',b'microUSB 2.0',b'Accelerometer',b'Removable Li-Ion battery',b'Black',,,,,,,,,,b'MP3/eAAC+/WMA/WAV player MP4/H.264/WMV player Organizer Document viewer Voice memo/dial Predictive text input',,,,,,,,,,b'HTML',,,,,
