Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,,Type,Size,Resolution,OS,Chipset,CPU,Card slot,Internal,Single,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Talk time,Colors,Price,3G bands,4G bands,Speed,GPU,Features,_1,Features_1,_1_1,Stand-by,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Protection,Charging,Models,Talk time_1,SAR EU,Music play,SAR,Browser,Keyboard
b'acer',b'Acer Iconia Tab 10 A3-A30',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-10-a3-a30-new.png',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2015, April. Released 2015, June'",b'Discontinued',b'260 x 176 x 9.7 mm (10.24 x 6.93 x 0.38 in)',b'540 g (1.19 lb)',b'No',,b'LED-backlit IPS LCD',"b'10.1 inches, 295.8 cm2 (~64.6% screen-to-body ratio)'","b'1920 x 1200 pixels, 16:10 ratio (~224 ppi density)'",b'Android 5.0 (Lollipop)',b'Intel Atom Z3735F',b'Quad-core 1.33 GHz',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM, 64GB 2GB RAM'",b'5 MP',b'1080p@30fps',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'Yes',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 5910 mAh, non-removable (22 Wh)'",b'Up to 7 h 30 min (multimedia)',b'Black',b'About 250 EUR',,,,,,,,,,,,,,,,"b'Corning Gorilla Glass 4, oleophobic coating'",,,,,,,,
b'acer',b'Acer Iconia One 8 B1-820',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-one-8-b1-820.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2015, April. Released 2015, May'",b'Discontinued',b'213.9 x 127.7 x 9.5 mm (8.42 x 5.03 x 0.37 in)',b'355 g (12.52 oz)',b'No',,b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~67.9% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~189 ppi density)'",b'Android 5.0 (Lollipop)',b'Intel Atom Z3735G',b'Quad-core 1.33 GHz',b'microSDHC (dedicated slot)',"b'16GB 1GB RAM, 32GB 1GB RAM'",b'5 MP',b'1080p@30fps',b'VGA',b'',"b'Yes, with stereo speakers'",b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 4550 mAh, non-removable (17.2 Wh)'",b'Up to 8 h 30 min (multimedia)',"b'Black, White'",b'About 180 EUR',,,,,,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia Tab A3-A20',b'https://fdn2.gsmarena.com/vv/bigpic/acer-a3-20.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2014, October. Released 2014, October'",b'Discontinued',b'256.5 x 170.2 x 10.2 mm (10.10 x 6.70 x 0.40 in)',b'508 g (1.12 lb)',b'No',,b'LED-backlit IPS LCD',"b'10.1 inches, 295.8 cm2 (~67.8% screen-to-body ratio)'","b'1280 x 800 pixels, 16:10 ratio (~149 ppi density)'",b'Android 4.4 (KitKat)',b'Mediatek MT8127 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'microSDXC (dedicated slot)',b'16GB 1GB RAM',"b'5 MP, AF'",b'720p',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 5910 mAh, non-removable (A3-A20-K1AY)'",b'Up to 9 h (multimedia)',"b'Black, White'",b'About 190 EUR',,,,b'Mali-450MP4',,,,,b'',,,,,,,"b'Corning Gorilla Glass 4, oleophobic coating'",,,b'Up to 9 h (multimedia)',,,,,
b'acer',b'Acer Iconia Tab A3-A20FHD',b'https://fdn2.gsmarena.com/vv/bigpic/acer-a3-20.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2014, October. Released 2014, October'",b'Discontinued',b'256.5 x 170.2 x 10.2 mm (10.10 x 6.70 x 0.40 in)',b'508 g (1.12 lb)',b'No',,b'LED-backlit IPS LCD',"b'10.1 inches, 295.8 cm2 (~67.8% screen-to-body ratio)'","b'1920 x 1200 pixels, 16:10 ratio (~224 ppi density)'",b'Android 4.4 (KitKat)',b'Mediatek MT8127 (28 nm)',b'Quad-core 1.5 GHz Cortex-A7',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',"b'5 MP, AF'",b'720p',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS only',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 5910 mAh, non-removable (A3-A20FHD-K8KX)'",b'Up to 8 h (multimedia)',"b'Black, White'",b'About 230 EUR',,,,b'Mali-450MP4',,,,,b'',,,,,,,"b'Corning Gorilla Glass 4, oleophobic coating'",,,b'Up to 8 h (multimedia)',,,,,
b'acer',b'Acer Liquid Jade Z',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-jade-z.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2015, March. Released 2015, April'",b'Discontinued',b'143.5 x 69.8 x 8 mm (5.65 x 2.75 x 0.31 in)',b'110 g (3.88 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'HSDPA 850 / 900 / 1900 / 2100',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 5.0 (Lollipop)',b'Mediatek MT6732 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'microSDHC (uses shared SIM slot)',"b'8GB 1GB RAM (Jade Z), 16GB 2GB RAM (Jade Z+)'","b'13 MP, f/1.8, AF'",b'1080p@30fps',b'5 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 2300 mAh, non-removable'",b'Up to 7 h (2G) / Up to 4 h (3G)',"b'Black, White'",b'About 200 EUR',b'HSDPA 900 / 2100',"b'1, 3, 7, 20'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'Mali-T760MP2',"b'LED flash, HDR, panorama'",,,,b'Up to 410 h (2G) / Up to 400 h (3G)',,,,,,,b'Corning Gorilla Glass 3',,,,,,,,
b'acer',b'Acer Liquid Z520',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z520.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2015, March. Released 2015, April'",b'Discontinued',b'154 x 86 x 6.4 mm (6.06 x 3.39 x 0.25 in)',b'118 g (4.16 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'HSDPA 850 / 900 / 1900 / 2100',b'TFT',"b'5.0 inches, 75.7 cm2 (~57.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~187 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6582M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 2GB RAM'","b'8 MP, AF'","b'1080p@30fps, 720p@60fps'",b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2000 mAh, removable'",,"b'Black, White'",b'About 130 EUR',b'HSDPA 900 / 2100',,b'HSPA',b'Mali-400MP2',"b'LED flash, HDR, panorama'",,,,,,,,,,,,,b'Z520',,,,,,
b'acer',b'Acer Liquid Z220',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z220.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2015, March. Released 2015, April'",b'Discontinued',b'125.3 x 64 x 9.6 mm (4.93 x 2.52 x 0.38 in)',b'120 g (4.23 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM, dual stand-by)'",b'HSDPA 850 / 1900',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~56.8% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 5.0 (Lollipop)',b'Qualcomm Snapdragon 200 (28 nm)',b'Dual-core 1.2 GHz Cortex-A7',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',"b'5 MP, AF'",b'720p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1300 mAh, removable'",,"b'Black, White'",b'About 90 EUR',b'HSDPA 900 / 2100',,b'HSPA',b'Adreno 302',b'LED flash',b'HSDPA 850 / 1700(AWS)',,b'eMMC 4.5',,,,,,,,,,b'Z220',,,,,,
b'acer',b'Acer Liquid M220',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-m220.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2015, March. Released 2015, May'",b'Discontinued',b'124.9 x 64 x 9.6 mm (4.92 x 2.52 x 0.38 in)',b'119 g (4.20 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM, dual stand-by)'",b'HSDPA 850 / 1900',b'TFT',"b'4.0 inches, 45.5 cm2 (~57.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Microsoft Windows Phone 8.1',b'Qualcomm MSM8210 Snapdragon 200 (28 nm)',b'Dual-core 1.2 GHz Cortex-A7',b'microSDHC (dedicated slot)',"b'4GB 512MB RAM (M220), 8GB 1GB RAM (M220+)'","b'5 MP, AF'",b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1300 mAh, removable'",b'Up to 4 h',"b'Mystic Black, Pure White'",b'About 80 EUR',b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',b'Adreno 302',"b'LED flash, panorama'",b'HSDPA 850 / 1700(AWS)',,b'eMMC 4.5',b'Up to 200 h',,,,,,,,,,,,,,,
b'acer',b'Acer Liquid Z410',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z410.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2015, January. Released 2015, February'",b'Discontinued',b'136 x 66.7 x 9.9 mm (5.35 x 2.63 x 0.39 in)',b'145 g (5.11 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'HSDPA 850 / 900 / 1900 / 2100',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~61.5% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'",b'Android 4.4.4 (KitKat)',b'Mediatek MT6732M (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 2GB RAM'","b'5 MP, AF'","b'Yes, dual shot'",b'2 MP',b'',"b'Yes, dual speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2000 mAh, removable'",,b'Black',b'About 130 EUR',b'HSDPA 900 / 2100',"b'1, 3, 7, 20'","b'HSPA, LTE Cat4 150/50 Mbps'",b'Mali-T760MP2',b'LED flash',"b'2, 4, 7, 17'",,,,,,,,,,,,,,,,,,
b'acer',b'Acer Liquid Jade S',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-jade-s-s56.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2014, December. Released 2014, December'",b'Discontinued',b'143 x 69 x 7.8 mm (5.63 x 2.72 x 0.31 in)',b'116 g (4.09 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'HSDPA 850 / 900 / 1900 / 2100 - EU',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 4.4.4 (KitKat), upgradable to 5.1 (Lollipop)'",b'Mediatek MT6752M',b'Octa-core 1.5 GHz Cortex-A53',b'microSDHC (uses shared SIM slot)',b'16GB 2GB RAM',"b'13 MP, f/1.8, AF'",b'1080p@30fps',"b'5 MP, f/2.2'",b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2300 mAh, non-removable'",b'Up to 6 h (3G)',"b'Black, White, Red, Pink'",b'About 200 EUR',b'HSDPA 900 / 2100',"b'3, 8, 28 - Taiwan'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'Mali-T760MP2',"b'LED flash, HDR, panorama'",b'LTE 800 / 1800 / 2100 / 2600 - EU',,,b'Up to 250 h (3G)',b'Basemark OS II 2.0: 725Basemark X: 3934',,b'Photo / Video',b'Voice 60dB / Noise 56dB / Ring 60dB',,b'Endurance rating 43h',b'Corning Gorilla Glass 3',,b'S56',,,,,,
b'acer',b'Acer Liquid Z500',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z5.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2014, September. Released 2014, Septeber'",b'Discontinued',b'145 x 73 x 8.8 mm (5.71 x 2.87 x 0.35 in)',b'150 g (5.29 oz)',"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)'",b'HSDPA 850 / 900 / 1900 / 2100',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'microSDHC (dedicated slot)',"b'4GB 1GB RAM, 16GB 2GB RAM'","b'8 MP, AF'",b'1080p@30fps',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, non-removable'",,"b'Aquamarine Green, Sandy Silver, Titanium Black'",b'About 150 EUR',b'HSDPA 900 / 2100',,b'HSPA',b'Mali-400MP2',"b'LED flash, HDR'",,,,,,,,,,,b'Corning Gorilla Glass 3',,,,b'0.62 W/kg (head)',,,,
b'acer',b'Acer Liquid X1',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-x1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2014, June. Released 2014, September'",b'Discontinued',b'153.3 x 80.4 x 8.5 mm (6.04 x 3.17 x 0.33 in)',b'164 g (5.78 oz)',b'Micro-SIM',,b'IPS LCD',"b'5.7 inches, 89.6 cm2 (~72.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~258 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6592 (28 nm)',b'Octa-core 1.7 GHz Cortex-A7',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',"b'13 MP, AF'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2700 mAh, removable'",b'Up to 6 h (3G)',"b'Graphite black, Wine red'",b'About 260 EUR',b'HSDPA 900 / 2100',"b'3, 7'","b'HSPA, LTE'",b'Mali-450MP4',b'LED flash',,,,b'Up to 250 h (3G)',,,,,,,b'Corning Gorilla Glass 3',,,,,,,,
b'acer',b'Acer Liquid Jade',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-jade.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2014, June. Released 2014, July'",b'Discontinued',b'140.5 x 69 x 7.5 mm (5.53 x 2.72 x 0.30 in)',b'110 g (3.88 oz)',"b'Hybrid Dual SIM (Micro-SIM, dual stand-by)'",,b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~71.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'microSDHC (uses shared SIM slot)',"b'8GB 1GB RAM, 16GB 2GB RAM'","b'13 MP, AF'",b'1080p@30fps',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2100 mAh, non-removable'",b'Up to 5 h (3G)',"b'Black, White, Green, Pink, Gray'",b'About 180 EUR',b'HSDPA 900 / 2100',,b'HSPA',b'Mali-400MP2',b'LED flash',,,,b'Up to 330 h (3G)',,,,,,,b'Corning Gorilla Glass 3',,,,,,,,
b'acer',b'Acer Liquid E700',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-e700.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 & SIM 3',,,"b'2014, June. Released 2014, August'",b'Discontinued',b'147.3 x 73 x 9.9 mm (5.80 x 2.87 x 0.39 in)',b'155 g (5.47 oz)',b'Triple SIM (Micro-SIM)',,b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~64.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'microSDHC (dedicated slot)',"b'4GB 1GB RAM, 16GB 2GB RAM'","b'8 MP, AF'",b'1080p@30fps',b'2 MP',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3500 mAh, non-removable'",b'Up to 24 h',"b'Titan Black, Burgundy Red'",b'About 200 EUR',b'HSDPA 850 / 900 / 1900 / 2100',,b'HSPA',b'Mali-400MP2',b'LED flash',,b'LED flash',,b'Up to 1440 h',,,,,,,,,,,,b'Up to 100 h',,,
b'acer',b'Acer Liquid E600',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-e600-1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',,,"b'2014, June. Released 2014, September'",b'Discontinued',b'147 x 72 x 9.5 mm (5.79 x 2.83 x 0.37 in)',b'155 g (5.47 oz)',b'Micro-SIM',b'HSDPA 850 / 900 / 1900 / 2100',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.4.2 (KitKat)',b'Qualcomm MSM8926 Snapdragon 400 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'microSDHC (dedicated slot)',"b'4GB 1GB RAM, 16GB 2GB RAM'","b'8 MP, AF'",b'Yes',b'2 MP or VGA',b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, non-removable'",b'Up to 6 h (3G)',"b'Black, Green, Dark red'",b'About 200 EUR',b'HSDPA 900 / 2100',"b'1, 3, 7, 20'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'Adreno 305',"b'LED flash, HDR'",b'LTE: 800 / 1700(AWS) 1800 / 1900 / 2100 / 2600 MHz',,b'eMMC 4.5',,,,,,,,,,,,,,,,
b'acer',b'Acer Liquid Z200',b'https://fdn2.gsmarena.com/vv/bigpic/acer-liquid-z200.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',,,"b'2014, June. Released 2014, September'",b'Discontinued',b'126 x 65 x 10.3 mm (4.96 x 2.56 x 0.41 in)',b'130 g (4.59 oz)',"b'Single SIM (Mini-SIM) or Dual SIM (Mini-SIM/Micro-SIM, dual stand-by)'",b'HSDPA 850 / 900 / 1900 / 2100',b'TFT',"b'4.0 inches, 45.5 cm2 (~55.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6572M (28 nm)',b'Dual-core 1.0 GHz Cortex-A7',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',b'2 MP',b'Yes',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 1300 mAh, removable'",,"b'Titanium Black, Essential White, Fragrant Pink, Sky Blue, Sunshine Yellow'",b'About 90 EUR',b'HSDPA 900 / 2100',,b'HSPA',b'Mali-400',b'Panorama',b'No',,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia Tab 8 A1-840FHD',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-8-2014-1.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2014, June. Released 2014, September'",b'Discontinued',b'215 x 130 x 8.5 mm (8.46 x 5.12 x 0.33 in)',b'360 g (12.70 oz)',b'No',b'HDMI port',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~66.4% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~283 ppi density)'",b'Android 4.4.2 (KitKat)',b'Intel Atom Z3745',b'Quad-core 1.86 GHz',b'microSDHC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM'",b'5 MP',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band'","b'4.0, A2DP'","b'Yes, GLONASS'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 4600 mAh, non-removable'",b'Up to 7 h 30 min (multimedia)',b'Silver',b'About 200 EUR',,,,b'Intel Gen 7 (Ivy Bridge)',,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia Tab 7 A1-713',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-7.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 N/A',b'Yes',b'Yes',"b'2014, April. Released 2014, August'",b'Discontinued',b'8.9 mm thickness',b'298 g (10.51 oz)',b'Mini-SIM',,b'TFT',"b'7.0 inches, 137.9 cm2'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'","b'Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)'",,b'Quad-core',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',b'2 MP',b'Yes',b'Yes',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 3400 mAh, non-removable'",b'Up to 6 h (multimedia)',b'Black',b'About 110 EUR',b'HSDPA',,b'HSPA',,,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia Tab 7 A1-713HD',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-tab-7.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 N/A',b'Yes',b'Yes',"b'2014, April. Released 2014, August'",b'Discontinued',b'8.9 mm thickness',b'298 g (10.51 oz)',b'Mini-SIM',,b'IPS LCD',"b'7.0 inches, 142.1 cm2'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'",b'Android 4.4.2 (KitKat)',,b'Quad-core',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',b'5 MP',b'Yes',b'Yes',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 3400 mAh, non-removable'",b'Up to 6 h (multimedia)',b'Black',b'About 150 EUR',b'HSDPA',,b'HSPA',,,,,,,,,,,,,,,,,,,,,
b'acer',b'Acer Iconia One 7 B1-730',b'https://fdn2.gsmarena.com/vv/bigpic/acer-iconia-one-7.jpg',b'No cellular connectivity',b'N/A',b'No',b'No',"b'2014, April. Released 2014, June'",b'Discontinued',b'8.9 mm thickness',b'-',b'No',,b'IPS LCD',"b'7.0 inches, 142.1 cm2'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'","b'Android 4.2.2 (Jelly Bean), upgradable to 4.4.2 (KitKat)'",b'Intel Atom Z2560',b'Dual-core 1.6 GHz',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'5 MP',b'Yes',b'Yes',b'',"b'Yes, with stereo speakers'",b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'No',b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 3700 mAh, non-removable'",b'Up to 7 h (multimedia)',"b'Red, white, black, blue, pink'",b'About 90 EUR',,,,b'PowerVR SGX544MP2',,,,,,,,,,,,,,,,,,,,
