Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Triple_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,_1_1,Single,SAR,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,Dual,Dual_1,Stand-by,Talk time,Audio quality,64GB 6GB RAM,Single_1,512GB 8GB RAM,Music play,Infrared port,GPRS,EDGE,SAR EU,Browser,Alert types,Keyboard,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1
b'asus',b'Asus Zenfone 3 Deluxe 5.5 ZS550KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-deluxe-55-inch.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, October'","b'Available. Released 2016, October'",b'151.5 x 76.7 x 7.8 mm (5.96 x 3.02 x 0.31 in)',b'151 g (5.33 oz)',,"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Corning Gorilla Glass 4',"b'Android 6.1 (Marshmallow), upgradable to 7 (Nougat), ZenUI 3'",b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',b'microSDXC (uses shared SIM slot)',b'64GB 4GB RAM',b'eMMC 5.1',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'4K@30fps',,,b'1080p@30fps',b'Yes',b'Yes',b'24-bit/192kHz audio',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'","b'Fast charging 18W, 60% in 40 min (advertised) Quick Charge 3.0'",b'Shimmer Gold',b'Z01FD',b'About 280 EUR',,,,,,,,,,"b'16 MP, f/2.0, PDAF, Laser AF, OIS'",,,,,,,,,,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenpad Z10 ZT500KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-z10-zt500kl.jpg',b'LTE',b'N/A',,"b'2, 4, 5, 13'",,b'LTE-A Cat6 300/50 Mbps',"b'2016, October'","b'Available. Released 2016, October'",b'242.3 x 166.1 x 7.1 mm (9.54 x 6.54 x 0.28 in)',b'490 g (1.08 lb)',,b'Nano-SIM',b'IPS LCD',"b'9.7 inches, 291.4 cm2 (~72.4% screen-to-body ratio)'","b'1536 x 2048 pixels, 4:3 ratio (~264 ppi density)'",,"b'Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)'",b'Qualcomm MSM8956 Snapdragon 650',b'Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72)',b'Adreno 510',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'eMMC 4.5',,"b'HDR, panorama'",b'1080p@30fps',,,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',,"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'",b'Yes',b'No',b'No',b'USB Type-C',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 7800 mAh, non-removable'",,b'Gray',,b'About 300 EUR',,,,,,,,,,b'8 MP',b'1.25 W/kg (head)',,,,,,b'Up to 1344 h (3G)',b'Up to 20 h (3G)',,,b'5 MP',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Zenwatch 3 WI503Q',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenwatch-3.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2016, August'","b'Available. Released 2016, December'",b'45 x 45 x 10.8 mm (1.77 x 1.77 x 0.43 in)',b'48 g (1.69 oz)',"b'Glass front (Gorilla Glass 3), stainless steel 316L frame'",b'No',b'AMOLED',"b'1.39 inches, 12.5 cm2 (~61.9% screen-to-body ratio)'","b'400 x 400 pixels, 1:1 ratio (~287 ppi density)'",b'Corning Gorilla Glass 3',b'Android Wear OS 2.1',b'Qualcomm MSM8909W Snapdragon Wear 2100',b'Quad-core 1.1 GHz Cortex-A7',b'Adreno 304',b'No',b'4GB 512MB RAM',b'IP67 dust/water resistant (up to 1m for 30 mins) Compatible with standard 18mm straps',,,,,,,b'Yes',b'No',b'eMMC 4.5',b'Wi-Fi 802.11 b/g/n',"b'4.1, LE'",b'No',b'No',b'No',b'No',"b'Accelerometer, gyro'","b'Li-Ion 341 mAh, non-removable'","b'Fast charging 18W, 60% in 15 min (advertised) HyperCharge'","b'Gunmetal, Silver, Rose gold'",,b'About 230 EUR',,,,,,,,,b'MP3 player Voice dial/commands',,,,,,,,b'Up to 48 h (mixed usage)',,,,,,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Zenpad 3S 10 Z500M',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-3s.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2016, July'","b'Available. Released 2016, August'",b'240.5 x 163.7 x 7.2 mm (9.47 x 6.44 x 0.28 in)',b'430 g (15.17 oz)',,b'No',b'IPS LCD',"b'9.7 inches, 291.4 cm2 (~74.0% screen-to-body ratio)'","b'1536 x 2048 pixels, 4:3 ratio (~264 ppi density)'",b'Oleophobic coating',"b'Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)'",b'Mediatek MT8176',b'Hexa-core (2x2.1 GHz Cortex-A72 & 4x1.7 GHz Cortex-A53)',b'PowerVR GX6250',b'microSDXC (dedicated slot)',"b'32GB 4GB RAM, 64GB 4GB RAM'",,,"b'HDR, panorama'",b'1080p@30fps',,,b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',,"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, EDR, aptX'",b'Yes; GLONASS',b'No',b'No',b'USB Type-C 2.0',"b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5900 mAh, non-removable (22 Wh)'",b'Fast charging 18W Quick Charge 3.0',"b'Silver, Grey'",b'P027',b'About 340 EUR',,,,,,,,,,b'8 MP',,,,,,,,b'Up to 10 h (multimedia)',,,b'5 MP',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Zenfone 3 Max ZC520TL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-max-zc520tl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - Global',"b'1, 2, 3, 4, 5, 7, 8, 18, 19, 26, 28, 38, 41 - Taiwan'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, July'","b'Available. Released 2016, August'",b'149.5 x 73.7 x 8.6 mm (5.89 x 2.90 x 0.34 in)',b'148 g (5.22 oz)',"b'Glass front, aluminum back, aluminum frame'","b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~67.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",,"b'Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), ZenUI 3'",b'Mediatek MT6737M (28 nm)',b'Quad-core 1.25 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (uses shared SIM slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'",b'HSDPA 850 / 900 / 2100 - India',,"b'LED flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'1, 3, 5, 8, 40 - India'","b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4130 mAh, non-removable'",b'Reverse charging',"b'Titanium Grey, Glacier Silver, Sand Gold'","b'X008D, X008DA, X008DC, X00KD'",b'About 230 EUR',,,,,,,,,b'eMMC 5.0',"b'13 MP, f/2.2, AF'",,,,,,,b'Up to 720 h (3G)',b'Up to 20 h (3G)',,,"b'5 MP, f/2.0'",,b'Up to 87 h',,,,,,,,,,,,,,
b'asus',b'Asus Zenfone 3 Laser ZC551KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-laser-zc551kl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - Global',"b'1, 2, 3, 5, 7, 8, 20 - Global'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, July'","b'Available. Released 2016, August'",b'149 x 76 x 7.9 mm (5.87 x 2.99 x 0.31 in)',b'150 g (5.29 oz)',,"b'Hybrid Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~73.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Corning Gorilla Glass 3',"b'Android 6.1 (Marshmallow), upgradable to Android 8.0 (Oreo)'",b'Qualcomm MSM8937 Snapdragon 430 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',b'microSDXC (uses shared SIM slot)',"b'16GB 2GB RAM, 32GB 4GB RAM'",b'HSDPA 800 / 850 / 900 / 1900 / 2100 - Asia',,"b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps (gyro-EIS)',,,b'',b'Yes',b'Yes',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Sand Gold, Glacier Silver'","b'Z01BDB, Z01BDA, Z01BD, Z01BDC'",b'About 160 EUR',,,,,,,,,b'eMMC 5.1',"b'13 MP, f/2.0, 1/3.1"", 1.12\xc2\xb5m, Laser AF'",,,,,,,,,,,"b'8 MP, f/2.0, 24mm'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone 3 ZE520KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ZE520KL-1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 / 800 - Taiwan',"b'1, 2, 3, 5, 7, 8, 18, 19, 26, 28, 38, 39, 40, 41 - Taiwan'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Global) or LTE-A (2CA) Cat6 300/50 Mbps (TW/HK/SG/PH)'","b'2016, July'","b'Available. Released 2016, August'",b'146.9 x 74 x 7.7 mm (5.78 x 2.91 x 0.30 in)',b'144 g (5.08 oz)',,"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'Super IPS+',"b'5.2 inches, 74.5 cm2 (~68.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'",b'Corning Gorilla Glass 3',"b'Android 6.1 (Marshmallow), upgradable to 7 (Nougat), ZenUI 3'",b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",b'HSDPA 850 / 900 / 1900 / 2100 - Global',,"b'Dual-LED dual-tone flash, panorama, HDR'","b'4K@30fps, 1080p@60fps'",,,b'1080p@30fps',b'Yes',b'Yes',b'HSDPA 850 / 900 / 2100 - India',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'FM radio, RDS'","b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 2600 mAh, non-removable'",,"b'Sapphire Black, Moonlight White, Shimmer Gold'","b'Z017DB, Z017D, Z017DA, Z017DC, ZE520KL, ZA520KL'",b'About 280 EUR',,,,,,,,,b'24-bit/192kHz audio',"b'16 MP, f/2.0, PDAF, Laser AF, 4-axis OIS'",,,,,,,,,,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone Pegasus 3',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-pegasus-3.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 & TD-SCDMA',"b'1, 3, 7, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, June'","b'Available. Released 2016, June'",b'149.5 x 73.7 x 8.6 mm (5.89 x 2.90 x 0.34 in)',b'158.4 g (5.57 oz)',,b'Hybrid Dual SIM',b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~67.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",,"b'Android 6.0.1 (Marshmallow), ZenUI'",b'Mediatek MT6737 (28 nm)',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDXC (uses shared SIM slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'",b'eMMC 5.0',,"b'LED flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Ion 4100 mAh, non-removable'",,"b'Gold, silver, gray, rose gold'","b'X008, X008DB'",b'About 210 EUR',,,,,,,,,,"b'13 MP, f/2.2, AF'",,,,,,,,,,,"b'5 MP, f/2.0'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenpad Z8',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-z8.jpg',b'LTE',b'',,"b'2, 4, 5, 13'",,b'LTE-A',"b'2016, June'","b'Available. Released 2016, June'",b'205.2 mm x 136.4 mm x (unknown thickness) mm',b'320.1 g (11.29 oz)',,b'Micro-SIM (built-in)',b'IPS LCD',"b'7.9 inches, 193.3 cm2 (~69.1% screen-to-body ratio)'","b'1536 x 2048 pixels, 4:3 ratio (~324 ppi density)'",,b'Android 6.0 (Marshmallow)',b'Qualcomm MSM8956 Snapdragon 650',b'Hexa-core (4x1.4 GHz Cortex-A53 & 2x1.8 GHz Cortex-A72)',b'Adreno 510',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',b'eMMC 4.5',,,b'Yes',,,b'',"b'Yes, dual speakers'",b'Yes',,"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 4680 mAh, non-removable'",,b'Black',,,,,,,,,,,,b'8 MP',,,,,,,,,,,b'Yes',,,,b'Yes',b'Yes',,,,,,,,,,,
b'asus',b'Asus Zenfone 3 Ultra ZU680KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ultra-zu680kl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 / 800',"b'1, 3, 5, 7, 8, 18, 19, 20, 26, 28, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2016, May'","b'Available. Released 2016, August'",b'186.4 x 93.9 x 6.8 mm (7.34 x 3.70 x 0.27 in)',b'233 g (8.22 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.8 inches, 127.5 cm2 (~72.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~324 ppi density)'",b'Corning Gorilla Glass 4',"b'Android 6.1 (Marshmallow), ZenUI 3'",b'Qualcomm MSM8976 Snapdragon 652 (28 nm)',b'Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53)',b'Adreno 510',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 3GB RAM, 128GB 4GB RAM'",b'eMMC 5.1',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',,,b'1080p@30fps',"b'Yes, dual speakers'",b'Yes',b'24-bit/192kHz audio',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 4600 mAh, non-removable'","b'Fast charging 18W, 60% in 45 min (advertised) Quick Charge 3.0'","b'Glacier Silver, Titanium Gray, Metallic Pink'",,b'About 300 EUR',,,,,,,,,,"b'23 MP, f/2.0, 1/2.6"", 1.0\xc2\xb5m, PDAF, Laser AF, 4-axis OIS'",,,,,,,,b'Up to 34 h (3G)',,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone 3 Deluxe ZS570KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-deluxe-zs570kl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100',"b'1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 20, 26, 28, 29, 30, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps'","b'2016, May'","b'Available. Released 2016, August'",b'156.4 x 77.4 x 7.5 mm (6.16 x 3.05 x 0.30 in)',b'170 g (6.00 oz)',,"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'Super AMOLED',"b'5.7 inches, 89.6 cm2 (~74.0% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~386 ppi density)'",b'Corning Gorilla Glass 4',"b'Android 6.1 (Marshmallow), upgradable to Android 8 (Oreo), ZenUI 3'",b'Qualcomm MSM8996 Snapdragon 820 (14 nm)Qualcomm MSM8996 Snapdragon 821 (14 nm)',b'Quad-core (2x2.15 GHz Kryo & 2x1.6 GHz Kryo)Quad-core (2x2.4 GHz Kryo & 2x2.0 GHz Kryo)',b'Adreno 530',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 128GB 4GB RAM, 256GB 6GB RAM'",b'24-bit/192kHz audio',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'4K@30fps',,,b'1080p@30fps',b'Yes',b'Yes',,"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'No',"b'USB Type-C 3.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'","b'Fast charging 18W, 60% in 40 min (advertised) Quick Charge 3.0'","b'Glacier Silver, Titanium Gray, Shimmer Gold'",b'Z016D',b'About 230 EUR',,,,,,,,,,"b'23 MP, f/2.0, 1/2.6"", 1.0\xc2\xb5m, PDAF, Laser AF, 4-axis OIS'",,,,,,,,,,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone 3 ZE552KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-3-ze552kl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - Global',"b'1, 2, 3, 5, 7, 8, 20 - Global'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps (Global), LTE-A (2CA) Cat6 300/50 Mbps (Taiwan)'","b'2016, May'","b'Available. Released 2016, August'",b'152.6 x 77.4 x 7.7 mm (6.01 x 3.05 x 0.30 in)',b'155 g (5.47 oz)',"b'Glass front (Gorilla Glass 3), glass back (Gorilla Glass 3), aluminum frame'","b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'Super IPS+',"b'5.5 inches, 83.4 cm2 (~70.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Corning Gorilla Glass 3',"b'Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat), ZenUI 3'",b'Qualcomm MSM8953 Snapdragon 625 (14 nm)',b'Octa-core 2.0 GHz Cortex-A53',b'Adreno 506',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",b'HSDPA 850 / 900 / 1900 / 2100 / 800 - Taiwan',,"b'Dual-LED dual-tone flash, panorama, HDR'",b'4K@30fps',,,b'1080p@30fps',b'Yes',b'Yes',b'HSDPA 850 / 900 / 2100 - India',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Ion 3000 mAh, non-removable'",,"b'Sapphire Black, Moonlight White, Shimmer Gold'","b'Z012DB, Z012D, Z012DA, Z012DC, Z012S, Z012DE'",b'About 330 EUR',b'Basemark OS II 2.0: 1205',"b'Contrast ratio: 1355 (nominal),  2.563 (sunlight)'",b'Photo / Video',b'Voice 65dB / Noise 70dB / Ring 76dB',b'Endurance rating 74h',,,,b'24-bit/192kHz audio',"b'16 MP, f/2.0, PDAF, Laser AF, 3-axis OIS'",,,,,,,,,b'Noise -86.6dB / Crosstalk -91.1dB',,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone Max ZC550KL (2016)',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-max-zc550kl-1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - India',"b'1, 3, 5, 38, 39, 40, 41 - India'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, May'","b'Available. Released 2016, May'",b'156 x 77.5 x 10.6 mm (6.14 x 3.05 x 0.42 in)',b'202 g (7.13 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~69.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Corning Gorilla Glass 4',"b'Android 6.0.1 (Marshmallow), ZenUI'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',"b'32GB 2GB RAM, 32GB 3GB RAM'",b'eMMC 4.5',,"b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Reverse charging',"b'Black, White, Orange, Blue'",b'Z010DD',b'About 170 EUR',,,,,,,,,,"b'13 MP, f/2.0, Laser AF'",,,,,,,b'Up to 914 h (3G)',b'Up to 38 h (3G)',,,"b'5 MP, f/2.0'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone Go ZB450KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-go-zb452kg.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'HSDPA 850 / 900 / 2100 - Global, India'","b'1, 3, 5, 7, 8 - Global'",,"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2016, July'","b'Available. Released 2016, August'",b'136.5 x 66.7 x 11.2 mm (5.37 x 2.63 x 0.44 in)',b'135 g (4.76 oz)',,"b'Hybrid Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~61.3% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",,"b'Android 6 (Marshmallow), ZenUI 2'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (uses shared SIM slot)',b'8GB 1GB RAM',"b'GSM 900 / 1800 - Taiwan, Europe'",,"b'LED flash, HDR, panorama'",b'720p',,,b'',b'Yes',b'Yes',"b'HSDPA 900 / 2100 - Taiwan, Europe'","b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 2070 mAh, removable'",,"b'Glacier Grey/Silver, Blue/Sheer Gold, Charcoal Black, Pearl White, Glamor Red, Lemon Yellow'",b'X009DA',b'About 110 EUR',,,,,,,,,b'eMMC 4.5',"b'8 MP, f/2.0, AF'",,,,,,,,,,,"b'2 MP, f/2.4'",,,,,,,,,,,,,,,,
