Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Triple_1,Features_1,Video_1,Loudspeaker,3.5mm jack,_1,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Performance,Display,Camera,Loudspeaker_1,Battery life,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,_1_1,Single,SAR,128GB 12GB RAM,256GB 12GB RAM,512GB 12GB RAM,Dual,Dual_1,Stand-by,Talk time,Audio quality,64GB 6GB RAM,Single_1,512GB 8GB RAM,Music play,Infrared port,GPRS,EDGE,SAR EU,Browser,Alert types,Keyboard,Phonebook,Call records,Messaging,Games,Java,Stand-by_1,Talk time_1
b'asus',b'Asus Zenfone 2 Deluxe ZE551ML',b'https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-deluxe-ze551ml.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 4, 5, 8, 9, 18, 19, 28 - Taiwan'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4+ 250/50 Mbps, LTE-A (2CA) Cat6 300/50 Mbps (Special Edition)'","b'2015, August. Released 2015, September'",b'Discontinued',b'152.5 x 77.2 x 10.9 mm (6.00 x 3.04 x 0.43 in)',b'170 g (6.00 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Corning Gorilla Glass 3',"b'Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI'",b'Intel Atom Z3580Intel Atom Z3560Intel Atom Z3590',b'Quad-core 2.3 GHzQuad-core 1.8 GHzQuad-core 2.5 GHz',b'PowerVR G6430',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM'",b'TD-SCDMA - India',,"b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'1, 2, 3, 4, 5, 7, 8, 20 - Global'","b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'FM radio, RDS'","b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'","b'Fast charging 18W, 60% in 40 min (advertised)'","b'White, Pink, PurpleSilver Polygon/Carbon Night (Black) - Special Edition'",,b'About 350 EUR',b'Basemark OS II 2.0: 1090Basemark X: 12565',,,b'Voice 62dB / Noise 61dB / Ring 67dB',b'Endurance rating 59h',,,,"b'1, 3, 38, 39, 40, 41 - India'","b'13 MP, f/2.0, AF'",,,,,,,,,,,"b'5 MP, f/2.0'",,,,,,b'0.35 W/kg (head)',,,,,,,,,,
b'asus',b'Asus Zenfone 2 Laser ZE601KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-laser-ze601kl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - TW/WW version',"b'1, 2, 3, 5, 6, 8, 9, 18, 19, 28 - TW version'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, August. Released 2015, December'",b'Discontinued',b'164.6 x 84 x 10.6 mm (6.48 x 3.31 x 0.42 in)',b'190 g (6.70 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 99.2 cm2 (~71.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'",b'Corning Gorilla Glass 4',"b'Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI'",b'Qualcomm MSM8939v2 Snapdragon 616 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A53 & 4x1.2 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'","b'1, 2, 3, 5, 7, 8, 20 - WW version'",,"b'Dual-LED dual-tone flash, panorama, HDR'","b'1080p@30fps, 720p@60fps'",,,b'',"b'Yes, dual speakers'",b'Yes',b'eMMC 4.5',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.1, A2DP, EDR'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, removable'",,"b'Glacier Gray, Sheer Gold, Glamour Red'","b'Z011D, Z011DD'",b'About 270 EUR',,,,,,,,,,"b'13 MP, f/2.0, Laser AF'",,,,,,,,,,,"b'5 MP, f/2.0'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone 2 Laser ZE600KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2-laser-ze601kl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - TW/WW version',"b'1, 2, 3, 5, 8, 9, 28 - TW version'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, October'","b'Available. Released 2016, January'",b'164.6 x 84 x 10.6 mm (6.48 x 3.31 x 0.42 in)',b'190 g (6.70 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 99.2 cm2 (~71.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~245 ppi density)'",b'Corning Gorilla Glass 4',"b'Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'","b'1, 2, 3, 5, 7, 8, 20 - WW version'",,"b'Dual-LED dual-tone flash, panorama, HDR'","b'1080p@30fps, 720p@60fps'",,,b'',"b'Yes, dual speakers'",b'Yes',b'eMMC 4.5',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.1, A2DP, EDR'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, removable'",,"b'Glacier Gray, Sheer Gold, Glamour Red'",b'Z00MD',b'About 310 EUR',,,,,,,,,,"b'13 MP, f/2.0, Laser AF'",,,,,,,,,,,"b'5 MP, f/2.0'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone 2 Laser ZE550KL',b'https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze550kl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - Global',"b'1, 2, 3, 5, 7, 8, 20 - Global'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, August. Released 2015, September'",b'Discontinued',b'152.5 x 77.2 x 10.8 mm (6.00 x 3.04 x 0.43 in)',b'170 g (6.00 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Corning Gorilla Glass 4',"b'Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 306Adreno 405',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'","b'1, 2, 3, 5, 6, 8, 9, 18, 19, 28 - Taiwan'",,"b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'1, 3, 38, 40, 41 - India'","b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, removable'",,"b'Black, White, Red, Silver, Gold'","b'Z00LD, Z00LDD'",b'About 220 EUR',,,,,,,,,b'eMMC 4.5',"b'13 MP, f/2.0, Laser AF'",,,,,,,,,,,"b'5 MP, f/2.0, AF'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone 2 Laser ZE500KG',b'https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze500.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',,,b'HSPA 42.2/5.76 Mbps',"b'2015, August. Released 2015, October'",b'Discontinued',b'143.7 x 71.5 x 10.5 mm (5.66 x 2.81 x 0.41 in)',b'140 g (4.94 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'TFT',"b'5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass 4',"b'Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',"b'8GB 2GB RAM, 16GB 2GB RAM'",b'eMMC 4.5',,"b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, compass'","b'Li-Ion 2040 mAh, removable'",,"b'Black, Ceramic White, Silver, Sheer Gold, Glamour Red'","b'Z00RD, Z00WD'",b'About 200 EUR',,,,,,,,,,"b'8 MP, f/2.0, Laser AF'",,,,,,,,,,,"b'5 MP, f/2.0, AF'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone 2 Laser ZE500KL',b'https://fdn2.gsmarena.com/vv/bigpic/zenfone-2-laser-ze500.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - Global',"b'1, 2, 3, 5, 7, 8, 20 - Global'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, August. Released 2015, August'",b'Discontinued',b'143.7 x 71.5 x 10.5 mm (5.66 x 2.81 x 0.41 in)',b'140 g (4.94 oz)',"b'Glass front (Gorilla Glass 4), plastic back, plastic frame'","b'Dual SIM (Micro-SIM, dual stand-by)'",b'TFT',"b'5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Corning Gorilla Glass 4',"b'Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',"b'8GB 2GB RAM, 16GB 2GB RAM'",b'HSDPA 800 / 850 / 2100 / 900 / 1900 - Taiwan',,"b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',"b'1, 3, 5, 6, 8, 9, 18, 19, 28 - Taiwan'","b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2400 mAh, removable'",,b'Black/Ceramic White/Silver/Purple/Aqua Blue/Sheer Gold/Glamour Red',b'Z00ED',b'About 210 EUR',,,,,,,,,b'eMMC 4.5',"b'13 MP, f/2.0, Laser AF'",,,,,,,,,,,"b'5 MP, f/2.0, AF'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenpad 7.0 Z370CG',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-70-z370cg.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',,,b'HSPA 21.1/5.76 Mbps',"b'2015, August. Released 2015, August'",b'Discontinued',b'189 x 110.9 x 8.7 mm (7.44 x 4.37 x 0.34 in)',b'272 g (9.59 oz)',,b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 142.1 cm2 (~67.8% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~216 ppi density)'","b'Corning Gorilla Glass, oleophobic coating'",b'Android 5.0 (Lollipop)',b'Intel Atom x3-C3230',b'Quad-core',b'Mali-450MP4',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,,b'LED flash',b'Yes',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 3500 mAh, non-removable (13 Wh)'",,"b'Black, White, Aurora Metallic'",,b'About 160 EUR',,,,,,,,,,"b'8 MP, f/2.0, AF'",,,,,,,,b'Up to 8 h (multimedia)',,,b'2 MP',,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone 2E',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-2e.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE (unspecified)',,"b'HSPA, LTE'","b'2015, July. Released 2015, July'",b'Discontinued',b'148.1 x 71.4 x 10.9 mm (5.83 x 2.81 x 0.43 in)',b'155.1 g (5.47 oz)',,b'Micro-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,"b'Android 5.0 (Lollipop), ZenUI'",b'Intel Atom Z2560',b'Dual-core 1.6 GHz',b'PowerVR SGX544MP2',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',,,"b'LED flash, panorama, HDR'",b'1080p@30fps',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 2500 mAh, non-removable'",,"b'Charcoal Black, Pearl White'",,b'About 110 EUR',,,,,,,,,,"b'8 MP, AF'",,,,,,,,b'Up to 19 h (3G)',,,b'2 MP',,,,,,,,,,,,,,,,
b'asus',b'Asus Pegasus 2 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/asus-pegasus-2-plus-.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'",,"b'HSPA, LTE'","b'2015, July. Released 2015, December'",b'Discontinued',b'151.8 x 75.5 x 8.1 mm (5.98 x 2.97 x 0.32 in)',b'156 g (5.50 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",,b'Android 5.1.1 (Lollipop)',b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDHC (dedicated slot)',b'32GB 3GB RAM',b'eMMC 4.5',,"b'Dual-LED dual-tone flash, HDR, panorama'",b'1080p@30fps',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3030 mAh, non-removable'",,"b'Rose Gold, White'",b'X550',b'About 300 EUR',,,,,,,,,,"b'13 MP, f/2.0, AF'",,,,,,,,,,,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenpad S 8.0 Z580CA',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-s-80.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2015, June. Released 2015, August'",b'Discontinued',b'203.2 x 134.5 x 6.6 mm (8.0 x 5.30 x 0.26 in)',b'298 g (10.51 oz)',,b'No',b'IPS LCD',"b'8.0 inches, 198.2 cm2 (~72.5% screen-to-body ratio)'","b'1536 x 2048 pixels, 4:3 ratio (~320 ppi density)'",b'Corning Gorilla Glass 3',b'Android 5.0 (Lollipop)',b'Intel Atom Z3560 or Z3580',b'Quad-core',b'PowerVR G6430',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM, 64GB 4GB RAM'",b'Active Pen support',,,b'Yes',,,b'',"b'Yes, with stereo speakers'",b'Yes',,b'Wi-Fi 802.11 a/b/g/n/ac',"b'4.1, LE'","b'Yes, GLONASS'",b'No',b'No',b'USB Type-C',"b'Accelerometer, compass'","b'Li-Po 3950 mAh, non-removable (15.2 Wh)'",,"b'Black, White'",,,,,,,,,,,,b'8 MP',,,,,,,,b'Up to 8 h (multimedia)',,,b'5 MP',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Zenpad S 8.0 Z580C',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-s-80.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2015, June. Released 2015, August'",b'Discontinued',b'203.2 x 134.5 x 6.9 mm (8.0 x 5.30 x 0.27 in)',b'317 g (11.18 oz)',,b'No',b'IPS LCD',"b'8.0 inches, 198.2 cm2 (~72.5% screen-to-body ratio)'","b'1536 x 2048 pixels, 4:3 ratio (~320 ppi density)'",b'Oleophobic coating',b'Android 5.0 (Lollipop)',b'Intel Atom Z3530',b'Quad-core',b'PowerVR G6430',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM'",,,,b'Yes',,,b'',"b'Yes, with stereo speakers'",b'Yes',,b'Wi-Fi 802.11 a/b/g/n/ac',"b'4.1, LE'","b'Yes, GLONASS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, compass'","b'Li-Po 4000 mAh, non-removable (15.2 Wh)'",,"b'Black, White'",,,,,,,,,,,,b'5 MP',,,,,,,,b'Up to 8 h (multimedia)',,,b'2 MP',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Zenpad 8.0 Z380KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-80.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, June. Released 2015, July'",b'Discontinued',b'209 x 123 x 8.5 mm (8.23 x 4.84 x 0.33 in)',b'350 g (12.35 oz)',,b'Micro-SIM',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~72.2% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~189 ppi density)'",b'Corning Gorilla Glass 1',"b'Android 5.0 (Lollipop), upgradable to 6.0.1 (Marshmallow)'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)Qualcomm MSM8929 Snapdragon 415 (28 nm)',b'Octa-core (4x Cortex-A53 & 4x Cortex-A53)Octa-core',b'Adreno 306Adreno 405',b'microSDXC (dedicated slot)',"b'8GB 1GB RAM, 16GB 2GB RAM'",b'eMMC 4.5',,,b'1080p@30fps',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable (15.2 Wh)'",,"b'Black, White, Aurora Metallic'",b'P024',b'About 280 EUR',,,,,,,,,,"b'5 MP or 8 MP, f/2.0, AF'",,,,,,,,b'Up to 10 h (multimedia)',,,"b'2 MP, f/2.2'",,,,,,,,,,,,,,,,
b'asus',b'Asus Zenpad 8.0 Z380C',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-80.jpg',b'No cellular connectivity',b'N/A',,,,,"b'2015, June. Released 2015, July'",b'Discontinued',b'209 x 123 x 8.5 mm (8.23 x 4.84 x 0.33 in)',b'350 g (12.35 oz)',,b'No',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~72.2% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~189 ppi density)'",b'Oleophobic coating',b'Android 5.0 (Lollipop)',b'Intel Atom x3-C3200',b'Quad-core',b'Mali-450MP4',b'microSDXC (dedicated slot)',"b'8GB 1GB RAM, 16GB 2GB RAM'",,,,b'Yes',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, GLONASS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, compass'","b'Li-Po 4000 mAh, non-removable (15.2 Wh)'",,"b'Black, White, Aurora Metallic'",,,,,,,,,,,,"b'5 MP, AF 2 MP, no AF'",,,,,,,,b'Up to 8 h (multimedia)',,,b'2 MPVGA',,,,b'No',b'No',,,,,,,,,,,
b'asus',b'Asus Zenpad C 7.0 Z170MG',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-c-70.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,,b'HSPA 21.1/11.5 Mbps',"b'2015, June. Released 2015, August'",b'Discontinued',b'189 x 108 x 9.5 mm (7.44 x 4.25 x 0.37 in)',b'275 g (9.70 oz)',,b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~67.6% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Oleophobic coating',b'Android 5.0 (Lollipop)',b'Mediatek MT8382V/W (28 nm)',b'Quad-core Cortex-A7',b'Mali-400MP2',b'microSDXC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,,,b'Yes',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 3500 mAh, non-removable (13 Wh)'",,"b'Black, White'",,,,,,,,,,,,b'5 MP',,,,,,,,b'Up to 8 h 30 min',,,b'VGA',,,,,,,,,,,,,,,,
b'asus',b'Asus Zenpad C 7.0',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenpad-c-70.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100 - Z170CG',,,b'HSPA',"b'2015, June. Released 2015, July'",b'Discontinued',b'189 x 108 x 8.4 mm (7.44 x 4.25 x 0.33 in)',b'265 g (9.35 oz)',,b'Micro-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~67.6% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",b'Oleophobic coating',b'Android 5.0 (Lollipop)',b'Intel Atom x3-C3200',b'Quad-core',b'Mali-450MP4',b'microSDXC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,,,b'720p@30fps',,,b'',b'Yes',b'Yes',,"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Po 3450 mAh, non-removable (13 Wh)'",,"b'Black, White, Red, Aurora Metallic'",,b'About 140 EUR',,,,,,,,,,"b'5 MP, f/2.0 or 2 MP'",,,,,,,,b'Up to 8 h',,,b'VGA',,,,,,,,,,,,,,,,
b'asus',b'Asus Zenfone Selfie ZD551KL',b'https://fdn2.gsmarena.com/vv/bigpic/asus-zenfone-selfie.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 2, 3, 5, 7, 8, 20 - Global'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, June. Released 2015, August'",b'Discontinued',b'156.5 x 77.2 x 10.8 mm (6.16 x 3.04 x 0.43 in)',b'170 g (6.00 oz)',"b'Glass front (Gorilla Glass 4), plastic back, plastic frame'","b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 82.6 cm2 (~68.3% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~403 ppi density)'","b'Corning Gorilla Glass 4, oleophobic coating'","b'Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow), ZenUI'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 3GB RAM'","b'1, 2, 3, 5, 6, 8, 9, 18, 19, 28 - Taiwan'",,"b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',,b'Dual-LED dual-tone flash',b'1080p@30fps',b'Yes',b'Yes',"b'1, 2, 3, 4, 5, 7, 8, 17, 20 - USA'","b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',"b'FM radio, RDS'","b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, removable'",,"b'Pure White, Chic Pink, Aqua Blue'","b'Z00UD, Z00UDH, Z00UDC, Z00UDB'",b'About 280 EUR',b'Basemark OS II 2.0: 883Basemark X: 4915',"b'Contrast ratio: 928:1 (nominal), 1.680 (sunlight)'",b'Photo / Video',b'Voice 65dB / Noise 66dB / Ring 75dB',b'Endurance rating 63h',,,,b'eMMC 4.5',"b'13 MP, f/2.0, 28mm (wide), 1/3"", Laser AF'",,,,,,,,,b'Noise -92.1dB / Crosstalk -92.5dB',,"b'13 MP, f/2.2, AF'",,,,,,,,,,,,,,,,
