Brand,Model Name,Model Image,Technology,2G bands,3G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,Card slot,Phonebook,Call records,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,,Type_1,Stand-by,Talk time,Music play,Colors,Price,GPRS,EDGE,_1,Internal,Alert types,_1_1,Protection,Infrared port,SAR EU,OS,CPU,Clock,Alarm,Stand-by_1,Talk time_1
b'sagem',b'Sagem my850C',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my850c.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',"b'Yes, 384 kbps'","b'2006, March'",b'Discontinued',b'96 x 49 x 16 mm (3.78 x 1.93 x 0.63 in)',b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'2.0 inches, 12.4 cm2 (~26.3% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~200 ppi density)'",b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'2 MP',,b'Yes',b'VGA videocall camera',b'',b'No',b'No',b'No',"b'2.0, A2DP'",b'No',b'No',b'1.0',b'',"b'SMS, EMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Second external mono display (96 x 64 pixels)',b'Removable Li-Ion battery',b'Up to 300 h',b'Up to 3 h 30 min',,b'Black',b'About 250 EUR',,,b'Video telephony & streaming MP3/AAC/AAC+/eAAC+ player  Predictive text input Organizer Voice memo',b'64MB',b'Vibration; Downloadable polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my800X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my800x.gif',b'GSM / UMTS',b'GSM 900 / 1800 / 1900',b'UMTS 2100',"b'Yes, 384 kbps'","b'2006, March'",b'Discontinued',b'110 x 47 x 16 mm (4.33 x 1.85 x 0.63 in)',b'99 g (3.49 oz)',b'Mini-SIM',"b'TFT, 256K colors'",b'',b'176 x 220 pixels',b'miniSD',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'1.3 MP',,b'Yes',b'VGA videocall camera',b'',b'No',b'No',b'No',b'Yes',b'No',b'No',b'1.0',b'',"b'SMS, EMS, MMS, Email'",b'WAP 2.0/xHTML',b'2',"b'Yes, MIDP 2.0'",b'Video telephony & streaming MP3/AAC player  Predictive text input Organizer Voice memo',b'Removable Li-Ion 1000 mAh battery',,,,"b'Silver, Black'",b'About 190 EUR',,,,b'16MB',b'Vibration; Downloadable polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my700X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my700x.gif',b'GSM',b'GSM 850 / 900 / 1800 / 1900',,,"b'2006, February'",b'Discontinued',"b'106 x 46 x 15 mm, 73 cc (4.17 x 1.81 x 0.59 in)'",b'95 g (3.35 oz)',b'Mini-SIM',"b'TFT, 256K colors'",b'',b'176 x 220 pixels',b'miniSD',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'1.3 MP',,b'Yes',,,b'No',b'No',b'No',"b'1.2, A2DP'",b'No',b'FM radio',b'Proprietary',b'',"b'SMS, EMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 350 h',b'Up to 5 h',,"b'Silver, Choco, White'",,b'Class 10',b'Class 10',b'3D sound',b'32MB',b'Vibration; Downloadable polyphonic ringtones',b'MP3/AAC/AAC+/eAAC/Wave player Graphic equalizer SyncML Predictive text input Organizer',,,,,,,,,
b'sagem',b'Sagem my600X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my600x.gif',b'GSM / UMTS',b'GSM 900 / 1800',b'UMTS 2100',"b'Yes, 384 kbps'","b'2006, September'",b'Discontinued',b'110 x 48 x 16 mm (4.33 x 1.89 x 0.63 in)',b'99 g (3.49 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'1.8 inches, 10.2 cm2 (~19.3% screen-to-body ratio)'",b'176 x 220 pixels (~157 ppi density)',b'miniSD',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',b'Videocall camera',b'',b'No',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'MP3/AAC player  Predictive text input Organizer Voice memo',b'Removable Li-Ion battery',b'Up to 350 h',b'Up to 4 h',,b'White',,,,,b'16MB',"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'sagem',b'Sagem my600V',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my600v.gif',b'GSM / UMTS',b'GSM 900 / 1800',b'UMTS 2100',"b'Yes, 384 kbps'","b'2006, October'",b'Discontinued',b'110 x 48 x 16 mm (4.33 x 1.89 x 0.63 in)',b'100 g (3.53 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'1.9 inches, 11.4 cm2 (~21.5% screen-to-body ratio)'",b'176 x 220 pixels (~148 ppi density)',b'miniSD',b'1000 entries',"b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',b'CIF videocall camera',b'',b'No',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Video telephony MP3/AAC player  Predictive text input Organizer Voice memo',b'Removable Li-Ion 1000 mAh battery',b'Up to 350 h',b'Up to 2 h 40 min',,b'Black',,,,,b'16MB',b'Vibration; Downloadable polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my511X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my511x.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2007, September'",b'Discontinued',b'107 x 46 x 10 mm (4.21 x 1.81 x 0.39 in)',b'90 g (3.17 oz)',b'Mini-SIM',"b'TFT, 65K colors'","b'1.9 inches, 11.4 cm2 (~23.1% screen-to-body ratio)'",b'128 x 160 pixels (~108 ppi density)',b'microSD (dedicated slot)',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'1.3 MP',,b'Yes',,,b'No',b'No',b'No',b'Yes',b'No',b'No',b'miniUSB',b'',"b'SMS, EMS,MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 200 h',b'Up to 3 h',,"b'Black, Blue'",b'About 140 EUR',b'Class 10',b'No',b'MP3/AAC player Predictive text input Organizer',b'32MB',b'Vibration; Downloadable polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my501X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my501x.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2006, March'",b'Discontinued',b'100 x 46 x 16.5 mm (3.94 x 1.81 x 0.65 in)',b'90 g (3.17 oz)',b'Mini-SIM',"b'TFT, 256K colors'","b'1.9 inches, 11.4 cm2 (~24.7% screen-to-body ratio)'",b'176 x 220 pixels (~148 ppi density)',b'miniSD',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'1.3 MP',,b'Yes',,,b'No',b'No',b'No',b'Yes',b'No',b'No',b'miniUSB',b'',"b'SMS, EMS,MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 250 h',b'Up to 3 h 30 min',,"b'Black, Silver, White'",,b'Class 10',b'No',b'MP3/AAC player Predictive text input Organizer',b'32MB',b'Vibration; Downloadable polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my501C',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my501c.gif',b'GSM',b'GSM 900 / 1800',,,"b'2006, August'",b'Discontinued',b'93 x 44.6 x 23.6 mm (3.66 x 1.76 x 0.93 in)',b'99 g (3.49 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.8 inches, 10.2 cm2 (~24.6% screen-to-body ratio)'",b'128 x 160 pixels (~114 ppi density)',b'microSD (dedicated slot)',b'Yes',"b'20 received, dialed and missed calls'",b'1.3 MP',,b'Yes',,,b'No',b'No',b'No',b'Yes',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS, Email'",b'WAP 1.2',b'Yes',b'Yes',"b'Second external OLED, 256 colors display Downloadable wallpapers'",b'Removable Li-Ion battery',b'Up to 250 h',b'Up to 3 h 30 min',,"b'Silver, Red'",b'About 140 EUR',b'Yes',b'No',b'No',b'32MB',"b'Vibration; Downloadable polyphonic, Hi-Fi ringtones'",b'MP3/AAC player Predictive text input Calculator Currency converter SyncML',,,,,,,,,
b'sagem',b'Sagem my500X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my500x.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2006, March'",b'Discontinued',b'100 x 46 x 16.5 mm (3.94 x 1.81 x 0.65 in)',b'90 g (3.17 oz)',b'Mini-SIM',"b'TFT, 256K colors'",b'',b'176 x 220 pixels',b'miniSD',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'1.3 MP',,b'Yes',,,b'No',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, EMS,MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion 850 mAh battery',b'Up to 350 h',b'Up to 4 h',,b'',,b'Class 10',b'No',b'MP3/AAC player Predictive text input Organizer',b'32MB',b'Vibration; Downloadable polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my411X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my411x.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2007, May'",b'Discontinued',b'103.2 x 45.2 x 14.2 mm (4.06 x 1.78 x 0.56 in)',b'85 g (3.00 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'128 x 160 pixels',b'microSD (dedicated slot)',"b'12 fields, Photo call'","b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',,,b'No',b'No',b'No',b'1.2',b'No',b'No',b'No',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'Mirror effect on display and keypad',b'Removable Li-Ion battery',b'Up to 240 h',b'Up to 4 h',,b'Black',b'About 110 EUR',b'Class 10',b'No',b'No',,b'Vibration; Downloadable polyphonic ringtones',b'MP3/AAC player Predictive text input Organizer',,,,,,,,,
b'sagem',b'Sagem my405X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my405x.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2006, March'",b'Discontinued',b'105 x 46 x 15.5 mm (4.13 x 1.81 x 0.61 in)',b'90 g (3.17 oz)',b'Mini-SIM',"b'TFT, 65K colors'",b'',b'128 x 160 pixels',b'No',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'No',,,b'No',b'No',b'No',b'No',b'No',b'No',b'miniUSB 1.1',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'2',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 300 h',b'Up to 3 h',,"b'Silver, Black'",,b'Class 10',b'No',b'MP3 player Predictive text input Calculator Diary assistant Voice memo Currency converter',b'64MB',b'Vibration; Downloadable polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my401X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my401x.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2006, Q1'",b'Discontinued',b'105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in)',b'85 g (3.00 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'128 x 160 pixels',b'No',"b'12 fields, Photo call'","b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',,,b'No',b'No',b'No',b'1.2',b'No',b'No',b'No',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'200 SMS messages',b'Removable Li-Ion battery',b'Up to 300 h',b'Up to 4 h',,b'Silver',,b'Class 10',b'No',b'No',b'3.2MB',b'Vibration; Downloadable polyphonic ringtones',b'MP3/AAC player Predictive text input Organizer',,b'Yes',,,,,,,
b'sagem',b'Sagem my401Z',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my401z.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2007, July'",b'Discontinued',b'90 x 46 x 21 mm (3.54 x 1.81 x 0.83 in)',b'90 g (3.17 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'128 x 160 pixels',b'microSD (dedicated slot)',"b'12 fields, Photo call'","b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',,,b'No',b'No',b'No',b'1.2',b'No',b'No',b'No',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 240 h',b'Up to 3 h 30 min',,b'Silver',,b'Class 10',b'No',b'MP3/AAC player Predictive text input Organizer',b'37MB',b'Vibration; Downloadable polyphonic ringtones',,,,,,,,,,
b'sagem',b'Sagem my401C',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my401c.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2007, March'",b'Discontinued',b'86 x 43.3 x 18.5 mm (3.39 x 1.70 x 0.73 in)',b'82 g (2.89 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'128 x 160 pixels',b'microSD (dedicated slot)',"b'12 fields, Photo call'","b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',,,b'No',b'No',b'No',b'1.2',b'No',b'No',b'miniUSB 1.1',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 250 h',b'Up to 3 h 30 min',,"b'Silver, Red, Blue/White, Red/White'",b'About 120 EUR',b'Class 10',b'No',b'MP3/AAC player Predictive text input Organizer',,"b'Vibration; Downloadable polyphonic, MP3 ringtones'",,,,,,,,,,
b'sagem',b'Sagem my400V',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my400v.gif',b'GSM',b'GSM 900 / 1800',,,"b'2007, February'",b'Cancelled',b'105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in)',b'85 g (3.00 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'128 x 160 pixels',b'No',"b'12 fields, Photo call'","b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',,,b'No',b'No',b'No',b'No',b'No',b'No',b'No',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion 850 mAh battery',b'Up to 350 h',b'Up to 4 h',,b'',,b'Class 10',b'No',b'Predictive text input Organizer',,b'Vibration; Downloadable polyphonic ringtones',,,b'Yes',,,,,,,
b'sagem',b'Sagem my400X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my400x.gif',b'GSM',b'GSM 900 / 1800',,,"b'2006, Q1'",b'Discontinued',b'105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in)',b'85 g (3.00 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'128 x 160 pixels',b'No',"b'12 fields, Photo call'","b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'Yes',,,b'No',b'No',b'No',b'No',b'No',b'No',b'No',b'',"b'SMS, EMS, MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'200 SMS messages',b'Removable Li-Ion 850 mAh battery',b'Up to 350 h',b'Up to 4 h',,b'Silver',,b'Class 10',b'No',b'No',b'3.2MB',b'Vibration; Downloadable polyphonic ringtones',b'Predictive text input Organizer',,b'Yes',,,,,,,
b'sagem',b'Sagem my302X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my302x.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2005, Q4'",b'Discontinued',b'105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in)',b'88 g (3.10 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.7 inches, 9.3 cm2 (~19.3% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~106 ppi density)'",b'No',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",,,,,,b'No',b'No',b'No',b'1.2',b'No',b'No',b'',b'',"b'SMS, EMS,MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'","b'Dust, shock and splash resistant'",b'Removable Li-Ion battery',b'Up to 350 h',b'Up to 4 h',,b'Silver',,b'Class 10',b'No',b'No',b'3.2MB',b'Vibration; Downloadable polyphonic ringtones',b'Organizer SyncML Predictive text input',,b'Yes',,,,,,,
b'sagem',b'Sagem my301X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my301x.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2005, Q4'",b'Discontinued',b'105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in)',b'88 g (3.10 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.7 inches, 9.3 cm2 (~19.3% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~106 ppi density)'",b'No',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",,,,,,b'No',b'No',b'No',b'1.2',b'No',b'No',b'',b'',"b'SMS, EMS,MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',b'Up to 350 h',b'Up to 4 h',,b'',,b'Class 10',b'No',b'Predictive text input Organizer SyncML',b'3.2MB',b'Vibration; Downloadable polyphonic ringtones',,,b'Yes',,,,,,,
b'sagem',b'Sagem my300X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my300x.gif',b'GSM',b'GSM 900 / 1800',,,"b'2005, Q4'",b'Discontinued',b'105 x 46 x 14 mm (4.13 x 1.81 x 0.55 in)',b'88 g (3.10 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.7 inches, 9.3 cm2 (~19.3% screen-to-body ratio)'","b'128 x 128 pixels, 1:1 ratio (~106 ppi density)'",b'No',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",,,,,,b'No',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, EMS,MMS'",b'WAP 2.0/xHTML',b'Yes',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion 850 mAh battery',b'Up to 350 h',b'Up to 4 h',,"b'Blue, Silver, Red'",,b'Class 10',b'No',b'Predictive text input Organizer SyncML',b'3.2MB',b'Vibration; Downloadable polyphonic ringtones',,,b'Yes',,,,,,,
b'sagem',b'Sagem my300C',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my300c.gif',b'GSM',b'GSM 900 / 1800',,,"b'2007, March'",b'Discontinued',b'79.2 x 43.5 x 21.7 mm (3.12 x 1.71 x 0.85 in)',b'79 g (2.79 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",b'No',"b'Yes, Photo call'","b'20 dialed, 20 received, 20 missed calls'",b'VGA',,b'No',,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS'",b'WAP 2.0/xHTML',b'mySudoku',"b'Yes, MIDP 2.0'",b'No',b'Removable Li-Ion battery',,,,"b'Black, Silver, Red'",b'About 80 EUR',b'Class 10',b'No',b'Predictive text input Organizer',b'3MB',b'Vibration; Downloadable polyphonic ringtones',,,,b'1.25 W/kg (head)',,,,,,
b'sagem',b'Sagem my215x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my215x.gif',b'GSM',b'GSM 900 / 1800',,,"b'2007, January'",b'Discontinued',b'103 x 44.5 x 15 mm (4.06 x 1.75 x 0.59 in)',b'69 g (2.43 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",b'No',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",,,,,,b'No',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',b'SMS',b'No',b'2 embedded',b'No',b'No',b'Removable Li-Ion 680 mAh battery',b'Up to 255 h',b'Up to 3 h 50 min',,b'',b'About 80 EUR',b'No',b'No',b'MP3/iMelody/Midi/AAC player Predictive text input Organizer',b'256MB',"b'Vibration; Polyphonic(32) ringtones, composer'",,,,,,,,,,
b'sagem',b'Sagem my210x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my210x.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2007, October. Released 2007, October'",b'Discontinued',b'103 x 44.5 x 15.4 mm (4.06 x 1.75 x 0.61 in)',b'69 g (2.43 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",b'No',b'Yes',"b'20 dialed, 20 received, 20 missed calls'",,,,,,b'No',b'No',b'No',b'No',b'No',b'No',b'miniUSB',b'',b'SMS',b'No',b'2 embedded',b'No',b'No',b'Removable Li-Ion battery',b'Up to 255 h',b'Up to 3 h 50 min',,"b'Black, Blue, White, Green'",,b'No',b'No',b'Predictive text input Organizer',,"b'Vibration; Polyphonic(32) ringtones, composer'",,,,,,,,,,
b'sagem',b'Sagem my200x',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my200x.gif',b'GSM',b'GSM 900 / 1800',,,"b'2006, February'",b'Discontinued',b'104 x 43 x 15.5 mm (4.09 x 1.69 x 0.61 in)',b'76 g (2.68 oz)',b'Mini-SIM',"b'CSTN, 4096 colors'",b'',b'101 x 80 pixels',b'No',b'250 entries',"b'20 dialed, 20 received, 20 missed calls'",,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'No',b'',"b'SMS, EMS(my201x only),MMS(my202x only)'",b'WAP 1.2  (my201x only)',b'1 embedded',b'No',b'240 KB shared memory (my201x) 470B shared memory (my202x)',b'Removable Li-Ion battery',b'Up to 255h',b'Up to 3 h 50 min',,b'',,b'Yes (my202x only)',b'No',b'No',,"b'Vibration; Polyphonic(8) ringtones, composer'",b'Predictive text input Organizer',,,,,,,,,
b'sagem',b'Sagem my200C',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my200c.gif',b'GSM',b'GSM 900 / 1800',,,"b'2007, February'",b'Discontinued',b'74 x 42 x 21 mm (2.91 x 1.65 x 0.83 in)',b'85 g (3.00 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',"b'128 x 128 pixels, 1:1 ratio'",b'No',"b'100 numbers, 15 groups'","b'20 dialed, 10 received, 10 missed calls'",,,,,,b'No',b'No',b'No',b'No',b'No',b'No',b'',b'',"b'SMS, EMS, MMS'",b'Yes',b'mySudoku',b'No',b'No',b'Removable Li-Ion 680 mAh battery',b'Up to 240 h',b'Up to 4 h',,"b'Black, Red, Silver, White & Pink'",b'About 70 EUR',b'Yes',b'No',b'Predictive text input Organizer',b'240 KB',b'Vibration; Downloadable polyphonic ringtones',,,,b'1.10 W/kg (head)',,,,,,
b'sagem',b'Sagem my150X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my150x.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2006, February'",b'Discontinued',b'107 x 47 x 10 mm (4.21 x 1.85 x 0.39 in)',b'65 g (2.29 oz)',b'Mini-SIM',b'Monochrome graphics',"b'1.8 inches, 9.5 cm2 (~18.8% screen-to-body ratio)'",b'101 x 64 pixels (~66 ppi density)',b'No',b'100 entries',b'20 redail list',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'No',b'',b'SMS',b'No',b'1 embedded',b'No',b'Blue glow backlight',b'Removable Li-Ion battery',b'Up to 240 h',b'Up to 3 h',,"b'Silver/Black, Pink/Black'",b'About 60 EUR',b'No',b'No',b'No',,"b'Vibration; Polyphonic(8) ringtones, composer'",b'Predictive text input Organizer',,,,,,,,,
b'sagem',b'Sagem my101X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my101x.jpg',b'GSM',b'GSM 900 / 1800',,,"b'2006, February'",b'Discontinued',b'104.2 x 42.6 x 15.3 mm (4.10 x 1.68 x 0.60 in)',b'76 g (2.68 oz)',b'Mini-SIM',b'Monochrome graphics',b'',b'101 x 64 pixels',b'No',b'100 entries',b'20 redail list',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'No',b'',b'SMS',b'No',b'1 embedded',b'No',b'Backlight keypad amber(my101X) and green (my100X)',b'Removable Li-Ion battery',b'Up to 255 h',b'Up to 3 h 50 min',,"b'Black, White'",,b'No',b'No',b'No',,"b'Vibration; Polyphonic(8) ringtones, composer'",b'Predictive text input Organizer',,,,,,,,,
b'sagem',b'Sagem my100X',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-my100x.gif',b'GSM',b'GSM 900 / 1800',,,"b'2006, February'",b'Discontinued',b'104 x 42 x 15.5 mm (4.09 x 1.65 x 0.61 in)',b'76 g (2.68 oz)',b'Mini-SIM',b'Monochrome graphics',b'',b'101 x 64 pixels',b'No',b'100 entries',b'20 redail list',,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'No',b'',b'SMS',b'No',b'1 embedded',b'No',b'Backlight keypad amber(my101X) and green (my100X)',b'Removable Li-Ion 720 mAh battery',b'Up to 255h',b'Up to 3 h 50 min',,b'',,b'No',b'No',b'No',,"b'Vibration; Polyphonic(8) ringtones, composer'",b'Predictive text input Organizer',,,,,,,,,
b'sagem',b'Sagem VS4',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-vs4.gif',b'GSM',b'GSM 900 / 1800 / 1900',,,"b'2005, June'",b'Discontinued',b'111 x 46.8 x 14.7 mm (4.37 x 1.84 x 0.58 in)',b'90 g (3.17 oz)',b'Mini-SIM',"b'CSTN, 65K colors'","b'1.7 inches, 27.3 x 32.6 mm, 9.1 cm2 (~17.5% screen-to-body ratio)'",b'128 x 160 pixels (~121 ppi density)',b'No',b'1000 entries',"b'20 received, dialed and missed calls'",,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',b'SMS',b'WAP',b'No',b'No',b'No',b'Removable Li-Ion 850 mAh battery',b'Up to 166 h',b'Up to 4 h',,b'Silver',,b'Class 8',b'No',b'Predictive text input Reminder',b'4MB',b'Vibration; Polyphonic(16) ringtones',,,,,,,,,,
b'sagem',b'Sagem VS3',b'https://fdn2.gsmarena.com/vv/bigpic/sagem-vs3.gif',b'GSM',b'GSM 900 / 1800',,,"b'2005, Q4'",b'Discontinued',b'85 x 42 x 23 mm (3.35 x 1.65 x 0.91 in)',b'76 g (2.68 oz)',b'Mini-SIM',"b'CSTN, 65K colors'",b'',b'128 x 160 pixels',b'No',b'1000 entries',"b'20 received, dialed and missed calls'",,,,,,b'Yes',b'No',b'No',b'No',b'No',b'No',b'Proprietary',b'',"b'SMS, MMS'",b'WAP',b'No',b'No',b'Second external STN mono display (96 x 55 pixels)',b'Removable Li-Ion 730 mAh battery',b'Up to 240 h',b'Up to 4 h',,b'Silver',,b'Class 8',b'No',b'No',b'4MB',b'Vibration; Polyphonic(16) ringtones',b'Predictive text input Reminder',,,,,,,,,
