Brand,Model Name,Model Image,Technology,2G bands,,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Models,Price,Build,Protection,Quad,_1,_1_1,128GB 8GB RAM,Dual,32GB 2GB RAM,32GB 3GB RAM,SAR,128GB 4GB RAM,Performance,Display,Camera,Loudspeaker_1,Battery life,128GB 6GB RAM,64GB 4GB RAM,8GB 1GB RAM,256GB 8GB RAM,256GB 12GB RAM,SAR EU,512GB 12GB RAM,Audio quality,64GB 3GB RAM,256GB 6GB RAM,Single_1,64GB 6GB RAM,Dual_1,Stand-by,Talk time,Infrared port,GPRS,EDGE
b'oppo',b'Oppo A53 (2015)',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a53.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'TD-SCDMA',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 38, 39, 40, 41'",,"b'HSPA, LTE'","b'2015, November'","b'Available. Released 2015, December'",b'153 x 77 x 7.4 mm (6.02 x 3.03 x 0.29 in)',b'165 g (5.82 oz)',b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM)',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'","b'Android 5.1 (Lollipop), ColorOS 2.1'",b'Qualcomm MSM8939v2 Snapdragon 616 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'","b'Yes, with A-GPS'",b'Yes',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 3075 mAh, non-removable'",,b'White/Gold',,b'About 200 EUR',,,,b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,
b'oppo',b'Oppo A33 (2015)',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a33.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'TD-SCDMA',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 38, 39, 40, 41'",,"b'HSPA, LTE'","b'2015, November'","b'Available. Released 2015, November'",b'142.7 x 71.7 x 7.6 mm (5.62 x 2.82 x 0.30 in)',b'146 g (5.15 oz)',b'Dual SIM (Nano-SIM/ Micro-SIM)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'","b'Android 5.1 (Lollipop), ColorOS 2.1'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, 1/3.2"", 1.4\xc2\xb5m, AF'",,b'720p@30fps',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2400 mAh, non-removable'",,b'White',,b'About 240 EUR',,,,b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,b'Up to 250 h (3G)',b'Up to 8 h (3G)',,,
b'oppo',b'Oppo Neo 7',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-neo-7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100 - India',b'HSDPA 850 / 900 / 1900 / 2100 - Global',"b'1, 3, 5, 7, 8, 20, 40 - Global'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps - 4G modelHSPA 21.1/5.76 Mbps - 3G model'","b'2015, October. Released 2015, October'",b'Discontinued',b'142.7 x 71.7 x 7.6 mm (5.62 x 2.82 x 0.30 in)',b'141 g (4.97 oz)',b'Dual SIM (Nano-SIM/ Micro-SIM)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.4% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'","b'Android 5.1 (Lollipop), ColorOS 2.1'",b'Mediatek MT6582 - 3G modelQualcomm MSM8916 Snapdragon 410 (28 nm) - 4G model',b'Quad-core 1.3 GHz Cortex-A7 - 3G modelQuad-core 1.2 GHz Cortex-A53 - 4G model',b'Mali-400MP2Adreno 306',b'microSDXC (dedicated slot) - LTE modelmicroSDHC (dedicated slot) - 3G model',b'16GB 1GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, f/2.0, 1/4.0"", AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2420 mAh, non-removable'",,"b'Blue, White'","b'A33f, A33w, A33fw'",b'About 140 EUR',"b'Glass front, plastic back, aluminum frame'",,,b'HSDPA 850 / 900 / 2100 - 3G model',b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,"b'5 MP, f/2.4'",,,b'Up to 218 h (3G)',b'Up to 16 h (3G)',,,
b'oppo',b'Oppo R7s',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-r7s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'1, 3, 5, 7, 8, 28, 38, 39, 40, 41 - Taiwan'","b'HSDPA 850 / 900 / 1900 / 2100 - Global, Taiwan, USA'","b'1, 3, 5, 7, 8, 20, 40 - Global'",,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, October'","b'Available. Released 2015, December'",b'151.8 x 75.4 x 7 mm (5.98 x 2.97 x 0.28 in)',b'155 g (5.47 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'AMOLED',"b'5.5 inches, 83.4 cm2 (~72.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'","b'Android 5.1 (Lollipop), ColorOS 2.1'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (uses shared SIM slot)',b'32GB 4GB RAM',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.2, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 3070 mAh, non-removable'","b'Fast charging 20W, 75% in 30 min (advertised) VOOC'",b'Golden',b'R7sf',b'About 260 EUR',,b'Corning Gorilla Glass 3',,"b'1, 2, 4, 7, 17 - USA'",b'eMMC 4.5',,,,,,,b'Basemark OS II 2.0: 930Basemark X: 5302',"b'Contrast ratio: Infinite (nominal), 3.964 (sunlight)'",b'Photo / Video',b'Voice 73dB / Noise 66dB / Ring 71dB',b'Endurance rating 73h',,,,,,,,b'Noise -94.5dB / Crosstalk -94.9dB',,,"b'8 MP, f/2.4'",,,,,,,
b'oppo',b'Oppo R7 lite',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-r7-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'1, 3, 5, 7, 8, 40 - Philippines'","b'HSDPA 850 / 900 / 1900 / 2100 - Global, Philippines'","b'1, 3, 7, 8, 40 - Global'",,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, September'","b'Available. Released 2015, October'",b'143 x 71 x 6.3 mm (5.63 x 2.80 x 0.25 in)',b'147 g (5.19 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'AMOLED',"b'5.0 inches, 68.9 cm2 (~67.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1 (Lollipop), ColorOS 2.1'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (uses shared SIM slot)',b'16GB 2GB RAM',,"b'Schneider-Kreuznach optics, LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2320 mAh, non-removable'","b'Fast charging 20W, 75% in 30 min (advertised) VOOC'","b'Golden, Silver'",b'R7kf',b'About 250 EUR',,b'Corning Gorilla Glass 3',,b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,,b'8 MP',,,,,,,
b'oppo',b'Oppo R5s',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-r5s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'eMMC 4.5',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 40'",,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, August. Released 2015, August'",b'Discontinued',b'148.9 x 74.5 x 4.9 mm (5.86 x 2.93 x 0.19 in)',b'155 g (5.47 oz)',b'Micro-SIM',b'AMOLED',"b'5.2 inches, 74.5 cm2 (~67.2% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~424 ppi density)'","b'Android 4.4.4 (KitKat), ColorOS 2'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'No',b'32GB 3GB RAM',,"b'LED flash, panorama, HDR'","b'1080p@60fps, 720p@120fps'","b'13 MP, AF'",,b'',b'Yes',b'No',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2000 mAh, non-removable'","b'Fast charging 20W, 75% in 30 min (advertised) VOOC'",b'Gray',,b'About 200 EUR',,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,
b'oppo',b'Oppo Mirror 5s',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-mirror-5s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 4.5',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE 700 / 850 / 900 / 1800 / 2100 / 2600 TD-LTE 2300',,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, July. Released 2015, August'",b'Discontinued',b'143.4 x 71.2 x 7.7 mm (5.65 x 2.80 x 0.30 in)',b'160 g (5.64 oz)',"b'Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'","b'Android 5.1 (Lollipop), ColorOS 2.1'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2420 mAh, non-removable'",,b'White',b'A51f',,,,,b'',,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,
b'oppo',b'Oppo Mirror 5',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-mirror-5s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - US model',b'HSDPA 850 / 900 / 2100 -  3G model; International model',b'LTE 800 / 850 / 900 / 1800 / 2100 / 2600 TD-LTE 2300 - International model',,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, July. Released 2015, August'",b'Discontinued',b'143.4 x 71.2 x 7.7 mm (5.65 x 2.80 x 0.30 in)',b'160 g (5.64 oz)',"b'Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'","b'Android 5.1 (Lollipop), ColorOS 2.1'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, AF'",,b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2420 mAh, non-removable'",,"b'White, Blue'",b'A51w',b'About 220 EUR',,,,b'LTE 700 / 1700 / 2100 / 2600 - US model',b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,b'Yes',,
b'oppo',b'Oppo Joy 3',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-joy3.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 900 / 2100',,,b'HSPA',"b'2015, June. Released 2015, August'",b'Discontinued',b'132.8 x 66.6 x 9 mm (5.23 x 2.62 x 0.35 in)',b'135 g (4.76 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~63.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'","b'Android 4.4 (KitKat), ColorOS 2'",b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',,"b'LED flash, HDR, panorama'",b'720p',"b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 2000 mAh, removable'",,"b'White, Gray'",b'A11w',b'About 130 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,
b'oppo',b'Oppo R7 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-r7-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',"b'HSDPA 850 / 900 / 1900 / 2100 - Global, Taiwan'","b'1, 3, 5, 7, 8, 40 - Global'",,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, May'","b'Available. Released 2015, May'",b'158 x 82 x 7.8 mm (6.22 x 3.23 x 0.31 in)',b'192 g (6.77 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'AMOLED',"b'6.0 inches, 99.2 cm2 (~76.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~367 ppi density)'","b'Android 5.1.1 (Lollipop), ColorOS 2.1'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 4GB RAM'",,"b'Schneider-Kreuznach optics, dual-LED flash, panorama, HDR'","b'1080p@60fps, 720p@120fps'","b'13 MP, f/2.2, 1/3.1"", 1.12\xc2\xb5m, Laser AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4100 mAh, non-removable'","b'Fast charging 20W, 75% in 30 min (advertised) VOOC'","b'Golden, Silver'",b'R7plusf',b'About 430 EUR',,b'Corning Gorilla Glass 3',,"b'1, 3, 5, 7, 8, 28, 40 - Taiwan'",b'eMMC 4.5',,,,,,,b'Basemark OS II 2.0: 968Basemark X: 5349',"b'Contrast ratio: Infinite (nominal), 3.499 (sunlight)'",b'Photo / Video',b'Voice 73dB / Noise 72dB / Ring 79dB',b'Endurance rating 94h',,,,,,,,b'Noise -94.3dB / Crosstalk -94.9dB',,,"b'8 MP, f/2.4'",,,,,,,
b'oppo',b'Oppo R7',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-r7-new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100 - USA',"b'HSDPA 850 / 900 / 1900 / 2100 - Global, Taiwan'","b'1, 3, 7, 8, 40 - Global'",,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, May'","b'Available. Released 2015, May'",b'143 x 71 x 6.3 mm (5.63 x 2.80 x 0.25 in)',b'147 g (5.19 oz)',"b'Hybrid Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'AMOLED',"b'5.0 inches, 67.7 cm2 (~66.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~445 ppi density)'","b'Android 4.4.2 (KitKat), ColorOS 2.1'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (uses shared SIM slot)',b'16GB 3GB RAM',,"b'LED flash, panorama, HDR, Schneider-Kreuznach optics'",b'1080p@30fps',"b'13 MP, f/2.2, PDAF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2320 mAh, non-removable'","b'Fast charging 20W, 75% in 30 min (advertised) VOOC'","b'Golden, Silver'",b'R7f',b'About 360 EUR',,b'Corning Gorilla Glass 3',,"b'1, 3, 5, 7, 8, 28, 40 - Taiwan'",b'eMMC 4.5',,,,,,,b'Basemark OS II 2.0: 757Basemark X: 5382',"b'Contrast ratio: Infinite (nominal), 3.320 (sunlight)'",b'Photo / Video',b'Voice 65dB / Noise 66dB / Ring 73dB',b'Endurance rating 63h',,,,,,,,b'Noise -93.2dB / Crosstalk -94.1dB',,,"b'8 MP, f/2.4'",,,,,,,
b'oppo',b'Oppo Neo 5 (2015)',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-neo-5s.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100 - Other regions',"b'HSDPA 2100 - Vietnam, India, Indonesia, Bangladesh, Morocco, AlgeriaIran'",,,b'HSPA',"b'2015, June. Released 2015, August'",b'Discontinued',b'131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in)',b'135 g (4.76 oz)',b'Dual SIM (Nano-SIM/ Micro-SIM)',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~64.6% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'","b'Android 4.4.2 (KitKat), ColorOS 2'",b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,"b'LED flash, HDR, panorama'",b'720p@30fps',"b'8 MP, f/2.0, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2000 mAh, non-removable'",,"b'Blue, White'",,b'About 70 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,
b'oppo',b'Oppo Neo 5s',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-neo-5s.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',"b'1, 4, 7 - for Mexico'",b'HSDPA 850 / 900 / 1900 / 2100 - SIM 1 & SIM 2',"b'1, 3, 7 - SIM 1 & SIM 2'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, May. Released 2015, May'",b'Discontinued',b'131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in)',b'135 g (4.76 oz)',b'Dual SIM (Nano-SIM/ Micro-SIM)',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~64.6% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'","b'Android 4.4.2 (KitKat), , ColorOS 2'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',,"b'LED flash, HDR, panorama'",b'720p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2000 mAh, non-removable'",,"b'Blue, White'",,b'About 160 EUR',,,,b'eMMC 4.5',,,,,,,,,,,,,,,,,,,,,,,b'2 MP',,,,,,,
b'oppo',b'Oppo Joy Plus',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-joy-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,b'HSDPA 850 / 900 / 2100',,,b'HSPA',"b'2015, April. Released 2015, May'",b'Discontinued',b'124 x 63 x 9.9 mm (4.88 x 2.48 x 0.39 in)',b'125 g (4.41 oz)',b'Dual SIM (Mini-SIM/ Micro-SIM)',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'","b'Android 4.4 (KitKat), ColorOS 2'",b'Mediatek MT6572 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',,b'LED flash',b'720p',b'3.15 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, DLNA, hotspot'","b'4.0, A2DP, EDR'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1700 mAh, removable'",,"b'White, Blue'",b'R1011',b'About 100 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'VGA',,,,,,,
b'oppo',b'Oppo Mirror 3',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-mirror-3.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 4.5',b'HSDPA 850 / 900 / 1900 / 2100 - Global model',"b'1, 3, 4, 7 - Global model'",,"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, January. Released 2015, January'",b'Discontinued',b'137.7 x 68.8 x 8.9 mm (5.42 x 2.71 x 0.35 in)',b'130 g (4.59 oz)',"b'Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'4.7 inches, 60.9 cm2 (~64.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",b'Android 4.4 (KitKat)',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'8 MP, 1/3.2"", 1.4\xc2\xb5m, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Po 2000 mAh, removable'","b'Fast charging 20W, 100% in 90 min (advertised) VOOC'","b'White, Blue'",,b'About 270 EUR',,b'Corning Gorilla Glass 3',,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,,,,,
b'oppo',b'Oppo A31 (2015)',b'https://fdn2.gsmarena.com/vv/bigpic/oppo-a31.jpg',b'GSM / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'eMMC 4.5',b'TD-SCDMA',"b'38, 39, 40, 41'",,"b'TD-SCDMA, LTE Cat4 150/50 Mbps'","b'2015, April. Released 2015, April 17'",b'Discontinued',b'131.9 x 65.5 x 8 mm (5.19 x 2.58 x 0.31 in)',b'135 g (4.76 oz)',"b'Dual SIM (Nano-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~64.6% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~218 ppi density)'",b'Android 4.4 (KitKat)',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDXC (dedicated slot)',b'8GB 1GB RAM',,b'LED flash',b'1080p@30fps',"b'8 MP, AF'",,b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, non-removable'",,"b'White, Blue'",,b'About 150 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,b'5 MP',,,b'Up to 240 h',b'Up to 7 h',,b'Yes',b'Yes'
