Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Price,Dual,Single_1,Charging,Models,Stand-by,Talk time,SAR EU,Music play,GPRS,EDGE,_1,Infrared port,_1_1,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Dual_1,5G bands,512GB 16GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,SAR,Quad,128GB 6GB RAM,Phonebook,Call records,Messaging,Games,Java,Keyboard
b'lenovo',b'Lenovo K3',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-lemon-k31.jpg',b'GSM / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'TD-SCDMA',b'LTE (unspecified)',"b'TD-SCDMA, TD-LTE'","b'2014, December. Released 2014, December'",b'Discontinued',b'141 x 70.5 x 7.9 mm (5.55 x 2.78 x 0.31 in)',b'128 g (4.52 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~69.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',b'eMMC 4.5',,b'LED flash',b'Yes',"b'8 MP, f/2.2, 28mm (wide), 1/4.0"", 1.12\xc2\xb5m, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 2300 mAh, removable'",b'Yellow',b'About 80 EUR',,b'2 MP',,,b'Up to 580 h',b'Up to 31 h',,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Golden Warrior Note 8',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-golden-warrior-note-8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',b'HSPA',"b'2014, December. Released 2014, December'",b'Discontinued',b'169.3 x 83.6 x 8.7 mm (6.67 x 3.29 x 0.34 in)',b'170 g (6.00 oz)',,b'Dual SIM',b'IPS LCD',"b'6.0 inches, 99.2 cm2 (~70.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~245 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Mediatek MT6752 (28 nm)',b'Octa-core 1.7 GHz Cortex-A53',b'Mali-T760',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,b'LED flash',b'Yes',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 3300 mAh, removable'",b'White',b'About 160 EUR',,b'5 MP',,b'A936',,,,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A916',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a916.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3'","b'HSPA, LTE'","b'2014, November. Released 2014, November'",b'Discontinued',b'149.5 x 76.6 x 8.7 mm (5.89 x 3.02 x 0.34 in)',b'173 g (6.10 oz)',,b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Mediatek MT6592 (28 nm)',b'Octa-core 1.4 GHz Cortex-A7',b'Mali-450MP4',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,b'Dual-LED flash',b'Yes',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2500 mAh, removable'","b'White, Black'",b'About 160 EUR',,b'2 MP',,b'A916',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A319',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a319.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2014, October. Released 2014, October'",b'Discontinued',b'123.5 x 63.8 x 10.2 mm (4.86 x 2.51 x 0.40 in)',b'130 g (4.59 oz)',,"b'Dual SIM (Mini-SIM, dual stand-by)'",b'TFT',"b'4.0 inches, 45.5 cm2 (~57.8% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Mediatek MT6572 (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',,,,b'480p',b'5 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, LE'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1500 mAh, removable'","b'White, Black, Red'",b'About 70 EUR',,b'2 MP',,b'A319',b'Up to 372 h (2G) / Up to 240 h (3G)',b'Up to 4 h (2G) / Up to 3 h 30 min (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo S856',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-s856.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20'","b'HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps'","b'2014, October. Released 2014, October'",b'Discontinued',b'151 x 77.8 x 9 mm (5.94 x 3.06 x 0.35 in)',b'175 g (6.17 oz)',,"b'Dual SIM (Mini-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Qualcomm MSM8926 Snapdragon 400 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 305',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'eMMC 4.5',,b'LED flash',b'Yes',"b'8 MP, AF'",,b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2500 mAh, removable'",b'Silver',b'About 210 EUR',,b'1.6 MP',,,b'Up to 456 h (2G) / Up to 312 h (3G)',b'Up to 24 h (2G) / Up to 25 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo S580',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-s580.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA 42.2/5.76 Mbps',"b'2014, September. Released 2014, September'",b'Discontinued',b'139.8 x 69.9 x 8.1 mm (5.50 x 2.75 x 0.32 in)',b'129 g (4.55 oz)',,"b'Dual SIM (Mini-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~70.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 4.3 (Jelly Bean)',b'Qualcomm Snapdragon 200 (28 nm)',b'Quad-core 1.2 GHz Cortex-A7',b'Adreno 302',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'eMMC 4.5',,b'LED flash',b'Yes',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2150 mAh, removable'",b'Black',b'About 170 EUR',,b'2 MP',,,b'Up to 444 h (2G) / Up to 312 h (3G)',b'Up to 19 h (2G) / Up to 14 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo S90 Sisley',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-sisley-s90.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100 - S90-a',"b'1, 3, 41 - S90-u'","b'HSPA, LTE'","b'2014, November. Released 2014, November'",b'Discontinued',b'146 x 71.7 x 6.9 mm (5.75 x 2.82 x 0.27 in)',b'129 g (4.55 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'Super AMOLED',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 4.4.4 (KitKat)',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'No',"b'16GB 1GB RAM, 32GB 2GB RAM'",b'HSDPA 900 / 1700 / 1900 / 2100 - S90-u',,"b'LED flash, HDR'",b'1080p@30fps',"b'13 MP, f/2.0, 1/3.2"", 1.4\xc2\xb5m, AF'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2300 mAh, non-removable'","b'White/silver, gray, pink, soft orange, blue'",b'About 260 EUR',,"b'8 MP, AF'",,b'S90-A',,,,,,,b'LTE (unspecified) - S90-a',,b'eMMC 4.5',b'Basemark OS II 2.0: 513Basemark X: 1909',b'Contrast ratio: Infinite (nominal) / 2.892 (sunlight)',b'Photo / Video',b'Voice 66dB / Noise 65dB / Ring 75dB',,b'Endurance rating 54h',,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A606',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a606.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',"b'1, 3, 7, 20'","b'HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps'","b'2014, September. Released 2014, September'",b'Discontinued',b'141.5 x 73.2 x 9.1 mm (5.57 x 2.88 x 0.36 in)',b'170 g (6.00 oz)',,b'Mini-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.5% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Mediatek MT6582M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,b'LED flash',b'Yes',"b'8 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2000 mAh, removable'","b'Black, White'",b'About 120 EUR',,b'2 MP',,b'A606',b'Up to 350 h (3G)',b'Up to 24 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Yoga Tablet 2 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tablet-yoga-tablet-2-pro.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'LTE (unspecified)',"b'HSPA, LTE'","b'2014, October. Released 2014, October'",b'Discontinued',b'333 x 233 x 12.6 mm (13.11 x 9.17 x 0.50 in)',b'950 g (2.09 lb)',,b'Micro-SIM',b'IPS LCD',"b'13.3 inches, 13.3, 487.6 cm2 (~62.8% screen-to-body ratio)'","b'2560 x 1440 pixels, 16:9 ratio (~221 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Intel Atom Z3745',b'Quad-core 1.33 GHz',b'Intel Gen 7 (Ivy Bridge)',b'microSDXC (dedicated slot)',b'32GB 2GB RAM',b'Built-in 3-stage kickstand',,,b'Yes',"b'8 MP, AF'",,b'',"b'Yes, with stereo speakers (1.5 Watt)'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP'",b'Yes',b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, compass'","b'Li-Ion 9600 mAh, non-removable'",b'Platinum',b'About 410 EUR',,b'1.6 MP',,,,b'Up to 15 h (3G)',,,,,b'JBL subwoofer (5 Watt)',,,b'Basemark X: 9634',,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Yoga Tablet 2 10.1',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-tablet-2.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900',b'HSDPA 900 / 2100',b'LTE (unspecified)',"b'HSPA, LTE'","b'2014, October. Released 2014, October'",b'Discontinued',b'255 x 183 x 7.2 mm (10.04 x 7.20 x 0.28 in)',b'619 g (1.36 lb)',,b'Micro-SIM',b'IPS LCD',"b'10.1 inches, 295.8 cm2 (~63.4% screen-to-body ratio)'","b'1920 x 1200 pixels, 16:10 ratio (~224 ppi density)'",,"b'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)'",b'Intel Atom Z3745',b'Quad-core 1.86 GHz',b'Intel Gen 7 (Ivy Bridge)',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',b'Built-in 3-stage kickstand',,,b'Yes',"b'8 MP, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP'",b'Yes',b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, compass'","b'Li-Ion 9600 mAh, non-removable'",b'Platinum',b'About 300 EUR',,b'1.6 MP',,,b'Up to 384 h (3G)',b'Up to 18 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Yoga Tablet 2 8.0 ',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-yoga-tablet-2.jpg',b'GSM / HSPA',b'GSM 900 / 1800 / 1900',b'HSDPA 900 / 2100',,b'HSPA',"b'2014, October. Released 2014, October'",b'Discontinued',b'210 x 149 x 7 mm (8.27 x 5.87 x 0.28 in)',b'419 g (14.78 oz)',,b'Micro-SIM',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~59.3% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~283 ppi density)'",,"b'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)'",b'Intel Atom Z3745',b'Quad-core 1.33 GHz',b'Intel Gen 7 (Ivy Bridge)',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',b'Built-in 3-stage kickstand',,,b'Yes',"b'8 MP, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, compass'","b'Li-Ion 6400 mAh, non-removable'",b'Platinum',b'About 230 EUR',,b'1.6 MP',,,b'Up to 324 h (3G)',b'Up to 18 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab S8',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tablet-s8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE'","b'2014, September. Released 2014, September'",b'Discontinued',b'209.8 x 123.8 x 7.9 mm (8.26 x 4.87 x 0.31 in)',b'299 g (10.55 oz)',,b'Micro-SIM',b'IPS LCD',"b'8.0 inches, 185.6 cm2 (~71.4% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~283 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Intel Atom Z3745',b'Quad-core 1.86 GHz',b'Intel Gen 7 (Ivy Bridge)',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,,b'LED flash',b'Yes',"b'8 MP, AF'",,b'720p',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 3.0',b'Accelerometer',"b'Li-Ion 4290 mAh, non-removable'","b'Ebony, Blue, Canary Yellow, White'",b'About 150 EUR',,b'1.6 MP',,,b'Up to 400 h (3G)',b'Up to 7 h (3G)',,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Vibe X2',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-x2new.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only)',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',"b'1, 3, 7, 20'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, September. Released 2014, October'",b'Discontinued',b'140.2 x 68.6 x 7.3 mm (5.52 x 2.70 x 0.29 in)',b'120 g (4.23 oz)',,"b'Single SIM (Micro-SIM) or Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~71.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",,"b'Android 4.4 (KitKat), upgradable to 5.0 (Lollipop)'",b'MediaTek MT6595M',b'Octa-core (4x2.0 GHz Cortex-A17 & 4x1.7 GHz Cortex-A7)',b'PowerVR G600',b'No',b'32GB 2GB RAM',b'HSDPA 850 / 900 / 2100',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.2, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual band, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 2300 mAh, non-removable'","b'White, Gold, Red, Charcoal'",b'About 270 EUR',,b'5 MP',,"b'X2-AP, X2-EU, X2-CU'",b'Up to 228 h (2G) / Up to 216 h (3G)',b'Up to 17 h (2G) / Up to 19 h (3G)',,,,,b'HSDPA 900 / 2100',,b'Air gestures',b'Basemark X: 6512',,b'Photo / Video',b'Voice 66dB / Noise 67dB / Ring 71dB',b'Noise -92.5dB / Crosstalk -92.2dB',b'Endurance rating 50h',,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Vibe Z2',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-z2.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700 / 1900 / 2100 - SIM 1 & SIM 2',"b'1, 3, 7, 20 - SIM 1 & SIM 2'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, September. Released 2014, October'",b'Discontinued',b'148.5 x 76.4 x 7.8 mm (5.85 x 3.01 x 0.31 in)',b'158 g (5.57 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~73.5% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'Android 4.4 (KitKat)',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'No',b'32GB 2GB RAM',b'eMMC 4.5',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, AF, OIS'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual band, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'","b'White, Gold, Titanium'",b'About 430 EUR',,b'8MP',,,b'Up to 408 h (3G)',b'Up to 30 h (2G) / Up to 28 h (3G)',,,,,b'Air gestures',,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A850+',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a850-plus.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA',"b'2014, March. Released 2014, April'",b'Discontinued',b'150 x 77 x 8.9 mm (5.91 x 3.03 x 0.35 in)',b'161 g (5.68 oz)',,b'Dual SIM (Dual stand-by)',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~200 ppi density)'",,b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6592M (28 nm)',b'Octa-core 1.4 GHz Cortex-A7',b'Mali-450MP4',b'microSDHC (dedicated slot)',b'4GB 1GB RAM',,,b'LED flash',b'Yes',"b'5 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'",b'Black',b'About 160 EUR',,b'VGA',,b'A850',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Vibe Z2 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-z2-pro-r1.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1700 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2014, August. Released 2014, September'",b'Discontinued',b'156 x 81.3 x 7.7 mm (6.14 x 3.20 x 0.30 in)',b'179 g (6.31 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'6.0 inches, 99.2 cm2 (~78.3% screen-to-body ratio)'","b'1440 x 2560 pixels, 16:9 ratio (~490 ppi density)'",b'Corning Gorilla Glass 3',"b'Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop)'",b'Qualcomm MSM8974AC Snapdragon 801 (28 nm)',b'Quad-core 2.5 GHz Krait 400',b'Adreno 330',b'No',b'32GB 3GB RAM',b'eMMC 5.0',,"b'Dual-LED flash, panorama, HDR'","b'4K@30fps, 1080p@30fps'","b'16 MP, f/2.2, AF, OIS'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual band, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS, GLONASS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'","b'Black, Gold, White'",b'About 430 EUR',,b'5 MP',,b'K920',b'Up to 948 h',b'Up to 45 h',,,,,b'Air gestures',,,b'Basemark X: 11875',,b'Photo / Video',b'Voice 66dB / Noise 66dB / Ring 72dB',,b'Endurance rating 76h',,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Golden Warrior A8',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-golden-warrior-a8-a806.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - all versions',b'HSDPA 900 / 2100 - A806',"b'1, 3 - A806'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2014, July. Released 2014, August'",b'Discontinued',b'140.5 x 70.8 x 9 mm (5.53 x 2.79 x 0.35 in)',b'180 g (6.35 oz)',,b'Mini-SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~69.3% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Mediatek MT6592 (28 nm)',b'Octa-core 1.7 GHz Cortex-A7',b'Mali-450MP4',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',b'TD-SCDMA - A808T',,"b'Dual-LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, AF'",,b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2500 mAh, removable'","b'Black, White'",b'About 150 EUR',,b'5 MP',,"b'A806, A8'",,,,,,,"b'38, 39, 40 - A808T'",,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Golden Warrior S8',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-golden-warrior-s8-.jpg',b'GSM',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'TD-SCDMA',,b'TD-SCDMA',"b'2014, May. Released 2014, May'",b'Discontinued',b'146 x 76.7 x 7.9 mm (5.75 x 3.02 x 0.31 in)',b'146 g (5.15 oz)',,"b'Dual SIM (Mini-SIM, dual stand-by)'",b'IPS LCD',"b'5.3 inches, 77.4 cm2 (~69.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~277 ppi density)'",b'Corning Gorilla Glass 3',b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6592M (28 nm)',b'Octa-core 1.4 GHz Cortex-A7',b'Mali-450MP4',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 2GB RAM'",,,"b'LED flash, panorama, HDR'",b'Yes',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",b'Golden',b'About 150 EUR',,b'5 MP',,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,
