Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,Build,SIM,Type,Size,Resolution,Protection,OS,Chipset,CPU,GPU,Card slot,Internal,,Triple,Features,Video,Single,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Colors,Price,Dual,Single_1,Charging,Models,Stand-by,Talk time,SAR EU,Music play,GPRS,EDGE,_1,Infrared port,_1_1,Performance,Display,Camera,Loudspeaker_1,Audio quality,Battery life,Dual_1,5G bands,512GB 16GB RAM,128GB 8GB RAM,128GB 12GB RAM,256GB 12GB RAM,SAR,Quad,128GB 6GB RAM,Phonebook,Call records,Messaging,Games,Java,Keyboard
b'lenovo',b'Lenovo K80',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k80-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, April. Released 2015, April'",b'Discontinued',b'8.5 mm thickness',b'158 g (5.57 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",,b'Android 5.0 (Lollipop)',b'Intel Atom Z3560',b'Quad-core 1.83 GHz',,b'No',"b'32GB 2GB RAM, 64GB 4GB RAM'",,,"b'Dual-LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, AF, OIS'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Yes',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Ion 4000 mAh, non-removable'","b'Black, Silver, Red'",b'About 280 EUR',,b'5 MP',,,b'Up to 520 h (3G)',b'Up to 33 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo S60',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-s60.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, January. Released 2015, March'",b'Discontinued',b'143.3 x 72 x 7.7 mm (5.64 x 2.83 x 0.30 in)',b'128 g (4.52 oz)',,"b'Dual SIM (Micro-SIM/Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,"b'Android 4.4.2 (KitKat), upgradable to 5 (Lollipop)'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDHC (dedicated slot)',b'8GB 2GB RAM',b'eMMC 4.5',,b'LED flash',b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 2150 mAh, non-removable'","b'Pearl White, Graphite Grey, Yellow'",b'About 280 EUR',,b'5 MP',,"b'S60-a, S60'",b'Up to 336 h (2G) / Up to 240 h (3G)',b'Up to 30 h (2G) / Up to 16 h 30 min (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A6000 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a6000.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',"b'1, 3, 7, 20, 40 - Data only, no voice'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, April. Released 2015, April'",b'Discontinued',b'141 x 70 x 8.2 mm (5.55 x 2.76 x 0.32 in)',b'128 g (4.52 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,"b'Android 4.4.4 (KitKat), upgradable to 5.2 (Lollipop)'",b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',b'eMMC 4.5',,b'LED flash',b'720p@30fps',"b'8 MP, f/2.2, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2300 mAh, removable'","b'Black, White, Yellow, Red'",b'About 110 EUR',,b'2 MP',,,b'Up to 264 h (2G) / Up to 264 h (3G)',b'Up to 22 h (2G) / Up to 13 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A1900',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a1900.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2015, April. Released 2015, April'",b'Discontinued',b'121 x 62 x 9.5 mm (4.76 x 2.44 x 0.37 in)',b'117 g (4.13 oz)',,"b'Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~60.7% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",,b'Android 4.4.2 (KitKat)',b'Spreadtrum SC7730',b'Quad-core 1.2 GHz Cortex-A7',b'Mali-400',b'microSDHC (dedicated slot)',b'4GB 512MB RAM',b'No',,,b'Yes',b'2 MP',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1500 mAh, removable'",b'Black',b'About 60 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo K3 Note',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-k3-note.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 38, 39, 40, 41'","b'HSPA, TD-SCDMA, LTE, TD-LTE'","b'2015, March. Released 2015, March'",b'Discontinued',b'152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in)',b'150 g (5.29 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'Asahi Dragontrail Glass',"b'Android 5.2 (Lollipop), upgradable to 6 (Marshmallow)'",b'Mediatek MT6752 (28 nm)',b'Octa-core 1.7 GHz Cortex-A53',b'Mali-T760MP2',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 - India',,"b'Dual-LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.0, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'","b'Li-Ion 3000 mAh, removable'","b'Onyx Black, Pearl White, Laser Yellow'",b'About 150 EUR',,"b'5 MP, f/2.4'",,"b'K50a40, K50-t5, K50-t3s'",b'Up to 750 h (3G)',b'Up to 36 h (3G)',,,,,b'HSDPA 2100 - India',,,b'Basemark OS II 2.0: 984Basemark X: 5656',b'Contrast ratio: 1793:1 (nominal)',b'Photo / Video',b'Voice 65dB / Noise 66dB / Ring 76dB',,b'Endurance rating 53h',,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Vibe Shot',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-shot.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',b'LTE 800 / 1800 / 2100 / 2600 - Lenovo Z90-7',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, March. Released 2015, June'",b'Discontinued',b'142 x 70 x 7.3 mm (5.59 x 2.76 x 0.29 in)',b'145 g (5.11 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~69.3% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",b'Corning Gorilla Glass 3',b'Android 5.0.2 (Lollipop)',b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.7 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (dedicated slot)',b'32GB 3GB RAM',b'eMMC 4.5',,"b'Triple-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',"b'16 MP, f/2.2, AF, OIS'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual band, hotspot'","b'4.1, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 3000 mAh, non-removable'","b'Crimson, Pearl White, Graphite Grey'",b'About 300 EUR',,"b'8 MP, f/2.2'",,"b'Z90a40, Z90-7'",b'Up to 456 h (3G)',b'Up to 30 h (2G) / Up to 21 h (3G)',,,,,,,,,"b'Contrast ratio: 1728 (nominal),  3.113 (sunlight)'",b'Photo / Video',b'Voice 66dB / Noise 65dB / Ring 71dB',b'Noise -83.0dB / Crosstalk -94.5dB',b'Endurance rating 54h',,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A7000 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a7000-plus.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',b'LTE (unspecified)',"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, September. Released 2015, September'",b'Discontinued',b'152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in)',b'140 g (4.94 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",,"b'Android 5.0 (Lollipop), upgradable to 6.0 (Marshmallow)'",b'Mediatek MT6752 (28 nm)',b'Octa-core 1.7 GHz Cortex-A53',b'Mali-T760MP2',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,,b'Dual-LED flash',b'1080p@30fps',"b'13 MP, f/2.0, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, gyro, proximity, compass'","b'Li-Po 2900 mAh, removable'","b'Onyx Black, Pearl White, Yellow'",b'About 190 EUR',,b'5 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A7000',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a7000.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',"b'1, 3, 7, 20, 40 - Data only, no voice'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, March 02. Released 2015, April 07'",b'Discontinued',b'152.6 x 76.2 x 8 mm (6.01 x 3.00 x 0.31 in)',b'140 g (4.94 oz)',"b'Glass front, plastic back, plastic frame'","b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,"b'Android 5.0.2 (Lollipop), upgradable to 6.0 (Marshmallow)'",b'Mediatek MT6752m',b'Octa-core 1.5 GHz Cortex-A53',b'Mali-T760MP2',b'microSDHC (dedicated slot)',b'8GB 2GB RAM',b'HSDPA 850 / 900 / 1900 / 2100',,b'Dual-LED flash',b'1080p@30fps',"b'8 MP, f/2.2, AF'",,b'720p',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2900 mAh, removable'","b'Onyx Black, Pearl White, Yellow'",b'About 150 EUR',,b'5 MP',,b'A7000-a',b'Up to 264 h (2G) / Up to 264 h (3G)',b'Up to 39 h (2G) / Up to 16 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A5000',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a5000.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2015, February. Released 2015, April'",b'Discontinued',b'140 x 71.4 x 10 mm (5.51 x 2.81 x 0.39 in)',b'160 g (5.64 oz)',,"b'Dual SIM (Mini-SIM/ Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~68.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,"b'Android 4.4.2 (KitKat), upgradable to 5.0.2 (Lollipop)'",b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',,,"b'LED flash, HDR'",b'1080p@30fps',"b'8 MP, f/2.2, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'","b'Black, White'",b'About 150 EUR',,b'2 MP',,b'A5000',b'Up to 768 h (2G) / Up to 804 h (3G)',b'Up to 35 h (2G) / Up to 17 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab 2 A10-70',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-2-a10.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE'","b'2015, March. Released 2015, April'",b'Discontinued',b'247 x 171 x 8.9 mm (9.72 x 6.73 x 0.35 in)',b'509 g (1.12 lb)',,b'Micro-SIM',b'IPS LCD',"b'10.1 inches, 312.3 cm2 (~73.9% screen-to-body ratio)'","b'1200 x 1920 pixels, 16:10 ratio (~218 ppi density)'",,"b'Android 4.4.4 (KitKat), upgradable to 5.0 (Lollipop)'",b'Mediatek MT8732 (28 nm) - 4G modelMediatek MT8165 - Wi-Fi model',b'Quad-core 1.7 GHz Cortex-A53',b'Mali-T760',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',,,,b'Yes',"b'8 MP, AF'",,b'',"b'Yes, with multiple speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, dual-band, hotspot'","b'4.0, A2DP'",b'To be confirmed',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 7000 mAh, non-removable'","b'Pearl White, Midnight Blue'",b'About 180 EUR',,b'5 MP',,,,b'Up to 15 h 30 min (multimedia)',,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab 2 A8-50',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-2-a8.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA',b'LTE (unspecified)',"b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, March. Released 2015, June'",b'Discontinued',b'210 x 125 x 8.9 mm (8.27 x 4.92 x 0.35 in)',b'360 g (12.70 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'8.0 inches, 195.8 cm2 (~74.6% screen-to-body ratio)'","b'800 x 1280 pixels, 16:10 ratio (~184 ppi density)'",,b'Android 5.0 (Lollipop)',b'Mediatek MT8735 (28 nm) - 4G modelMediatek MT8161 (28 nm) - Wi-Fi model',b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720MP2',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,,,b'Yes',"b'5 MP, AF'",,b'',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n, hotspot'","b'4.0, A2DP'",b'To be confirmed',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 4290 mAh, non-removable'","b'Pearl White, Ebony, Midnight Blue, Neon Pink'",b'About 120 EUR',,b'2 MP',,,b'Up to 696 h',b'Up to 8 h (multimedia)',,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo P70',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-p70.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 900 / 2100',"b'1, 3, 7, 20 - Data only, no voice'","b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, January. Released 2015, February'",b'Discontinued',b'142 x 71.8 x 8.9 mm (5.59 x 2.83 x 0.35 in)',b'149 g (5.26 oz)',,"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~67.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 4.4 (KitKat)',b'Mediatek MT6752 (28 nm)',b'Octa-core 1.7 GHz Cortex-A53',b'Mali-T760MP2',b'microSDHC (dedicated slot)',b'16GB 2GB RAM',,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.0, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'","b'Li-Po 4000 mAh, non-removable'",b'Midnight Blue',b'About 240 EUR',,b'5 MP',,b'P70-A',b'Up to 816 h (2G) / Up to 696 h (3G)',b'Up to 46 h (2G) / Up to 18 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab 2 A7-30',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-2-a7-30.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 1900 / 2100',,b'HSPA 21.1/5.76 Mbps',"b'2015, January. Released 2015, April'",b'Discontinued',b'191 x 105 x 8.9 mm (7.52 x 4.13 x 0.35 in)',b'269 g (9.49 oz)',,b'Mini-SIM',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~68.8% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,"b'Android 4.4.2 (KitKat), upgradable to 5.0 (Lollipop)'",b'Mediatek MT8382M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC (dedicated slot)',b'16GB 1GB RAM',,,,b'1080p@30fps',b'2 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 3450 mAh, non-removable'","b'Pearl White, Ebony Black, Aqua Blue, Cotton Candy'",b'About 110 EUR',,b'VGA',,b'TAB 2 A7-30HC',b'Up to 432 h (3G)',b'Up to 8 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab 2 A7-20',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab2-a7-20.jpg',b'No cellular connectivity',b'N/A',,,,"b'2015, January. Released 2015, January'",b'Discontinued',b'189 x 105 x 9.3 mm (7.44 x 4.13 x 0.37 in)',b'269 g (9.49 oz)',,b'No',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~69.5% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,"b'Android 4.4 (KitKat), upgradable to 5.0 (Lollipop)'",b'Mediatek MT8127 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-450MP4',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",,,,b'Yes',b'2 MP',,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 3450 mAh, non-removable'",b'Black',b'About 100 EUR',,b'VGA',,,b'Up to 432 h',b'Up to 8 h (multimedia)',,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Tab 2 A7-10',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-tab-2-a7-10.jpg',b'No cellular connectivity',b'N/A',,,,"b'2015, January. Released 2015, January'",b'Discontinued',b'189 x 105 x 9.3 mm (7.44 x 4.13 x 0.37 in)',b'269 g (9.49 oz)',,b'No',b'IPS LCD',"b'7.0 inches, 137.9 cm2 (~69.5% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~170 ppi density)'",,"b'Android 4.4 (KitKat), upgradable to 5.0 (Lollipop)'",b'Mediatek MT8127 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-450MP4',b'microSDHC (dedicated slot)',"b'8GB 1GB RAM, 16GB 1GB RAM'",b'No',,,b'Yes',b'VGA',,,b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'No',b'microUSB 2.0',b'Accelerometer',"b'Li-Ion 3450 mAh, non-removable'",b'Black',b'About 90 EUR',,,,,b'Up to 432 h',b'Up to 8 h (multimedia)',,,b'No',b'No',,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo A6000',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-a6000.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',"b'1, 3, 7, 20, 40'","b'HSPA, LTE Cat4 150/50 Mbps'","b'2015, January 09. Released 2015, January 28'",b'Discontinued',b'141 x 70 x 8.2 mm (5.55 x 2.76 x 0.32 in)',b'128 g (4.52 oz)',"b'Glass front, plastic back, plastic frame'","b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~69.8% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'Android 4.4.4 (KitKat)',b'Qualcomm MSM8916 Snapdragon 410 (28 nm)',b'Quad-core 1.2 GHz Cortex-A53',b'Adreno 306',b'microSDHC (dedicated slot)',b'8GB 1GB RAM',b'eMMC 4.5',,b'LED flash',b'720p@30fps',"b'8 MP, f/2.0, AF'",,b'720p',"b'Yes, dual speakers'",b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Po 2300 mAh, removable'",b'Black',b'About 100 EUR',,b'2 MP',,b'A6000',b'Up to 264 h (2G) / Up to 264 h (3G)',b'Up to 22 h (2G) / Up to 13 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo P90',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-p90.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 20'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, January. Released 2015, April'",b'Discontinued',b'150 x 77.4 x 8.5 mm (5.91 x 3.05 x 0.33 in)',b'156 g (5.50 oz)',,b'Micro-SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~71.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",,b'Android 4.4 (KitKat)',b'Intel Atom Z3560',b'Quad-core 1.83 GHz',b'PowerVR G6430',b'No',b'32GB 2GB RAM',,,"b'Dual-LED dual-tone flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, AF, OIS'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual band, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'","b'Pearl White, Lava Red, Onyx Black'",b'About 450 EUR',,b'5 MP',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'lenovo',b'Lenovo Vibe X2 Pro',b'https://fdn2.gsmarena.com/vv/bigpic/lenovo-vibe-x2-pror.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 7, 20'","b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2015, January. Released 2015, April'",b'Discontinued',b'146.3 x 71 x 7 mm (5.76 x 2.80 x 0.28 in)',b'140 g (4.94 oz)',,"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.3 inches, 77.4 cm2 (~74.6% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~416 ppi density)'",,"b'Android 4.4 (KitKat), Vibe UI 2'",b'Qualcomm MSM8939 Snapdragon 615 (28 nm)',b'Octa-core (4x1.5 GHz Cortex-A53 & 4x1.0 GHz Cortex-A53)',b'Adreno 405',b'microSDXC (uses shared SIM slot)',b'32GB 2GB RAM',b'eMMC 4.5',,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, AF'",,b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n/ac, dual band, hotspot'","b'4.0, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'","b'Li-Po 2410 mAh, non-removable'","b'Champagne Gold, Rock Pink, Electric Blue'",b'About 330 EUR',,"b'13 MP, AF'",,,,,,,,,b'Air gestures',,,,,,,,,,,,,,,,,,,,,,,
