Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,OS,Chipset,CPU,GPU,Card slot,Internal,Single,Features,Video,Single_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Radio,USB,Sensors,Type_1,Charging,Colors,Dual,Price,,Triple,Stand-by,Talk time,Features_1,Protection,_1,_1_1,Models,Build,GPRS,EDGE,Phonebook,Call records,Messaging,Games,Java,Dual_1,Music play,Infrared port,Keyboard,Browser,Alert types,Clock,Alarm,SAR EU,SAR,Stand-by_1,Talk time_1,128GB 6GB RAM
b'celkon',b'Celkon Campus Whizz Q42',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-campus-whizz-q42.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2014, November. Released 2014, November'",b'Discontinued',b'122 x 63 x 9.5 mm (4.80 x 2.48 x 0.37 in)',b'122 g (4.30 oz)',b'Dual SIM',b'TFT',"b'4.0 inches, 45.5 cm2 (~59.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4 (KitKat)',b'Mediatek MT6582M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'4GB 512MB RAM',b'5 MP',b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1400 mAh, removable'",,b'Black',,b'About 80 EUR',,,,,b'LED flash',,,,,,,,,,,,,,,,,,,,,b'0.48 W/kg (head) \xc2\xa0 \xc2\xa0 0.52 W/kg (body)',,,,
b'celkon',b'Celkon Millennia Epic Q550',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q550.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2014, November. Released 2014, November'",b'Discontinued',b'152 x 76 x 7.9 mm (5.98 x 2.99 x 0.31 in)',b'143.8 g (5.08 oz)',b'Dual SIM',b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~72.2% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'16GB 1GB RAM',b'8 MP',b'LED flash',b'720p',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 3500 mAh battery',,"b'Black, White'",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon Xion s CT695',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-ct695.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,"b'Yes, 384 kbps'","b'2014, October. Released 2014, October'",b'Discontinued',b'180 x 104.4 x 8.6 mm (7.09 x 4.11 x 0.34 in)',b'250 g (8.82 oz)',b'Dual SIM',b'TFT',"b'6.95 inches, 135.9 cm2 (~72.3% screen-to-body ratio)'","b'600 x 1024 pixels, 16:9 ratio (~171 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT8312 (28 nm)',b'Dual-core 1.2 GHz Cortex-A7',b'Mali-400',b'microSDHC',b'8GB 1GB RAM',b'5 MP',,b'Yes',b'Yes',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'A-GPS',b'No',b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity'",b'Li-Ion 2500 mAh battery',,b'Black',,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.64 W/kg (head) \xc2\xa0 \xc2\xa0 0.56 W/kg (body)',,,,
b'celkon',b'Celkon Campus Colt A401',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a401.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,"b'Yes, 384 kbps'","b'2014, October. Released 2014, October'",b'Discontinued',b'124.9 x 64 x 10.4 mm (4.92 x 2.52 x 0.41 in)',b'-',b'Dual SIM',b'TFT',"b'4.0 inches, 45.5 cm2 (~57.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',b'Spreadtrum SC7715',b'1.0 GHz',b'Mali-400',b'microSDHC',b'4GB 512MB RAM',b'3.15 MP',b'LED flash',b'Yes',b'Yes',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 1400 mAh battery',,"b'Black, White, Blue'",,,,,,,,,,,,,,,,,,,,,,,,,,,,b'0.32 W/kg (head) \xc2\xa0 \xc2\xa0 0.60 W/kg (body)',,,,
b'celkon',b'Celkon Campus Crown Q40',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q40.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,"b'Yes, 384 kbps'","b'2014, October. Released 2014, October'",b'Discontinued',b'125.5 x 64.7 x 9.6 mm (4.94 x 2.55 x 0.38 in)',b'109.3 g (3.84 oz)',b'Dual SIM',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~56.1% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4 (KitKat)',b'Mediatek MT6582M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'4GB 512MB RAM',"b'5 MP, AF'",b'LED flash',b'Yes',b'Yes',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1500 mAh, removable'",,"b'Silver, Grey'",,,,,b'Up to 260 h',b'Up to 6 h',,,,,,,,,,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon Glory Q5',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q5.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,"b'Yes, 384 kbps'","b'2014, October. Released 2014, October'",b'Discontinued',b'144.7 x 72.1 x 7.4 mm (5.70 x 2.84 x 0.29 in)',b'156 g (5.50 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.1% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~220 ppi density)'",b'Android 4.4 (KitKat)',b'Mediatek MT6582M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'8GB 1GB RAM',"b'5 MP, AF'",b'LED flash',b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 1800 mAh battery',,"b'White, Silver, Grey'",,,,,b'Up to 200 h',b'Up to 6 h',,,,,,,,,,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon Campus One A354C',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a354c.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2014, October. Released 2014, October'",b'Discontinued',b'-',b'-',b'Dual SIM',b'TFT',"b'3.5 inches, 36.5 cm2'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 4.4 (KitKat)',b'SC6815',b'1.0 GHz',,b'microSDHC',b'256MB 512MB',b'2 MP',b'Dual-LED flash',b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',b'No',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1200 mAh battery',,"b'White, Blue, Red, Yellow, Dark Blue, Green'",,,,,,b'Up to 4 h',,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon Campus Nova A352E',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a352e.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,"b'2014, October. Released 2014, October'",b'Discontinued',b'-',b'-',b'Dual SIM',b'TFT',"b'3.5 inches, 36.5 cm2'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'RDA 8810M',b'1.0 GHz',,b'microSDHC',b'256MB 512MB',b'2 MP',,b'Yes',,,b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'No',b'No',b'FM radio',b'microUSB 2.0',b'Accelerometer',b'Li-Ion 1400 mAh battery',,"b'Black, White'",,,b'No',,,b'Up to 4 h',,,,,,,b'Yes',b'Yes',,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon A43',b'https://fdn2.gsmarena.com/vv/bigpic/xolo-a43.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2014, July. Released 2014, July'",b'Discontinued',b'124 x 63 x 8.5 mm (4.88 x 2.48 x 0.33 in)',b'-',b'Dual SIM',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~58.3% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.2.2 (Jelly Bean)',,b'Dual-core 1.3 GHz',,b'microSDHC',b'4GB 1GB RAM',b'5 MP',,b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB',"b'Accelerometer, proximity'",b'Li-Ion 1400 mAh battery',,"b'Blue, Black, Grey'",,b'About 80 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,b'0.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.49 W/kg (body)',,,,
b'celkon',b'Celkon A42',b'https://fdn2.gsmarena.com/vv/bigpic/xolo-a42.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2014, July. Released 2014, July'",b'Discontinued',b'124.5 x 63.5 x 10.2 mm (4.90 x 2.5 x 0.40 in)',b'-',b'Dual SIM',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~57.6% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.2.2 (Jelly Bean)',,b'Dual-core 1.3 GHz',,b'microSDHC',b'4GB 512MB RAM',b'5 MP',,b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB',"b'Accelerometer, proximity'",b'Li-Ion 1400 mAh battery',,"b'Yellow, Blue, White'",,b'About 80 EUR',,,b'Up to 180 h',b'Up to 5 h',,,,,,,,,,,,,,,,,,,,,,b'0.69 W/kg (head) \xc2\xa0 \xc2\xa0 0.71 W/kg (body)',,,,
b'celkon',b'Celkon Q500 Millennium Ultra',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-millennium-ultra-q500.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'145.6 x 71.8 x 8 mm (5.73 x 2.83 x 0.31 in)',b'149 g (5.26 oz)',b'Dual SIM',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'Android 4.4.2 (KitKat)',b'Broadcom BCM23550',b'Quad-core 1.2 GHz',,b'microSDHC',b'16GB 2GB RAM',"b'8 MP, AF'",b'LED flash',b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 2500 mAh battery',,b'White',,b'About 120 EUR',,,b'Up to 200 h (3G)',b'Up to 5 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon Q44',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q44.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'129 x 64.2 x 9.5 mm (5.08 x 2.53 x 0.37 in)',b'133.6 g (4.73 oz)',b'Dual SIM',b'IPS LCD',"b'4.0 inches, 45.5 cm2 (~55.0% screen-to-body ratio)'","b'480 x 800 pixels, 5:3 ratio (~233 ppi density)'",b'Android 4.4.2 (KitKat)',,b'Quad-core 1.3 GHz',,b'microSDXC',b'8GB 1GB RAM',b'5 MP',,b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB',"b'Accelerometer, proximity'",b'Li-Ion 1500 mAh battery',,"b'Silver, Gold, Grey'",,,,,b'Up to 140 h (3G)',b'Up to 5 h (3G)',,,,,,,,,,,,,,,,,,,,,,b'0.38 W/kg (head) \xc2\xa0 \xc2\xa0 0.41 W/kg (body)',,,,
b'celkon',b'Celkon A500',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a500.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',"b'2014, August. Released 2014, August'",b'Discontinued',b'141.4 x 72.6 x 10.2 mm (5.57 x 2.86 x 0.40 in)',b'147 g (5.19 oz)',b'Dual SIM',b'TFT',"b'5.0 inches, 68.9 cm2 (~67.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6572M (28 nm)',b'Dual-core 1.3 GHz Cortex-A7',b'Mali-400',b'microSDHC',b'8GB 1GB RAM',b'5 MP',,b'Yes',b'VGA',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 2000 mAh battery',,"b'Black, White'",,b'About 90 EUR',,,b'Up to 150 h (3G)',b'Up to 7 h (3G)',,,,,,,,,,,,,,,,,,,,,,b'0.49 W/kg (head) \xc2\xa0 \xc2\xa0 0.56 W/kg (body)',,,,
b'celkon',b'Celkon A21',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a21.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'124.8 x 66.1 x 10.8 mm (4.91 x 2.60 x 0.43 in)',b'115.3 g (4.06 oz)',b'Dual SIM (Dual stand-by)',b'TFT',"b'4.0 inches, 47.6 cm2 (~57.8% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~144 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'512MB 256MB RAM',b'3.15 MP',,b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',"b'4.0, A2DP'",b'No',b'No',b'FM radio',b'microUSB',b'Accelerometer',b'Li-Ion 1500 mAh battery',,"b'Black, Blue, Red'",,b'About 60 EUR',,,b'Up to 120 h (3G)',b'Up to 8 h (3G)',,,,,,,,,,,,,,,,,,,,,,b'0.99 W/kg (head) \xc2\xa0 \xc2\xa0 1.39 W/kg (body)',,,,
b'celkon',b'Celkon A115',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a115.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'148 x 74 x 9.3 mm (5.83 x 2.91 x 0.37 in)',b'164 g (5.78 oz)',b'Dual SIM (Mini-SIM)',b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~62.9% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.2.2 (Jelly Bean)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDXC',b'4GB 512MB RAM',b'8 MP',,b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',b'No',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'Black, White'",,,,,b'Up to 360 h (3G)',b'Up to 18 h (3G)',,,,,,,,,,,,,,,,,,,,,,b'0.84 W/kg (head) \xc2\xa0 \xc2\xa0 0.91 W/kg (body)',,,,
b'celkon',b'Celkon Q455',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q455.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'136.5 x 68 x 7.9 mm (5.37 x 2.68 x 0.31 in)',b'130 g (4.59 oz)',b'Dual SIM (Mini-SIM)',b'IPS LCD',"b'4.5 inches, 55.8 cm2 (~60.1% screen-to-body ratio)'","b'540 x 960 pixels, 16:9 ratio (~245 ppi density)'",b'Android 4.4.2 (KitKat)',,b'Quad-core 1.2',,b'microSDXC',b'16GB 1GB RAM',b'8 MP',,b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.1',b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 2000 mAh, removable'",,"b'White, Black, Blue'",,b'About 100 EUR',,,,b'Up to 6 h (3G)',,,,,,,,,,,,,,,,,,,,,,b'0.47 W/kg (head) \xc2\xa0 \xc2\xa0 0.41 W/kg (body)',,,,
b'celkon',b'Celkon Q470',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q470.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'138.4 x 68.8 x 8.3 mm (5.45 x 2.71 x 0.33 in)',b'137 g (4.83 oz)',b'Dual SIM (Mini-SIM)',b'IPS LCD',"b'4.7 inches, 60.9 cm2 (~64.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~312 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6582 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'16GB 1GB RAM',b'8 MP',,b'Yes',b'2 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'",b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1800 mAh, removable'",,b'White',,,,,b'Up to 140 h (3G)',b'Up to 6 h (3G)',,,,,,,,,,,,,,,,,,,,,,,,,,
b'celkon',b'Celkon Q3000',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-q3000.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'145.6 x 72.7 x 10 mm (5.73 x 2.86 x 0.39 in)',b'167 g (5.89 oz)',b'Dual SIM (Mini-SIM)',b'TFT',"b'5.0 inches, 68.9 cm2 (~65.1% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'Android 4.4.2 (KitKat)',b'Mediatek MT6582M (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400MP2',b'microSDHC',b'4GB 1GB RAM',b'8 MP',,b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',b'Yes',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3000 mAh, removable'",,b'White',,,,,b'Up to 400 h (3G)',b'Up to 12 h (2G) / Up to 22 h (3G)',,,,,,,,,,,,,,,,,,,,,,b'0.29 W/kg (head) \xc2\xa0 \xc2\xa0 0.81 W/kg (body)',,,,
b'celkon',b'Celkon A35k',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-a35.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'119 x 63 x 10.7 mm (4.69 x 2.48 x 0.42 in)',b'102 g (3.60 oz)',b'Dual SIM (Mini-SIM)',b'TFT',"b'3.5 inches, 36.5 cm2 (~48.7% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~165 ppi density)'",b'Android 4.4.2 (KitKat)',,b'1.0 GHz',,b'microSDHC',b'2GB 256MB RAM',b'3.15 MP',,b'Yes',b'VGA',b'',b'Yes',b'Yes',b'Wi-Fi 802.11 b/g/n',b'2.0',b'No',b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 1400 mAh, removable'",,"b'White, Blue'",,b'About 40 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,b'0.56 W/kg (head) \xc2\xa0 \xc2\xa0 0.51 W/kg (body)',,,,
b'celkon',b'Celkon A125',b'https://fdn2.gsmarena.com/vv/bigpic/Celkon-A125.jpg',b'GSM / HSPA',b'GSM 900 / 1800 - SIM 1 & SIM 2',b'HSDPA 2100',,b'HSPA',b'2014. Released 2014',b'Discontinued',b'138 x 68.5 x 10 mm (5.43 x 2.70 x 0.39 in)',b'78.2 (2.75 oz)',b'Dual SIM (Mini-SIM)',b'TFT',"b'4.5 inches, 64.9 cm2 (~68.6% screen-to-body ratio)'",b'960 x 854 pixels (~286 ppi density)',b'Android 4.2.2 (Jelly Bean)',,b'Dual-core 1.3 GHz',,b'microSDHC',b'4GB 512MB RAM',b'5 MP',,b'Yes',b'1.3 MP',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'",b'2.0',"b'Yes, with A-GPS'",b'No',b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",b'Li-Ion 2000 mAh battery',,"b'White, Black'",,b'About 80 EUR',,,,,,,,,,,,,,,,,,,,,,,,,,b'0.74 W/kg (head) \xc2\xa0 \xc2\xa0 0.68 W/kg (body)',,,,
b'celkon',b'Celkon C7010',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-c7010.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2014',b'Available',b'102 x 57 x 13.6 mm (4.02 x 2.24 x 0.54 in)',b'90.6 g (3.17 oz)',b'Dual SIM',b'TFT',"b'2.8 inches, 23.3 cm2 (~40.2% screen-to-body ratio)'","b'320 x 480 pixels, 3:2 ratio (~206 ppi density)'",,,,,b'microSDHC',,b'1.3 MP',,b'Yes',b'Yes',b'',b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio; built-in antenna',b'microUSB',b'',"b'Li-Ion 1200 mAh, removable'",,b'Black',,,b'MP4/H.263 player MP3/WAV player',,,,,,,,,,b'Yes',b'No',b'Yes',b'Yes',b'SMS',b'Yes',b'No',,,,,,,,,b'0.46 W/kg (head) \xc2\xa0 \xc2\xa0 0.72 W/kg (body)',,,,
b'celkon',b'Celkon C5055',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-c5055.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2014',b'Available',b'102 x 57 x 13.6 mm (4.02 x 2.24 x 0.54 in)',b'90.6 g (3.17 oz)',b'Dual SIM',b'TFT',"b'2.8 inches, 24.3 cm2 (~41.8% screen-to-body ratio)'","b'240 x 320 pixels, 4:3 ratio (~143 ppi density)'",,,,,b'microSDHC',,b'1.3 MP',,b'Yes',b'Yes',b'',b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 1000 mAh, removable'",,b'Black',,,b'MP4/H.263 player MP3/WAV player',,,,,,,,,,b'Yes',b'No',b'Yes',b'Yes',b'Yes',b'Yes',b'Yes',,,,,,,,,b'0.98 W/kg (head) \xc2\xa0 \xc2\xa0 0.73 W/kg (body)',,,,
b'celkon',b'Celkon C9 Jumbo',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-c9-jumbo.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2014',b'Available',b'-',b'-',b'Dual SIM',b'TFT',"b'2.4 inches, 17.8 cm2'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC',,b'1.3 MP',,b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 2000 mAh, removable'",,"b'Black/Red, Black/Blue, White/Red'",,,b'No',,,,,,b'Audio/video player',,,,b'Yes',b'No',b'Yes',b'Yes',b'Yes',b'Yes',b'No',,,,,,,,,b'0.30 W/kg (head) \xc2\xa0 \xc2\xa0 0.65 W/kg (body)',,,,
b'celkon',b'Celkon C7 Jumbo',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-c7-jumbo.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2014',b'Available',b'-',b'-',b'Dual SIM',b'TFT',"b', -'","b'240 x 320 pixels, 4:3 ratio'",,,,,b'microSDHC',,b'1.3 MP',,b'Yes',,,b'Yes',b'Yes',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 2000 mAh, removable'",,b'Black',,,b'No',,,,,,b'Audio/video player',,,,b'Yes',b'No',b'Yes',b'Yes',b'Yes',b'Yes',b'No',,,,,,,,,,,,,
b'celkon',b'Celkon C6 Star',b'https://fdn2.gsmarena.com/vv/bigpic/celkon-c6-star.jpg',b'GSM',b'GSM 900 / 1800 - SIM 1 & SIM 2',,,,b'2014',b'Available',b'-',b'-',b'Dual SIM',b'TFT',"b'2.4 inches, 17.8 cm2'","b'240 x 320 pixels, 4:3 ratio (~167 ppi density)'",,,,,b'microSDHC',,b'1.3 MP',,b'Yes',,,b'Yes',b'No',b'No',b'2.0',b'No',b'No',b'FM radio',b'microUSB',b'',"b'Li-Ion 1100 mAh, removable'",,b'Black',,,b'Flashlight',,,,,,b'No',b'Audio/video player',,,b'No',b'No',b'Yes',b'Yes',b'SMS',b'Yes',b'No',,,,,,,,,,,,,
