Brand,Model Name,Model Image,Technology,2G bands,GPRS,EDGE,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,Card slot,Phonebook,Call records,Internal,Single,Video,_1,Loudspeaker,Alert types,3.5mm jack,WLAN,Bluetooth,GPS,Radio,USB,Sensors,Messaging,Browser,Games,Java,_1_1,Type_1,Stand-by,Talk time,Colors,Price,3G bands,Speed,Single_1,Video_1,Infrared port,Features,4G bands,Protection,OS,Chipset,CPU,GPU,Dual,NFC,Models,SAR EU,Features_1,Charging,SAR,Keyboard,Music play,Languages,Triple,Build
b'wiko',b'Wiko View Prime',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-vprm.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2017, September'","b'Available. Released 2017, September'",b'152.3 x 72.8 x 8.3 mm (6.00 x 2.87 x 0.33 in)',b'162 g (5.71 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~75.6% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'eMMC 5.1',b'microSDXC',,,b'64GB 4GB RAM',"b'16 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 3000 mAh, non-removable'",,,"b'Black, Gold, Deep Bleen, Cherry Red'",b'About 190 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",,b'',,"b'LED flash, panorama, HDR'","b'1, 3, 7, 20'",,b'Android 7.1 (Nougat)',b'Qualcomm MSM8937 Snapdragon 430 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',"b'20 MP, f/2.0, (wide), 1/2.8"", 1.0\xc2\xb5m 8 MP'",b'No',,b'0.19 W/kg (head) \xc2\xa0 \xc2\xa0 1.62 W/kg (body)',,,,,,,,
b'wiko',b'Wiko View XL',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-vxl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2017, October'","b'Available. Released 2017, October'",b'158.1 x 76.5 x 8.2 mm (6.22 x 3.01 x 0.32 in)',b'171 g (6.03 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.99 inches, 92.6 cm2 (~76.6% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~269 ppi density)'",b'eMMC 5.1',b'microSDXC',,,b'32GB 3GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 3000 mAh, removable'",,,"b'Black, Gold, Deep Bleen, Cherry Red'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'',,"b'LED flash, panorama, HDR'","b'1, 3, 7, 20'",,b'Android 7.1 (Nougat)',b'Qualcomm MSM8917 Snapdragon 425 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',,b'No',,b'0.20 W/kg (head) \xc2\xa0 \xc2\xa0 1.28 W/kg (body)',,,,,,,,
b'wiko',b'Wiko View',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-v.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2017, September'","b'Available. Released 2017, September'",b'151.5 x 73.1 x 8.7 mm (5.96 x 2.88 x 0.34 in)',b'160 g (5.64 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~75.7% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'eMMC 5.1',b'microSDXC',,,"b'16GB 3GB RAM, 32GB 3GB RAM'","b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 2900 mAh, removable'",,,"b'Black, Gold, Deep Bleen, Cherry Red'",b'About 150 EUR',b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'',,"b'LED flash, panorama, HDR'","b'1, 3, 7, 20'",,b'Android 7.1 (Nougat)',b'Qualcomm MSM8917 Snapdragon 425 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',,b'No',b'View',b'0.40 W/kg (head) \xc2\xa0 \xc2\xa0 1.30 W/kg (body)',,,,,,,,
b'wiko',b'Wiko WIM',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-w.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2017, February'","b'Available. Released 2017, February'",b'156.2 x 75.3 x 7.9 mm (6.15 x 2.96 x 0.31 in)',b'160 g (5.64 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'AMOLED',"b'5.5 inches, 83.4 cm2 (~70.9% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~401 ppi density)'",b'eMMC 5.1',b'microSDXC',,,b'64GB 4GB RAM',"b'13 MP, f/2.0, PDAF 13 MP B/W'","b'4K@30fps, 1080p@30fps'",,b'Yes',,b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS, GALILEO'",b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 3200 mAh, non-removable'",,,"b'Black, Gold, Deep Bleen'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',,"b'Dual-LED dual-tone flash, panorama, HDR'","b'1, 2, 3, 5, 7, 8, 12, 17, 20, 28, 38, 40'",b'Corning Gorilla Glass 3',b'Android 7.1 (Nougat)',b'Qualcomm MSM8953-Pro Snapdragon 626 (14 nm)',b'Octa-core 2.2 GHz Cortex-A53',b'Adreno 506',,b'No',,b'1.49 W/kg (head) \xc2\xa0 \xc2\xa0 1.25 W/kg (body)',b'LED flash',b'Fast charging 18W Quick Charge 3.0',,,,,,
b'wiko',b'Wiko WIM Lite',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-wl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2017, February'","b'Available. Released 2017, February'",b'144 x 71.7 x 8.8 mm (5.67 x 2.82 x 0.35 in)',b'149 g (5.26 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.8% screen-to-body ratio)'","b'1080 x 1920 pixels, 16:9 ratio (~441 ppi density)'",b'eMMC 5.1',b'microSDXC (uses shared SIM slot)',,,b'32GB 3GB RAM',"b'13 MP, f/2.0, 1/3.1"", AF'","b'4K@30fps, 1080p@30fps'",,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 3000 mAh, non-removable'",,,"b'Black, Gold, Deep Bleen, Cherry Red'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'1080p@30fps',,"b'Dual-LED flash, panorama, HDR'","b'1, 3, 7, 8, 20'",,b'Android 7.1 (Nougat)',b'Qualcomm MSM8940 Snapdragon 435 (28 nm)',b'Octa-core 1.4 GHz Cortex-A53',b'Adreno 505',,b'No',,b'0.43 W/kg (head) \xc2\xa0 \xc2\xa0 1.46 W/kg (body)',,,,,,,,
b'wiko',b'Wiko Upulse',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-upls.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'153.5 x 77.5 x 8.5 mm (6.04 x 3.05 x 0.33 in)',b'167 g (5.89 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.1% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'microSDXC',,,b'32GB 3GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 3000 mAh, non-removable'",,,"b'Black, Gold, Deep Bleen, Cherry Red'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'8 MP',b'',,"b'LED flash, panorama, HDR'","b'1, 3, 7, 20'",,b'Android 7.0 (Nougat)',,b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',,b'No',b'U PULSE',,b'LED flash',,,,,,,
b'wiko',b'Wiko Upulse lite',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-upls-l.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'144 x 72 x 8.4 mm (5.67 x 2.83 x 0.33 in)',b'157 g (5.54 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.2 inches, 74.5 cm2 (~71.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~282 ppi density)'",,b'microSDXC',,,b'32GB 3GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 3000 mAh, non-removable'",,,"b'Black, Gold, Deep Bleen, Cherry Red'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'8 MP',b'',,"b'LED flash, panorama, HDR'","b'1, 3, 7, 20'",,b'Android 7.0 (Nougat)',,b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',,b'No',,,b'LED flash',,,,,,,
b'wiko',b'Wiko Tommy2 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-t2pl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2017, September'","b'Available. Released 2017, September'",b'155.3 x 76.8 x 8.9 mm (6.11 x 3.02 x 0.35 in)',b'173 g (6.10 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~69.9% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",b'eMMC 5.1',b'microSDXC',,,b'16GB 1GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 3000 mAh, non-removable'",,,"b'Black, Gold, Bleen, Lime, Rose Gold'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, HDR, panorama'","b'1, 3, 7, 20'",,b'Android 7.1 (Nougat)',b'Qualcomm MSM8917 Snapdragon 425 (28 nm)',b'Quad-core 1.4 GHz Cortex-A53',b'Adreno 308',,b'No',,b'0.88 W/kg (head) \xc2\xa0 \xc2\xa0 1.49 W/kg (body)',b'LED flash',,,,,,,
b'wiko',b'Wiko Tommy2',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-t2sl.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,"b'2017, June'","b'Available. Released 2017, June'",b'145 x 72.7 x 9.2 mm (5.71 x 2.86 x 0.36 in)',b'159 g (5.61 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",b'eMMC 4.5',b'microSDXC',,,b'8GB 1GB RAM',"b'8 MP, AF'",b'720p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.1, A2DP, LE'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'",,,,,,"b'Li-Po 2500 mAh, removable'",,,"b'True Black, Bleen, Blue, Rubi Red, Gold, Rose Gold'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, HDR'","b'1, 3, 7, 20'",,b'Android 7.1 (Nougat)',b'Qualcomm MSM8909v2 Snapdragon 212 (28 nm)',b'Quad-core 1.3 GHz Cortex-A7',b'Adreno 304',,b'No',,b'0.59 W/kg (head) \xc2\xa0 \xc2\xa0 1.73 W/kg (body)',,,,,,,,
b'wiko',b'Wiko Harry',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-h.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'145 x 72.7 x 9.2 mm (5.71 x 2.86 x 0.36 in)',b'160 g (5.64 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.4% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'microSDXC',,,b'16GB 3GB RAM',"b'13 MP, AF'",b'720p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Ion 2500 mAh, removable'",,,"b'Anthracite, Gold, Bleen'",,b'HSDPA 850 / 900 / 2100',"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, HDR'","b'1, 3, 7, 20'",,b'Android 7.0 (Nougat)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-T720',,b'No',b'HARRY',b'0.44 W/kg (head) \xc2\xa0 \xc2\xa0 1.03 W/kg (body)',,,,,,,,
b'wiko',b'Wiko Jerry2',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-j2.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'144 x 72.8 x 9.3 mm (5.67 x 2.87 x 0.37 in)',b'167 g (5.89 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.7% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'microSDXC',,,b'8GB 1GB RAM',b'5 MP',b'Yes',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',b'microUSB 2.0',b'Accelerometer',,,,,,"b'Li-Ion 2500 mAh, removable'",,,"b'Space Grey, Silver, Gold, Bleen, Lime'",,b'HSDPA 900 / 2100',b'HSPA 21.1/5.76 Mbps',b'5 MP',b'',,"b'LED flash, HDR, panorama'",,,b'Android 7.0 (Nougat)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400 MP2',,b'No',b'JERRY2',,,,,,,,,
b'wiko',b'Wiko Jerry',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-j.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2016',b'Available. Released 2016',b'145.1 x 73.5 x 9.6 mm (5.71 x 2.89 x 0.38 in)',b'166 g (5.86 oz)',"b'Dual SIM (Micro-SIM/Mini-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~64.6% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",,b'microSDXC',,,b'8GB 1GB RAM',b'5 MP',b'Yes',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',b'microUSB 2.0',"b'Accelerometer, proximity, compass'",,,,,,"b'Li-Ion 2000 mAh, removable'",,,"b'Orange/Space Grey, Bleen/Silver, Black/Space Grey, Pink/Silver, White/Space Grey'",,b'HSDPA 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',b'2 MP',b'',,"b'LED flash, HDR, panorama'",,,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',,b'No',b'JERRY',,,,,,,,,
b'wiko',b'Wiko Kenny',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-k.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'144.7 x 72.4 x 10.1 mm (5.70 x 2.85 x 0.40 in)',b'162 g (5.71 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.8% screen-to-body ratio)'","b'480 x 854 pixels, 16:9 ratio (~196 ppi density)'",b'HSDPA 850 / 900 / 2100',b'microSDXC',,,b'16GB 2GB RAM',b'5 MP or 8 MP',b'1080p@30fps',"b'1, 3, 7, 20'",b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'Stereo FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, proximity, compass'",,,,,,b'Li-Ion 2500 mAh battery',,,"b'Anthracite, Gold, Bleen'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, HDR, panorama'","b'3, 7, 20'",,b'Android 7.0 (Nougat)',,b'Quad-core 1.1 GHz',b'Mali-T720',,b'No',,,,,,,,,,
b'wiko',b'Wiko Lenny3 Max',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-l3.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2016',b'Available. Released 2016',b'143 x 73 x 9.9 mm (5.63 x 2.87 x 0.39 in)',b'177 g (6.24 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'microSDXC',,,b'16GB 2GB RAM',"b'8 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Accelerometer, gyro, proximity, compass'",,,,,,"b'Li-Po 4900 mAh, non-removable'",,,"b'Space Grey, Bleen, Rose Gold, Gold'",,b'HSDPA 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',b'5 MP',b'',,"b'LED flash, panorama, HDR'",,,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400',,b'No',,,,,,,,,,
b'wiko',b'Wiko Lenny4 Plus',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-l4pl.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'156 x 79 x 9.4 mm (6.14 x 3.11 x 0.37 in)',b'160 g (5.64 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~67.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'microSDXC',,,b'16GB 1GB RAM',"b'8 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",,,,,,"b'Li-Ion 2500 mAh, removable'",,,"b'Black, Gold, Bleen, Lime, Rose Gold'",,b'HSDPA 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',b'5 MP',b'',,"b'LED flash, panorama, HDR'",,,b'Android 7.0 (Nougat)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400 MP2',,b'No',,,,,,,,,,
b'wiko',b'Wiko Lenny4',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-l4.jpg',b'GSM / HSPA',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2017',b'Available. Released 2017',b'145 x 72.5 x 10.6 mm (5.71 x 2.85 x 0.42 in)',b'170.2 g (6.00 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~65.6% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'microSDXC',,,b'16GB 1GB RAM',"b'8 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'",,,,,,"b'Li-Ion 2500 mAh, removable'",,,"b'Black, Gold, Bleen, Lime, Rose Gold'",,b'HSDPA 900 / 1900 / 2100',b'HSPA 21.1/5.76 Mbps',b'5 MP',b'',,"b'LED flash, panorama, HDR'",,,b'Android 7.0 (Nougat)',,b'Quad-core 1.3 GHz Cortex-A7',b'Mali-400 MP2',,b'No',,,,,,,,,,
b'wiko',b'Wiko Ufeel fab',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-uf-f.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2016',b'Available. Released 2016',b'154.4 x 77.2 x 10.6 mm (6.08 x 3.04 x 0.42 in)',b'201 g (7.09 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.5 inches, 83.4 cm2 (~70.0% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~267 ppi density)'",,b'microSDXC',,,b'16GB 2GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,b'Li-Po 4000 mAh battery',,,"b'Black, Gold, Rose Gold'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, panorama, HDR'","b'1, 3, 7, 20'",,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',,b'No',,,b'LED flash',,,,,,,
b'wiko',b'Wiko Ufeel go',b'https://fdn2.gsmarena.com/vv/bigpic/wiko-uf-g.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',,,b'2016',b'Available. Released 2016',b'144.4 x 71.6 x 9.7 mm (5.69 x 2.82 x 0.38 in)',b'172 g (6.07 oz)',"b'Dual SIM (Micro-SIM, dual stand-by)'",b'IPS LCD',"b'5.0 inches, 68.9 cm2 (~66.7% screen-to-body ratio)'","b'720 x 1280 pixels, 16:9 ratio (~294 ppi density)'",,b'microSDXC',,,b'16GB 2GB RAM',"b'13 MP, AF'",b'1080p@30fps',,b'Yes',,b'Yes',"b'Wi-Fi 802.11 b/g/n, hotspot'","b'4.0, A2DP'","b'Yes, with A-GPS'",b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'",,,,,,b'Li-Po 4000 mAh battery',,,"b'Space Grey, Gold'",,b'HSDPA 850 / 900 / 1900 / 2100',"b'HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps'",b'5 MP',b'',,"b'LED flash, panorama, HDR'","b'1, 3, 7, 20'",,b'Android 6.0 (Marshmallow)',,b'Quad-core 1.3 GHz Cortex-A53',b'Mali-T720',,b'No',,,b'LED flash',,,,,,,
