Brand,Model Name,Model Image,Technology,2G bands,3G bands,4G bands,5G bands,Speed,Announced,Status,Dimensions,Weight,SIM,Type,Size,Resolution,,OS,Chipset,CPU,GPU,Card slot,Internal,_1,Triple,Features,Video,Dual,Features_1,Video_1,Loudspeaker,3.5mm jack,WLAN,Bluetooth,GPS,NFC,Infrared port,Radio,USB,Sensors,Type_1,Charging,Colors,_1_1,Models,Price,Quad,Single,Performance,Display,Camera,Loudspeaker_1,Battery life,GPRS,EDGE,Build,4GB,Single_1,Dual_1,Protection,128GB 4GB RAM,256GB 8GB RAM,128GB 8GB RAM,128GB 6GB RAM,Audio quality,256GB 6GB RAM,Triple_1,64GB 3GB RAM,64GB 4GB RAM,64GB 6GB RAM,SAR EU,SAR,Stand-by,Talk time
b'honor',b'Honor 10 Lite',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-10-lite.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, November'","b'Available. Released 2018, November'",b'154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in)',b'162 g (5.71 oz)',"b'Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.21 inches, 94.7 cm2 (~83.1% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density)'",b'eMMC 5.1',"b'Android 9.0 (Pie), EMUI 9.1'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 3GB RAM, 64GB 4GB RAM, 64GB 6GB RAM, 128GB 3GB RAM, 128GB 6GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30/60fps',"b'13 MP, f/1.8, 26mm (wide), PDAF 2 MP, f/2.4, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot - GlobalWi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot - China'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (market dependent)',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3400 mAh, non-removable'",b'Charging 10W',"b'Midnight Black, Sky Blue, Sapphire Blue, White, Red'",,"b'HRY-LX1, HRY-LX1MEB, HRY-LX2, HRY-AL00a, HRY-AL00, HRY-TL00'","b'\xe2\x82\xac\xe2\x80\x89162.99 / $\xe2\x80\x89115.00 / \xc2\xa3\xe2\x80\x89137.99 / \xe2\x82\xb9\xe2\x80\x8918,000'",,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m'",,"b'Contrast ratio: 1282 (nominal), 2.497 (sunlight)'",b'Photo / Video',b'Voice 70dB / Noise 73dB / Ring 87dB',b'Endurance rating 89h',,,"b'Glass front, plastic back, plastic frame'",,,,,,,,,b'Noise -90.2dB / Crosstalk -82.7dB',,,b'\xe2\x82\xac\xe2\x80\x89162.99',b'$\xe2\x80\x89158.99',"b'\xe2\x82\xb9\xe2\x80\x8918,000'",,,,
b'honor',b'Honor 8C',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8c.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, October'","b'Available. Released 2018, October'",b'158.7 x 75.9 x 8 mm (6.25 x 2.99 x 0.31 in)',b'167.2 g (5.89 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.26 inches, 97.8 cm2 (~81.2% screen-to-body ratio)'","b'720 x 1520 pixels, 19:9 ratio (~269 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 8.1 (Oreo), EMUI 8.2'",b'Qualcomm SDM632 Snapdragon 632 (14 nm)',b'Octa-core (4x1.8 GHz Kryo 250 Gold & 4x1.8 GHz Kryo 250 Silver)',b'Adreno 506',b'microSDXC (dedicated slot)',"b'32GB 4GB RAM, 64GB 4GB RAM'",b'IP5X',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/1.8, PDAF 2 MP, f/2.4, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 4000 mAh, non-removable'",b'Charging 10W',"b'Magic Night Black, Platinum Light Gold, Aurora Blue, Nebula Purple'",b'eMMC 5.1',"b'BKK-LX2, BKK-LX1, BKK-L21, BKK-AL00, BKK-TL00, BKK-AL10'",b'About 170 EUR',,"b'8 MP, f/2.0'",,,,,,,,"b'Glass front, plastic back, aluminum frame'",,,,,,,,,,,,,,,,,,
b'honor',b'Honor 8X',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8x.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 8, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A'","b'2018, September'","b'Available. Released 2018, September'",b'160.4 x 76.6 x 7.8 mm (6.31 x 3.02 x 0.31 in)',b'175 g (6.17 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'LTPS IPS LCD',"b'6.5 inches, 103.2 cm2 (~84.0% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~397 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.0'",b'Kirin 710 (12 nm)',b'Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53)',b'Mali-G51 MP4',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM'",b'eMMC 5.1',,"b'LED flash, panorama, HDR'","b'1080p@30/60fps, 480fps, stereo sound rec.'","b'20 MP, f/1.8, 27 mm (wide), PDAF 2 MP, (depth)'",b'HDR',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, aptX'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (JSN-L21 only)',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3750 mAh, non-removable'",b'Charging 10W',"b'Black, Blue, Red, Pink'",,"b'JSN-L22, JSN-L42, JSN-L11, JSN-L21, JSN-L21, JSN-L23, JSN-AL00, JSN-TL00, JSN-AL00a'",b'$\xe2\x80\x89399.00 / \xc2\xa3\xe2\x80\x89159.99',,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",b'AnTuTu: 137276 (v7)GeekBench: 5651 (v4.4)GFXBench: 6.7fps (ES 3.1 onscreen)',"b'Contrast ratio: 1234:1 (nominal), 3.113 (sunlight)'",b'Photo / Video',b'Voice 67dB / Noise 72dB / Ring 81dB',b'Endurance rating 96h',,,"b'Glass front (Gorilla Glass 3), glass back, aluminum frame'",,,,b'Corning Gorilla Glass 3',b'\xc2\xa3\xe2\x80\x89159.99',,,,b'Noise -92.3dB / Crosstalk -80.7dB',,,,b'$\xe2\x80\x89399.00',,b'0.72 W/kg (head)',,,
b'honor',b'Honor 8X Max',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-8x-max.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100',"b'1, 3, 5, 7, 8, 20, 38, 40, 41 - Global'",,"b'HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps'","b'2018, September'","b'Available. Released 2018, September'",b'177.6 x 86.3 x 8.1 mm (6.99 x 3.40 x 0.32 in)',b'210 g (7.41 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'7.12 inches, 127.8 cm2 (~83.4% screen-to-body ratio)'","b'1080 x 2244 pixels, 18.7:9 ratio (~350 ppi density)'",b'CDMA 800 & TD-SCDMA',"b'Android 8.1 (Oreo), upgradable to Android 9 (Pie), EMUI 9'",b'Qualcomm SDM660 Snapdragon 660 (14 nm)',b'Octa-core (4x1.95 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver)',b'Adreno 512',b'microSDXC (dedicated slot)',"b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM'","b'1, 3, 5, 8, 38, 39, 40, 41 - China'",,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'16 MP, f/2.0, PDAF 2 MP, f/2.4, (depth)'",b'HDR',b'1080p@30fps',"b'Yes, with stereo speakers'",b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 18W Reverse charging',"b'Black, Blue, Red'",b'eMMC 5.1',"b'ARE-AL00, ARE-L22HN, ARE-AL10'",b'About 250 EUR',,"b'8 MP, f/2.0'",,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor Note 10',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-note10-cn.jpg',b'GSM / CDMA / HSPA / EVDO / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 34, 38, 39, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps'","b'2018, July'","b'Available. Released 2018, August'",b'177 x 85 x 7.7 mm (6.97 x 3.35 x 0.30 in)',b'230 g (8.11 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'","b'AMOLED, HDR10'","b'6.95 inches, 122.6 cm2 (~81.5% screen-to-body ratio)'","b'1080 x 2220 pixels, 18.5:9 ratio (~355 ppi density)'",b'CDMA 800',"b'Android 8.1 (Oreo), EMUI 8.2'",b'Kirin 970 (10 nm)',b'Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53)',b'Mali-G72 MP12',b'microSDXC (uses shared SIM slot)',"b'64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM'",b'CDMA2000 1xEV-DO / TD-SCDMA',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30fps (gyro-EIS)'","b'16 MP, f/1.8, PDAF 24 MP B/W, f/1.8, PDAF'",,b'1080p@30fps',"b'Yes, with dual speakers'",b'No',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, EDR, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',,b'FM radio',"b'USB Type-C 3.1, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 5000 mAh, non-removable'",b'Fast charging 22.5W',"b'Midnight Black, Phantom Blue'",b'UFS 2.1',"b'RVL-AL09, rv'",b'About 400 EUR',,"b'13 MP, f/2.0'",,,,,,,,"b'Glass front, glass back, aluminum frame'",,,,,,,,,,,,,,,,,,
b'honor',b'Honor 9N (9i)',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9n.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100 - China',"b'1, 3, 5, 8, 38, 39, 40, 41 - China'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, July'","b'Available. Released 2018, July'",b'149.2 x 71.8 x 7.7 mm (5.87 x 2.83 x 0.30 in)',b'152 g (5.36 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.84 inches, 85.1 cm2 (~79.5% screen-to-body ratio)'","b'1080 x 2280 pixels, 19:9 ratio (~432 ppi density)'",b'CDMA 800 & TD-SCDMA - China',"b'Android 8.0 (Oreo), EMUI 8'",b'Kirin 659 (16 nm)',b'Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53)',b'Mali-T830 MP2',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM'",b'HSDPA 900 / 2100 - India',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, PDAF 2 MP, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,"b'Lavender Purple, Robin Egg Blue, Sapphire Blue, Midnight Black'",b'eMMC 5.1',"b'LLD-AL20, LLD-AL30'",b'About 220 EUR',,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'",,,,,,,,,,,,,,,,,,,,,,,,,,
b'honor',b'Honor Play',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-play-ofic.jpg',b'GSM / CDMA / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 2100 - India',"b'1, 3, 5, 7, 8, 20, 38, 40, 41 - Global'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps'","b'2018, July'","b'Available. Released 2018, August'",b'157.9 x 74.3 x 7.5 mm (6.22 x 2.93 x 0.30 in)',b'176 g (6.21 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'6.3 inches, 97.4 cm2 (~83.0% screen-to-body ratio)'","b'1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)'",b'CDMA 800 & TD-SCDMA - China',"b'Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1'",b'Kirin 970 (10 nm)',b'Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53)',b'Mali-G72 MP12',b'microSDXC (uses shared SIM slot)',"b'64GB 4GB RAM, 64GB 6GB RAM'",b'HSDPA 850 / 900 / 1900 / 2100 - Global',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS)'","b'16 MP, f/2.2, PDAF 2 MP, f/2.4, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE, EDR, aptX HD'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes (market dependent)',,b'No',b'USB Type-C 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3750 mAh, non-removable'",b'Fast charging 18W',"b'Midnight Black, Navy Blue, Violet, Player Edition Red, Player Edition Black'",b'UFS 2.1',"b'COR-L29, COR-L09, COR-AL00, COR-AL10, COR-TL10'",b'About 250 EUR',,"b'16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0\xc2\xb5m'","b'AnTuTu: 204876 (v7), 238754 (v8)GeekBench: 6696 (v4.4), 1647 (v5.1)GFXBench: 21fps (ES 3.1 onscreen)'","b'Contrast ratio: 1135:1 (nominal), 3.349 (sunlight)'",b'Photo / Video',b'Voice 68dB / Noise 73dB / Ring 75dB',b'Endurance rating 94h',,,"b'Glass front, aluminum back, aluminum frame'",,,,,,,,,,,,,,,,b'1.10 W/kg (head)',,
b'honor',b'Honor 7S',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-play-7.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only)',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20 - Global'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, May'","b'Available. Released 2018, May'",b'146.5 x 70.9 x 8.3 mm (5.77 x 2.79 x 0.33 in)',b'142 g (5.01 oz)',"b'Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)'",b'LCD',"b'5.45 inches, 76.7 cm2 (~73.8% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~295 ppi density)'","b'1, 3, 7, 8, 34, 38, 39, 40, 41 - China'","b'Android 8.1 (Oreo), EMUI 8.1'",b'Mediatek MT6739 (28 nm)',b'Quad-core 1.5 GHz Cortex-A53',b'PowerVR GE8100',b'microSDXC (dedicated slot)',b'16GB 2GB RAM',b'eMMC 5.1',,"b'LED flash, HDR, panorama'",b'1080p@30fps',,b'LED flash',b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'v4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Accelerometer, proximity'","b'Li-Ion 3020 mAh, non-removable'",,"b'Black, Gold, Blue'",,"b'DUA-TL00, DUA-L22, DUA-L12, DUA-AL00, DUA-LX3'",b'About 110 EUR',,"b'13 MP, PDAF'",,,,,,,,,,"b'5 MP, LED flash (Global) 24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m (China)'",,,,,,,,,,,,,,,,
b'honor',b'Honor 10',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-10-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 19, 20, 38, 40, 41'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps'","b'2018, May'","b'Available. Released 2018, May'",b'149.6 x 71.2 x 7.7 mm (5.89 x 2.80 x 0.30 in)',b'153 g (5.40 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.84 inches, 85.1 cm2 (~79.9% screen-to-body ratio)'","b'1080 x 2280 pixels, 19:9 ratio (~432 ppi density)'",b'UFS 2.1',"b'Android 8.1 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1'",b'Kirin 970 (10 nm)',b'Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53)',b'Mali-G72 MP12',b'No',"b'64GB 4GB RAM, 64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM, 128GB 8GB RAM'",b'32-bit/192kHz audio',,"b'LED flash, HDR, panorama'","b'4K@30fps, 1080p@30/60fps (gyro-EIS)'","b'16 MP, f/1.8, PDAF 24 MP B/W, f/1.8, PDAF'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot'","b'4.2, A2DP, aptX HD, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'Yes',b'Yes',b'No',"b'USB Type-C 2.0, USB On-The-Go'","b'Fingerprint (front-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3400 mAh, non-removable'","b'Fast charging 22.5W, 50% in 24 min (advertised)'","b'Phantom Blue, Phantom Green, Midnight Black, Glacier Grey, Lily White'",,"b'COL-AL10, COL-L29, COL-L19'",b'About 310 EUR',,"b'24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9\xc2\xb5m'",b'AnTuTu: 200440 (v7)GeekBench: 6591 (v4.4)GFXBench: 21fps (ES 3.1 onscreen)',"b'Contrast ratio: 1558:1 (nominal), 2.757 (sunlight)'",b'Photo / Video',b'Voice 69dB / Noise 72dB / Ring 87dB',b'Endurance rating 74h',,,"b'Glass front (Gorilla Glass 5), glass back, aluminum frame'",,,,b'Corning Gorilla Glass (unspecified version)',,,,,b'Noise -95.6dB / Crosstalk -94.6dB',,,,,,,,,
b'honor',b'Honor 7A',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7a-.jpg',b'GSM / HSPA / LTE',b'GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20'",,"b'HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps'","b'2018, April'","b'Available. Released 2018, April'",b'152.4 x 73 x 7.8 mm (6.00 x 2.87 x 0.31 in)',b'150 g (5.29 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.7 inches, 83.8 cm2 (~75.4% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~282 ppi density)'",b'eMMC 5.1',"b'Android 8.0 (Oreo), EMUI 8'",b'Qualcomm MSM8937 Snapdragon 430 (28 nm)',b'Octa-core (4x1.4 GHz Cortex-A53 & 4x1.1 GHz Cortex A53)',b'Adreno 505',b'microSDXC (dedicated slot)',"b'16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM'",,,"b'LED flash, panorama, HDR'",b'1080p@30fps',"b'13 MP, f/2.2, PDAF 2 MP, (depth)'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,"b'Black, Gold, Blue'",,"b'AUM-AL00IN, AUM-TL20, AUM-AL00, AUM-AL20, AUM-l29, AUM-L29, AUM-L33'",b'About 120 EUR',,"b'8 MP, f/2.0'",,,,,,,,"b'Glass front, aluminum back, aluminum frame'",,,,,,,,,,,,,,,,,,
b'honor',b'Honor 7C',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-7c.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100',"b'1, 3, 5, 7, 8, 20, 40'",,"b'HSPA 42.2/5.76 Mbps, LTE'","b'2018, May'","b'Available. Released 2018, May'",b'158.3 x 76.7 x 7.8 mm (6.23 x 3.02 x 0.31 in)',b'164 g (5.78 oz)',"b'Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.99 inches, 92.6 cm2 (~76.3% screen-to-body ratio)'","b'720 x 1440 pixels, 18:9 ratio (~269 ppi density)'",b'eMMC 5.1',"b'Android 8.0 (Oreo), EMUI 8'",b'Qualcomm SDM450 Snapdragon 450 (14 nm)',b'Octa-core 1.8 GHz Cortex-A53',b'Adreno 506',b'microSDXC (dedicated slot)',"b'32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM'",,,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, f/2.2, PDAF 2 MP, (depth)'",b'LED flash',b'',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'FM radio',b'microUSB 2.0',"b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,"b'Black, Red, Gold, Blue'",,"b'LND-AL30, LND-AL40, AUM-L41, LND-L29'",b'About 200 EUR',,"b'8 MP, f/2.0'",,,,,,,,"b'Glass front, aluminum back, aluminum frame'",,,,,,,,,,,,,,,,,,
b'honor',b'Honor 9 Lite',b'https://fdn2.gsmarena.com/vv/bigpic/huawei-honor-9-lite.jpg',b'GSM / HSPA / LTE',b'GSM 900 / 1800 / 1900 - SIM 1 & SIM 2',b'HSDPA 850 / 900 / 1900 / 2100 - Global',"b'1, 3, 7, 8, 20 - Global'",,"b'HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps'","b'2017, December'","b'Available. Released 2017, December'",b'151 x 71.9 x 7.6 mm (5.94 x 2.83 x 0.30 in)',b'149 g (5.26 oz)',"b'Hybrid Dual SIM (Nano-SIM, dual stand-by)'",b'IPS LCD',"b'5.65 inches, 82.0 cm2 (~75.5% screen-to-body ratio)'","b'1080 x 2160 pixels, 18:9 ratio (~428 ppi density)'",b'GSM 900 / 1800 - India',"b'Android 8.0 (Oreo), upgradable to Android 9.0 (Pie), EMUI 9.1'",b'Kirin 659 (16 nm)',b'Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53)',b'Mali-T830 MP2',b'microSDXC (uses shared SIM slot)',"b'32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM'",b'HSDPA 900 / 2100 - India',,"b'LED flash, HDR, panorama'",b'1080p@30fps',"b'13 MP, PDAF 2 MP, (depth)'",,b'1080p@30fps',b'Yes',b'Yes',"b'Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot'","b'4.2, A2DP, LE'","b'Yes, with A-GPS, GLONASS, BDS'",b'No',,b'No',"b'microUSB 2.0, USB On-The-Go'","b'Fingerprint (rear-mounted), accelerometer, proximity, compass'","b'Li-Po 3000 mAh, non-removable'",,"b'Midnight Black, Sapphire Blue, Glacier Gray, Navy, Seagull Gray, Magic Nightfall, Pearl White'",b'eMMC 5.1',"b'LLD-AL00, LLD-AL10, LLD-TL10, LLD-L31, LLD-L21, LLD-L11'",b'About 190 EUR',,,,,,,,,,"b'Glass front, glass back, aluminum frame'",,,"b'13 MP 2 MP, depth sensor'",,,,,,,,,,,,,,,
